# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240407-20240419
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,42478,Grand total
,Denmark,Capital Region of Denmark,Copenhagen,1
,Germany,Brandenburg,,1
,Germany,Brandenburg,Luckenwalde,1
,Germany,Rhineland-Palatinate,Koblenz,1
,Germany,Schleswig-Holstein,24991,1
,Germany,Schleswig-Holstein,Flensburg,1
,Japan,Fukuoka,Fukuoka,1
,Malaysia,Sabah,Kota Kinabalu,1
,Spain,Community of Madrid,Madrid,1
,United States,Alabama,Montevallo,1
,United States,Florida,Tallahassee,1
,United States,Georgia,Hampton,1
,United States,Illinois,Jacksonville,1
,United States,New Jersey,Barnegat Township,1
,United States,Oregon,Halfway,1
,United States,Washington,Friday Harbor,1
#003B21A,United States,California,,1
#003B21A,United States,Ohio,Columbus,1
#016B21A,United States,Illinois,Chicago,1
#030M20A,United States,Texas,Dallas,1
#039K20A,Germany,Bavaria,Schweinfurt,1
#041A21A,United States,New York,Freeport,1
#041A21A,United States,Washington,Seattle,1
#046A21A,United States,Oklahoma,Oklahoma City,1
#EK9231,United States,North Carolina,Wendell,1
#EL9265,United States,California,Los Angeles,1
#EL9269,United States,(not set),(not set),1
#EM9810,United States,New Mexico,Santa Fe,1
#EM9810,United States,Virginia,Ashburn,1
#EN5318,United States,Washington,Seattle,1
#EN6199,United States,Virginia,Ashburn,1
#EN6204,United States,New Hampshire,Amherst,1
#ER8731,United States,Rhode Island,North Kingstown,1
#FC3180,United States,Arkansas,Hot Springs,1
#XD974,Germany,Bavaria,Kitzingen,1
#XD974,Germany,Hessen,Frankfurt,1
#XD974,Germany,Saxony,Wurzen,1
#XD974,Italy,Lazio,Rome,1
(not set),Canada,Alberta,Grande Prairie,1
(not set),Canada,Alberta,Lethbridge,1
(not set),Canada,Alberta,Ponoka,1
(not set),Canada,Manitoba,Beausejour,1
(not set),Canada,Ontario,Belleville,1
(not set),Canada,Ontario,Espanola,1
(not set),Canada,Ontario,Smiths Falls,1
(not set),Canada,Quebec,Trois-Rivieres,1
(not set),Germany,Lower Saxony,Zeven,1
(not set),Germany,Schleswig-Holstein,Lubeck,1
(not set),India,Punjab,Jalandhar,1
(not set),India,West Bengal,Purulia,1
(not set),Japan,Tokyo,Machida,1
(not set),Philippines,Ilocos Region,(not set),1
(not set),Sweden,Blekinge County,Karlskrona,1
(not set),United States,Alabama,Headland,1
(not set),United States,California,Fremont,1
(not set),United States,California,Grass Valley,1
(not set),United States,Florida,Jacksonville Beach,1
(not set),United States,Georgia,Baxley,1
(not set),United States,Georgia,Homerville,1
(not set),United States,Hawaii,Kaunakakai,1
(not set),United States,Idaho,Bonners Ferry,1
(not set),United States,Illinois,Wheaton,1
(not set),United States,Kansas,Manhattan,1
(not set),United States,Kansas,Smith Center,1
(not set),United States,Kentucky,Campbellsville,1
(not set),United States,Maine,Jay,1
(not set),United States,Michigan,Hancock,1
(not set),United States,Minnesota,Warren,1
(not set),United States,Mississippi,Raleigh,1
(not set),United States,Mississippi,Tupelo,1
(not set),United States,Missouri,Camdenton,1
(not set),United States,Missouri,Rogersville,1
(not set),United States,Montana,Livingston,1
(not set),United States,Nebraska,Pawnee City,1
(not set),United States,New Jersey,Montclair,1
(not set),United States,North Carolina,Eden,1
(not set),United States,North Dakota,Fargo,1
(not set),United States,Ohio,Oxford,1
(not set),United States,Pennsylvania,Lewistown,1
(not set),United States,South Dakota,Hill City,1
(not set),United States,Texas,Trinity,1
(not set),United States,Utah,Mount Pleasant,1
(not set),United States,Washington,Ritzville,1
(not set),United States,Wyoming,Rock Springs,1
0,Germany,Saxony,Dresden,1
000004A,Italy,Emilia-Romagna,Bologna,1
000004A,Italy,Lombardy,Milan,1
000006A,Germany,Baden-Wurttemberg,Tubingen,1
000009A,Japan,Miyagi,Sendai,1
000014A,Poland,Lesser Poland Voivodeship,Krakow,1
000014A,United Kingdom,Northern Ireland,Belfast,1
000018A,Japan,Shimane,Gotsu,1
000022A,United Kingdom,England,(not set),1
000022A,United Kingdom,England,London,1
000022A,United Kingdom,England,Plymouth,1
000022A,United Kingdom,Scotland,Edinburgh,1
000024A,Japan,Miyagi,Sendai,1
000029A,Spain,Balearic Islands,Santa Ponsa,1
000030A,Italy,Lazio,Rome,1
000031A,Australia,Western Australia,Perth,1
000049A,Romania,Bucharest,Bucharest,1
000054A,United States,Colorado,Denver,1
000057A,Germany,Saarland,Eppelborn,1
000059A,United Kingdom,England,London,1
000060A,Germany,Baden-Wurttemberg,Tubingen,1
000073A,Germany,Hessen,(not set),1
000076A,United Kingdom,England,Lincoln,1
000077A,Germany,North Rhine-Westphalia,Euskirchen,1
000084A,Canada,Ontario,Toronto,1
000085A,Germany,Hessen,Hanau,1
000088A,Germany,Hessen,Hanau,1
000088A,United Kingdom,England,Preston,1
000089A,Germany,Hessen,Hanau,1
000091A,Germany,Hessen,Hanau,1
000112A,Germany,Brandenburg,Erkner,1
000114A,Germany,Baden-Wurttemberg,Stuttgart,1
000114A,Germany,Rhineland-Palatinate,Andernach,1
000120A,Philippines,Calabarzon,Calamba,1
000121A,Germany,Hessen,Frankfurt,1
000121A,Netherlands,Utrecht,Utrecht,1
000121ABS,Netherlands,North Holland,Blaricum,1
000124A,Germany,Berlin,Berlin,1
000124A,United States,Maine,Brewer,1
000127A,Japan,Miyagi,Sendai,1
000130A,Germany,Baden-Wurttemberg,Laupheim,1
000135A,Germany,Bavaria,(not set),1
000135A,Germany,Bavaria,Schweinfurt,1
000136A,Germany,Bavaria,Nuremberg,1
000137A,Germany,Hessen,Bad Hersfeld,1
000137A,Germany,Saxony,(not set),1
000190A,Norway,Innlandet,Hamar Municipality,1
000190A,Norway,Innlandet,Oystre Slidr Municipality,1
000191A,United States,Illinois,Chicago,1
000198A,Japan,Tokyo,Ome,1
000204A,United States,North Carolina,Wilmington,1
000477A,United Kingdom,England,Leighton Buzzard,1
00057A,Germany,Baden-Wurttemberg,Tubingen,1
0011321A,United States,New Mexico,Belen,1
0011M20A,United States,Massachusetts,Boston,1
001821A,United States,Minnesota,Spring Grove,1
001A21A,United States,Oregon,Ashland,1
001B21A,United States,California,Carlsbad,1
001B21A,United States,New Mexico,Belen,1
001C21A,United States,Arizona,Yuma,1
001C21A,United States,Ohio,Columbus,1
001C21A,United States,Texas,Dallas,1
001L21A,United States,Florida,Doral,1
001M20A,United States,Texas,Houston,1
0021B21A,United States,Florida,(not set),1
002621A,United States,Maine,Orono,1
0029A21A,United States,Texas,Trinity,1
002A21A,United States,California,Los Angeles,1
002A21A,United States,California,San Jose,1
002A21A,United States,Georgia,Atlanta,1
002A21A,United States,Wyoming,Cody,1
002B21A,United States,California,Los Angeles,1
002B21A,United States,Florida,Alachua,1
002B21A,United States,Georgia,Atlanta,1
002B21A,United States,Massachusetts,Eastham,1
002C21A,United States,Florida,Miramar,1
002L20A,United States,Florida,Doral,1
002M214,Italy,Lombardy,Milan,1
002M21A,United States,Florida,Doral,1
0033B21A,United States,Alabama,Montevallo,1
0033B21A,United States,California,,1
0036B21A,United States,New Jersey,Jersey City,1
003821A,United States,Colorado,Centennial,1
003A21A,United States,Florida,(not set),1
003B21A,United States,Hawaii,Honolulu,1
003B21A,United States,Ohio,Columbus,1
003B21A,United States,Washington,East Wenatchee,1
003BZ1A,United States,California,,1
003C21A,United States,Florida,Sebring,1
003K21-2A,United States,Washington,Seattle,1
0044B21A,United States,Minnesota,(not set),1
0045A21A,United States,Washington,Bridgeport,1
004C214,United States,Alabama,Montevallo,1
004CZIA,United States,Alabama,Montevallo,1
004M20A,Puerto Rico,San Juan,San Juan,1
004M20A,United States,New York,New York,1
004M21A,United States,Illinois,DeKalb,1
005C21A,United States,Minnesota,Mahnomen,1
005C21A,United States,New York,New York,1
005C21A,United States,Pennsylvania,Slippery Rock,1
005C21A,United States,Texas,Dallas,1
005C21S,United States,Pennsylvania,Slippery Rock,1
006B21A,United States,Georgia,Atlanta,1
006B21A,United States,South Carolina,Pawleys Island,1
006D21A,United States,Florida,Miami,1
006G21A,France,Hauts-de-France,Lille,1
006M20A,United States,Massachusetts,Hanover,1
006M20A,United States,Texas,Dallas,1
006M20A,United States,Wyoming,Cheyenne,1
007B21A,United States,Georgia,Atlanta,1
007C21A,Paraguay,Boqueron department,(not set),1
007C21A,United States,California,San Jose,1
007D21A,United States,Florida,Miami,1
007G21A,Germany,Bavaria,Bad Neustadt an der Saale,1
007G21A,Germany,Lower Saxony,Westoverledingen,1
007G21A,Germany,North Rhine-Westphalia,Eschweiler,1
007G21A,Germany,Saxony-Anhalt,Wittenberg,1
007J212A,United States,Massachusetts,Boston,1
007M20A,United States,Illinois,DeKalb,1
007M20A,United States,Kentucky,Manchester,1
007M20A,United States,Oregon,Ashland,1
007M20A,United States,Texas,Dallas,1
007M2OA,United States,Nebraska,Holdrege,1
00821A,United States,District of Columbia,Washington,1
008B21A,United States,District of Columbia,Washington,1
008C21A,United States,District of Columbia,Washington,1
008C21A,United States,Pennsylvania,Philadelphia,1
008G21A,Germany,Hamburg,Hamburg,1
009B21A,Poland,Lublin Voivodeship,Lublin,1
009C21A,United States,Michigan,Lansing,1
009C21A,United States,Pennsylvania,Slippery Rock,1
009D21A,United States,Washington,Seattle,1
010A21A,United States,Arizona,(not set),1
010A21A,United States,Florida,(not set),1
010L20A,United States,Florida,Doral,1
010M20A,United States,California,Los Angeles,1
011220A,United Kingdom,England,Bristol,1
011220A,United States,California,San Bernardino,1
011520A,Belgium,Flanders,Aalst,1
011520A,Poland,Lublin Voivodeship,Lublin,1
011A21A,Canada,Nova Scotia,Halifax Regional Municipality,1
011A21A,United States,North Carolina,Wesley Chapel,1
011A21A,United States,Oklahoma,Oklahoma City,1
011F21A,United States,Texas,Dallas,1
011J20A,Puerto Rico,San Juan,San Juan,1
011J20A,United States,Ohio,Westerville,1
011J2OA,Puerto Rico,San Juan,San Juan,1
011L20A,United States,Florida,Doral,1
011L20A,United States,Texas,Dallas,1
011M20A,United States,California,Los Angeles,1
011M20A,United States,North Dakota,Carrington,1
011MZ0A,United States,New York,New York,1
011P21A,United States,Maryland,Centreville,1
012421B,Slovakia,Bratislava Region,Bratislava,1
012421B,United States,Maine,Brewer,1
012A21A,United States,California,Los Angeles,1
012F21A,United States,Florida,Alachua,1
012H21B,United States,Kentucky,Manchester,1
012H21B,United States,New York,Morrisonville,1
012H21B-MODERNA,Australia,Queensland,Cairns,1
012H21B-MODERNA,United States,Kentucky,Manchester,1
012H21B-MODERNA,United States,New York,Levittown,1
012L20A,Canada,British Columbia,Salmon Arm,1
012L20A,Canada,Quebec,Montreal,1
012L20A,United Kingdom,England,London,1
012L20A,United States,Arizona,Show Low,1
012L20A,United States,Maryland,Centreville,1
012L20A,United States,Minnesota,Mahnomen,1
012L20A,United States,Nebraska,Bellevue,1
012L20A,United States,New York,Seneca Falls,1
012L20A,United States,Virginia,Ashburn,1
012L20A,United States,Wisconsin,Dousman,1
012L2DA,United Kingdom,England,London,1
012M20A,United States,North Carolina,Wesley Chapel,1
