# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240426-20240428
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,9822,Grand total
(not set),Australia,New South Wales,Griffith,1
(not set),Australia,Western Australia,Busselton,1
(not set),Canada,Alberta,Canmore,1
(not set),Germany,Saarland,Sankt Wendel,1
(not set),Japan,Hokkaido,Muroran,1
(not set),Mexico,Queretaro,(not set),1
(not set),Mexico,Sinaloa,Culiacan,1
(not set),Mexico,Veracruz,(not set),1
(not set),Mexico,Veracruz,Panuco,1
(not set),Sweden,Vasterbotten County,Umea,1
(not set),United States,Connecticut,Clinton,1
(not set),United States,Missouri,Jefferson City,1
(not set),United States,Missouri,Neosho,1
(not set),United States,Vermont,South Burlington,1
(not set),United States,Wisconsin,Port Wing,1
000002A,Australia,Victoria,Geelong,1
000030A,Italy,Piedmont,Turin,1
000050A,Germany,Baden-Wurttemberg,Tubingen,1
000089A,United Kingdom,England,Birmingham,1
000102A,Germany,Baden-Wurttemberg,Stuttgart,1
000110A,Germany,Hessen,Kassel,1
000114A,Germany,Lower Saxony,Meppen,1
000128A,Germany,North Rhine-Westphalia,Borchen,1
000128A,Germany,North Rhine-Westphalia,Munster,1
000247A,Netherlands,South Holland,Rotterdam,1
00059A,Germany,Baden-Wurttemberg,Tubingen,1
001621A,United States,Indiana,New Castle,1
001B21A,United States,California,Visalia,1
002F21A,United States,New York,New York,1
003C21A,United States,Texas,Atascocita,1
0044B21A,United States,Texas,Houston,1
006821A,Germany,Hessen,Frankfurt,1
007BZ1A,United States,North Carolina,Charlotte,1
007M20A,United States,California,Porterville,1
007M20A,United States,Hawaii,Schofield Barracks,1
007M20A,United States,Oregon,Monmouth,1
011A21A,United States,Missouri,Peculiar,1
011B22A-MODERNA,United States,Texas,Houston,1
012120A,Canada,Ontario,Nipigon,1
012A21A,United States,Ohio,Oak Harbor,1
012L20A,United States,New York,Syracuse,1
013J20A,Mexico,Guerrero,(not set),1
013L20A,Germany,Lower Saxony,Hanover,1
013L20A,Germany,Lower Saxony,Neustadt am Rubenberge,1
014C21A,United States,Illinois,Aurora,1
015M20A,Italy,Sicily,Catania,1
015M20A,United States,Florida,Bradenton,1
016C21A,United States,Indiana,New Castle,1
016E21A,Finland,Pirkanmaa,Tampere,1
017B21A,United States,New York,New York,1
017CZIA,United States,Illinois,Lincolnshire,1
017E21A,United States,New York,Plattsburgh,1
018B21A,United States,New York,New York,1
019F21A,United States,Florida,Miami,1
019J21A,Canada,British Columbia,Port Hardy,1
019J21A,Canada,Ontario,Halton Hills,1
01DE/IZ87437A/1,Netherlands,North Holland,Amsterdam,1
022B21A,United States,Indiana,New Castle,1
022J21A,United States,New York,Dix Hills,1
022J21A,United States,New York,New York,1
023C21A,United States,Oregon,Heppner,1
023F21A,Italy,Lazio,Rome,1
023M20A,United States,New York,Syracuse,1
024M20A,United States,Florida,Williamsburg,1
024M20A,United States,Missouri,Peculiar,1
025120A,Canada,British Columbia,Vancouver,1
025B21A,United States,North Carolina,Charlotte,1
025B21A,United States,Texas,Atascocita,1
025J20A,United States,Florida,Tampa,1
026B21A,United States,Oregon,Heppner,1
026L21B,United States,New York,Buffalo,1
028AZIA,United States,Illinois,Lincolnshire,1
028L20A,United States,Florida,Miami,1
029L20A,United States,Hawaii,Schofield Barracks,1
03/04/2021,Mauritius,Plaines Wilhems District,Vacoas-Phoenix,1
030H21B,United States,Oregon,Heppner,1
031M20A,United States,Virginia,Ashburn,1
032B21A,United States,Ohio,Columbus,1
032M20A,United States,Arizona,Flagstaff,1
033H21A,United States,California,Visalia,1
036A21A,United States,New York,Dix Hills,1
036B21A,United States,Georgia,Atlanta,1
036C21A,United States,Oklahoma,Claremore,1
037K20A,United States,Oregon,Monmouth,1
038A21A,United States,New York,Albany,1
038A22A,United States,California,Long Beach,1
038A22A,United States,Florida,Williamsburg,1
038A22A,United States,Oregon,Heppner,1
039A21A,United States,Illinois,Aurora,1
039F21A,United States,California,Long Beach,1
039F21A,United States,Florida,Williamsburg,1
040B21A,Croatia,Istria County,(not set),1
040B21A,United States,California,Chico,1
04121A,Canada,Ontario,Toronto,1
04121A,Netherlands,South Holland,The Hague,1
041B21A,United States,California,Visalia,1
042621A,Germany,North Rhine-Westphalia,Munster,1
042A211A,United States,Texas,Dallas,1
042A21A,United States,Virginia,Fredericksburg,1
042A2IA,United States,Texas,Dallas,1
042AZIA,United States,Texas,Dallas,1
042G21A,Germany,Baden-Wurttemberg,Bad Mergentheim,1
042G21A,Germany,Bavaria,Augsburg,1
043D21A,Romania,Cluj County,Cluj-Napoca,1
045B21A,United States,New York,New York,1
045D21A,Canada,British Columbia,Vancouver,1
045L21A,United States,California,San Jose,1
048A21A,Italy,Sicily,Catania,1
048C21A,United States,Washington,Kirkland,1
050C21A,United States,New York,New York,1
051822A,United States,Texas,Dallas,1
051F21A,United States,Florida,(not set),1
052C21A,Canada,British Columbia,Surrey,1
052C21A,Romania,Cluj County,Cluj-Napoca,1
055A22A,United States,Texas,Dallas,1
059E21A,United States,New York,New York,1
059E21A,United States,Oklahoma,Claremore,1
063H21A,Canada,Ontario,Toronto,1
065F21A,United States,New York,Syracuse,1
067H21A,United States,Indiana,New Castle,1
067H21A,United States,New York,New York,1
070H21A,United States,Texas,Atascocita,1
078C21A,United States,New York,New York,1
078C21A,United States,Virginia,Ashburn,1
084J21A,Puerto Rico,San Juan,San Juan,1
088D21A,United States,Nebraska,Hastings,1
088D21A,United States,New York,Plattsburgh,1
091D21A,United States,Virginia,Ashburn,1
091F21A,France,Centre-Val de Loire,Fay-aux-Loges,1
093D21A,Canada,British Columbia,Burnaby,1
1111-20-FF2590,United States,Florida,Miami,1
1111-FG3527,Serbia,(not set),Belgrade,1
1234,Canada,Ontario,Nipigon,1
123456,Ghana,Greater Accra Region,Accra,1
1808609,United States,Kentucky,West Liberty,1
1816022,United States,Virginia,Ashburn,1
1820095,Mexico,Mexico City,Mexico City,1
1820095,United States,Florida,Miami,1
1822011,United States,Texas,Dallas,1
1855835,United Kingdom,Scotland,Dunfermline,1
1C007A,Germany,North Rhine-Westphalia,Cologne,1
1C007A,Germany,North Rhine-Westphalia,Dortmund,1
1C007A,Germany,Saxony,Leipzig,1
1C008A,Germany,Bavaria,Rosenheim,1
1C008A,Germany,North Rhine-Westphalia,Bielefeld,1
1C009A,Germany,Baden-Wurttemberg,Fellbach,1
1C009A,Germany,Bavaria,Hallerndorf,1
1C009A,Germany,Hessen,Frankfurt,1
1C009A,Germany,North Rhine-Westphalia,Witten,1
1C011A,Germany,Baden-Wurttemberg,Bad Mergentheim,1
1C011A,Germany,Hessen,Frankenberg (Eder),1
1D012A,Germany,Lower Saxony,Peine,1
1D012A,Germany,Schleswig-Holstein,Itzehoe,1
1D013A,Germany,Schleswig-Holstein,(not set),1
1D013A,Germany,Schleswig-Holstein,Itzehoe,1
1D014A,Australia,South Australia,City of Salisbury,1
1D014A,Germany,Bavaria,Augsburg,1
1D014A,Germany,Saxony,Leipzig,1
1D014A,Germany,Schleswig-Holstein,Itzehoe,1
1D015A,Germany,Saxony,Leipzig,1
1D015A,Germany,Schleswig-Holstein,Itzehoe,1
1D017A,Germany,Brandenburg,Luckenwalde,1
1D018A,Germany,Hessen,Frankfurt,1
1D018A,Germany,Schleswig-Holstein,Norderstedt,1
1D020A,Germany,North Rhine-Westphalia,Dortmund,1
1E021A,Germany,Hessen,Fernwald,1
1E021A,Germany,Hessen,Frankfurt,1
1E021A,Germany,Saxony,Leipzig,1
1E021A,Germany,Schleswig-Holstein,Bad Oldesloe,1
1E023-1A,Germany,Schleswig-Holstein,Bad Oldesloe,1
1E028A,Germany,Baden-Wurttemberg,Bad Mergentheim,1
1E028A,Germany,Hessen,Baunatal,1
1E028A,Germany,North Rhine-Westphalia,Borchen,1
1E029A,Australia,South Australia,City of Salisbury,1
1E029A,France,Ile-de-France,Paris,1
1E029A,Germany,Bavaria,Amberg,1
1F030A,France,Hauts-de-France,62170,1
