# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230930-20230930
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,4797,Grand total
#EL9265,United States,Missouri,St. Louis,1
#EP6955,United States,Mississippi,Jackson,1
#EW0187,United States,California,Etna,1
#XD974,Germany,Hessen,Bad Homburg,1
(not set),Brazil,State of Sao Paulo,Jundiai,1
(not set),Canada,Manitoba,Brandon,1
(not set),Canada,New Brunswick,Bathurst,1
(not set),Canada,Ontario,Enniskillen,1
(not set),Canada,Quebec,Laval,1
(not set),Canada,Quebec,Roberval,1
(not set),Germany,Brandenburg,Brandenburg,1
(not set),Germany,Hessen,Limburg,1
(not set),Germany,Thuringia,Eisenach,1
(not set),Poland,Kuyavian-Pomeranian Voivodeship,Bydgoszcz,1
(not set),Sweden,Varmland County,Arjang,1
(not set),United States,California,Barstow,1
(not set),United States,California,Fresno,1
(not set),United States,Kansas,Clearwater,1
(not set),United States,Massachusetts,Leominster,1
(not set),United States,Ohio,Waverly,1
(not set),United States,Oregon,Brookings,1
(not set),United States,Pennsylvania,Corry,1
(not set),United States,Texas,Meridian,1
000004A 19/03/2,Germany,Baden-Wurttemberg,Tubingen,1
0000141A,Germany,North Rhine-Westphalia,Heinsberg,1
000021A,Germany,Bavaria,Rosenheim,1
000058A,Germany,Bavaria,Munich,1
000060A,Italy,Veneto,Lancenigo,1
000080A,France,Ile-de-France,Paris,1
000086A,Germany,Rhineland-Palatinate,Ludwigshafen,1
000110A,Germany,Baden-Wurttemberg,Stuttgart,1
000114A,Germany,Thuringia,Saalfeld,1
000128A,United States,Pennsylvania,Rutherford,1
000130A,Germany,Bavaria,Augsburg,1
000130A,Germany,Lower Saxony,Oldenburg,1
000136A,Germany,Bavaria,Landsberg am Lech,1
000141A,Germany,North Rhine-Westphalia,Heinsberg,1
000144A,United States,Pennsylvania,Rutherford,1
000190A,Poland,Masovian Voivodeship,Warsaw,1
000214A,Germany,Baden-Wurttemberg,Tubingen,1
000214A,Germany,Bavaria,Rosenheim,1
000261A,United States,California,Barstow,1
004M21A,United States,New York,New York,1
007C21A,United States,New York,New York,1
007M20A,United States,Wisconsin,(not set),1
011A21A,United States,California,Campbell,1
011J20A,United Arab Emirates,Dubai,Dubai,1
011J20A,United States,California,Julian,1
011L20A,United States,Maryland,Baltimore,1
013H22A,United States,Virginia,Suffolk,1
013LZ0A,United States,New Jersey,(not set),1
014C21A,United States,Florida,Key Largo,1
016821A,Australia,Victoria,Melbourne,1
016B21A,Australia,Victoria,Melbourne,1
016B21A,Croatia,Istria County,Pula,1
016B21A,Czechia,Olomouc Region,Olomouc,1
017B21A,United States,Illinois,Yorkville,1
017C21A,United States,Illinois,Yorkville,1
017G21A,Italy,Lombardy,Milan,1
019B21A,United States,Washington,Edmonds,1
01SM20A,United States,New Jersey,(not set),1
021B21A,United States,Florida,Davie,1
023H22A,United States,Illinois,Granite City,1
026A21A,United States,Georgia,Homerville,1
027A21A,United States,California,Campbell,1
027A21A,United States,Texas,Fort Worth,1
027A21A,United States,Wisconsin,(not set),1
028L20A,United Arab Emirates,Dubai,Dubai,1
029K20A,United States,Maryland,Baltimore,1
030M20A,United States,Texas,Dallas,1
031M20A,United States,Georgia,Homerville,1
032B21A,United States,New York,New York,1
032H21A,United States,Georgia,Homerville,1
036A21A,United States,New York,New York,1
036B21A,United States,North Carolina,Burlington,1
036C21A,United States,Illinois,Chicago,1
037A21B,United States,Connecticut,Hartford,1
037B21A,United States,Tennessee,Madisonville,1
038A21A,United States,New York,New York,1
039K20A,United States,California,Campbell,1
039K20A,United States,Florida,Miami,1
041L20A,United States,California,San Luis Obispo,1
042B21A,United States,Illinois,Chicago,1
042G21A,Germany,Mecklenburg-Vorpommern,Schwerin,1
043A21A,United States,North Carolina,Franklin,1
045C21A,United States,Virginia,Ashburn,1
048L21A,United States,Arkansas,Russellville,1
048LL21A,United States,Arkansas,Russellville,1
048LZ1A,United States,Arkansas,Russellville,1
052C21A,Canada,Ontario,Toronto,1
058H21A,United States,Illinois,Chicago,1
058H21A,United States,New York,New York,1
066D21A,United States,Indiana,Fort Wayne,1
066H21A,United States,Virginia,Suffolk,1
067F21A,United States,Ohio,Waverly,1
067H21A,Chile,Araucania,Victoria,1
067H21A-MODERNA,Chile,Araucania,Victoria,1
083B22A,United States,Arkansas,Russellville,1
092D21A,Canada,Quebec,Montreal,1
092F21A,Germany,Bavaria,Furth im Wald,1
092F21A,Germany,North Rhine-Westphalia,Bruggen,1
092F21A,Germany,Rhineland-Palatinate,(not set),1
10XE423240,Germany,Baden-Wurttemberg,Karlsruhe,1
1110-20-037B21A,United States,Tennessee,Madisonville,1
1111-20-ER8734,United States,California,Campbell,1
1111-20-ER8735,United States,California,Campbell,1
1111-20-FC3184,United States,South Carolina,Pickens,1
1111-20-FD0810,Canada,Nova Scotia,Halifax Regional Municipality,1
1119349007,Germany,Baden-Wurttemberg,Ravensburg,1
1234,Germany,Berlin,Berlin,1
144,United States,Pennsylvania,Rutherford,1
1805020,United States,Oklahoma,Marietta,1
1805020,United States,Oregon,La Grande,1
1805022,United States,Oklahoma,Marietta,1
1805029,United States,Oklahoma,Marietta,1
1805031,United States,Oklahoma,Marietta,1
1820096,Mexico,Mexico City,Mexico City,1
1C009A,Germany,North Rhine-Westphalia,(not set),1
1C009A,Germany,Schleswig-Holstein,(not set),1
1C011A,Germany,Hessen,Frankfurt,1
1D013A,Germany,Baden-Wurttemberg,Sinsheim,1
1D013A,Germany,Saxony,Bautzen,1
1D015A,Germany,Bavaria,Nuremberg,1
1D015A,Germany,North Rhine-Westphalia,Euskirchen,1
1D017A,Germany,Lower Saxony,Seesen,1
1D018A,Germany,Hessen,Frankfurt,1
1D018A,Germany,Saxony,Freiberg,1
1D020A,Germany,Baden-Wurttemberg,Sinsheim,1
1D020A,Germany,Hessen,Frankfurt,1
1D020A,Germany,Lower Saxony,Seesen,1
1D020A,Germany,Rhineland-Palatinate,Andernach,1
1D020A,Germany,Rhineland-Palatinate,Ludwigshafen,1
1D020A,Germany,Saxony-Anhalt,Magdeburg,1
1E021A,Germany,North Rhine-Westphalia,Cologne,1
1E024A,Germany,Brandenburg,Strausberg,1
1E026A,Germany,Berlin,Berlin,1
1E026A,Germany,Saxony,(not set),1
1E028A,Germany,Berlin,Berlin,1
1F030A,Germany,Hessen,Frankfurt,1
1F1009A,Italy,Calabria,Crotone,1
1F1010A,France,Grand Est,Colmar,1
1F1010A,Germany,Hessen,Frankfurt,1
1F1021A,Germany,Schleswig-Holstein,(not set),1
1F1022A,Germany,(not set),(not set),1
1F1022A,Germany,Bavaria,(not set),1
1F1022A,Germany,Bavaria,Cham,1
1F1022A,Germany,North Rhine-Westphalia,Dusseldorf,1
1F1023A,Germany,Lower Saxony,Garbsen,1
1F1023A,Germany,North Rhine-Westphalia,Porta Westfalica,1
1F1027A,Germany,North Rhine-Westphalia,Cologne,1
1F1042A,Germany,Lower Saxony,Meppen,1
1F1052A,Germany,North Rhine-Westphalia,Porta Westfalica,1
1H048A,Germany,Brandenburg,Strausberg,1
1HO48A,Germany,Baden-Wurttemberg,Eberbach,1
202A21A,United States,Arizona,Phoenix,1
210163,Germany,(not set),(not set),1
212C21A,Germany,Lower Saxony,Oldenburg,1
214003,Germany,Bavaria,Kitzingen,1
214007,Germany,Bavaria,Kitzingen,1
214007,Germany,Mecklenburg-Vorpommern,Schwerin,1
214008,Germany,Bavaria,Kitzingen,1
214008,Germany,North Rhine-Westphalia,Recklinghausen,1
214008,Germany,Rhineland-Palatinate,Ludwigshafen,1
216040,Belgium,Brussels,Brussels,1
216044,Germany,Baden-Wurttemberg,Mannheim,1
21C11-01,Germany,Baden-Wurttemberg,Stuttgart,1
21C16-01,Germany,Lower Saxony,Goslar,1
21C1705,Poland,Silesian Voivodeship,Rybnik,1
