# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231105-20231106
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,10186,Grand total
#EN6203,United States,California,Burbank,1
#ER8731,United States,Nevada,(not set),1
#ER8731,United States,Washington,Sequim,1
#XD974,Poland,Greater Poland Voivodeship,Poznan,1
(not set),Canada,Ontario,Brampton,1
(not set),Canada,Quebec,Sainte-Adele,1
(not set),Germany,Baden-Wurttemberg,Bad Mergentheim,1
(not set),Germany,Baden-Wurttemberg,Ludwigsburg,1
(not set),Germany,Baden-Wurttemberg,Waldshut-Tiengen,1
(not set),Germany,Lower Saxony,Bassum,1
(not set),Mexico,Zacatecas,Fresnillo,1
(not set),United States,Alaska,Sitka,1
(not set),United States,California,Woodlake,1
(not set),United States,Idaho,Soda Springs,1
(not set),United States,Illinois,Lombard,1
(not set),United States,Indiana,Fort Wayne,1
(not set),United States,Indiana,Versailles,1
(not set),United States,Indiana,Vincennes,1
(not set),United States,Iowa,Perry,1
(not set),United States,Michigan,Pellston,1
(not set),United States,Minnesota,Shoreview,1
(not set),United States,Montana,Whitefish,1
(not set),United States,New York,Auburn,1
(not set),United States,New York,Buffalo,1
(not set),United States,New York,Old Forge,1
(not set),United States,North Carolina,Asheville,1
(not set),United States,Ohio,Bowling Green,1
(not set),United States,Ohio,Marysville,1
(not set),United States,Oregon,Heppner,1
(not set),United States,Texas,Castroville,1
(not set),United States,Texas,Dalhart,1
(not set),United States,Utah,Ephraim,1
000004A,Germany,Hessen,Frankfurt,1
000014A,Germany,Hessen,Frankfurt,1
000014A,United States,Tennessee,Smyrna,1
000022A,Germany,Hessen,Frankfurt,1
000022A,United Kingdom,England,Manchester,1
000027BA,Spain,Community of Madrid,Madrid,1
000054A,Germany,Baden-Wurttemberg,Tubingen,1
000057A,Germany,Hessen,Frankfurt,1
000073A,Germany,Baden-Wurttemberg,Bad Mergentheim,1
000075A,Germany,Hessen,Frankfurt,1
000076A,Germany,Hessen,Frankfurt,1
000081A,Germany,Hessen,Frankfurt,1
000088A,Germany,Hessen,Frankfurt,1
000123A,Germany,North Rhine-Westphalia,Cologne,1
000123A,United States,Texas,Amarillo,1
000125A,Netherlands,(not set),(not set),1
000130A,Germany,Mecklenburg-Vorpommern,Parchim,1
000130A,Germany,North Rhine-Westphalia,Cologne,1
000277A,Japan,Saitama,Saitama,1
0004M20A,United States,Ohio,Kirtland,1
0011J20A,United States,Alaska,Delta Junction,1
001B21A,United States,California,Los Altos Hills,1
001B21A,United States,New York,New York,1
001B21A,United States,North Carolina,Rocky Mount,1
001C21A,United States,California,San Francisco,1
002021A,United States,Georgia,Atlanta,1
0021221A,United States,New York,LaFayette,1
002A21A,United States,New York,New York,1
002CZ1A,United States,New York,New York,1
002F21A,Germany,North Rhine-Westphalia,Winterberg,1
002M21A,United States,Minnesota,Albert Lea,1
0044A21A,Austria,(not set),(not set),1
005C21A,United States,Michigan,Fair Plain,1
005M21A-MODERNA,United States,New Hampshire,Manchester,1
006B21A,United States,Michigan,Fair Plain,1
006B21A,United States,Texas,Allen,1
007B21A,United States,New York,New York,1
007C21A,United States,Texas,Dallas,1
007C21B,United States,North Carolina,Rocky Mount,1
007H21A,Philippines,Metro Manila,Pasig,1
007M20A,United States,Colorado,(not set),1
007M20A,United States,New York,New York,1
007MZOA,United States,Colorado,(not set),1
008B2121A,Germany,Hessen,Frankfurt,1
008B21A,United States,Texas,Allen,1
010MZ0A,United States,Idaho,Nampa,1
011A21A,United States,California,Los Altos Hills,1
012F21A,United States,California,Garden Grove,1
012L20A,United States,Pennsylvania,Lebanon,1
012M20A,United States,Louisiana,Jena,1
013626A,Germany,Bremen,Bremen,1
013L02A,United States,Louisiana,New Orleans,1
013M20A,Austria,(not set),(not set),1
014822A,United States,Indiana,Georgetown,1
014C21A,United States,Virginia,Ashburn,1
016B21A,United States,Texas,Dallas,1
016M20A,United States,New Hampshire,Manchester,1
017F21A,United States,Georgia,Atlanta,1
017G21A,Italy,Apulia,Lecce,1
017G21A,Italy,Lazio,Rome,1
021C21A,United States,Hawaii,Kaunakakai,1
022021A,United States,Georgia,Atlanta,1
022D21A,Argentina,Santa Fe Province,Rosario,1
022M204,United States,California,San Rafael,1
022M20A,United States,California,San Rafael,1
022M2DA,United States,California,San Rafael,1
023H22A,United States,North Carolina,Charlotte,1
023M20A,United States,Indiana,La Porte,1
023M20A,United States,Texas,Dallas,1
024M20A,United States,Nebraska,(not set),1
025A2114,United States,New York,New York,1
025B21A,United States,Pennsylvania,Philadelphia,1
025C21A,United States,New York,New York,1
025J20A,United States,Georgia,Calhoun,1
025J20A,United States,Ohio,Bowling Green,1
025L20A,United States,Colorado,(not set),1
025L21B,United States,California,Los Angeles,1
025L21B,United States,Colorado,(not set),1
025LZ0A,United States,California,San Rafael,1
026B21A,United States,New York,New York,1
026C21A,United States,Texas,Dallas,1
026L21B,United States,Illinois,Chicago,1
027A21A,United States,Kansas,Hays,1
027E22A,United States,Minnesota,(not set),1
027E22A,United States,North Carolina,Rocky Mount,1
027L20A,United States,Texas,Houston,1
028L20A,United States,Louisiana,New Orleans,1
029L20A,United States,California,Los Angeles,1
02BL20A,United States,Michigan,Greenville,1
0307K20A,United States,Utah,American Fork,1
030G21A,Italy,Lombardy,Monza,1
030L2OA,United States,Utah,American Fork,1
030M2OA,United States,Texas,Allen,1
031B21A,United States,Michigan,Fair Plain,1
031B21A,United States,North Carolina,Charlotte,1
031F21A,United States,Montana,Bigfork,1
031M20,United States,Ohio,Kirtland,1
031M2OA,United States,Ohio,Kirtland,1
031MZOA,United States,Ohio,Kirtland,1
032B21A,United States,North Carolina,Oxford,1
032H20A,United States,New Hampshire,Manchester,1
032H21A,United States,Virginia,Ashburn,1
032L20A,United States,Indiana,La Porte,1
032M20A,United States,Virginia,Front Royal,1
034F21A,United States,California,Bakersfield,1
034F21A,United States,Georgia,Atlanta,1
037A21A,United States,South Carolina,Berea,1
037A21B,United States,New York,New York,1
037A21B,United States,Virginia,Arlington,1
037B21A,United States,California,Wasco,1
038021A,United States,California,Los Angeles,1
038A21A,United States,North Carolina,Oxford,1
039821A,United States,North Carolina,Charlotte,1
039B21A,United States,New York,New York,1
039K20A,United States,Ohio,Frankfort,1
03L20A,United States,Louisiana,New Orleans,1
040A21A,United States,California,(not set),1
040A21A,United States,Colorado,Denver,1
040A21A,United States,Nebraska,(not set),1
041A21A,United States,Massachusetts,Amherst,1
041B21A,United States,Idaho,Plummer,1
041L20A,United States,Montana,Bigfork,1
041L2OA,United States,Montana,Bigfork,1
041LZ0A,United States,Montana,Bigfork,1
041LZOA,United States,Montana,Bigfork,1
042121A,Germany,Hessen,Frankfurt,1
043120A,United States,California,San Jose,1
0431A21A,United States,California,San Jose,1
04321A,Sweden,Jonkoping County,Jonkoping,1
04321A,United States,California,San Jose,1
04321A,United States,Texas,Amarillo,1
043220A,Sweden,Jonkoping County,Jonkoping,1
043A21A,United States,California,San Jose,1
043A21A,United States,Michigan,(not set),1
043A21A,United States,Texas,Dallas,1
043B21A,United States,Michigan,Fair Plain,1
043B21A,United States,Pennsylvania,Philadelphia,1
044A21A,Austria,(not set),(not set),1
044A21A,United States,California,Coalinga,1
044A21A,United States,California,Needles,1
044A21A,United States,Idaho,Lewiston,1
044D21A,Canada,Ontario,Toronto,1
0451321A,United States,South Carolina,Berea,1
045321A,United States,New York,Levittown,1
045B21A,United States,Virginia,Arlington,1
045D21A,Canada,Alberta,(not set),1
045J21A,United States,Vermont,Rutland,1
046G21A,Philippines,Metro Manila,Pasig,1
047A21A,United States,Pennsylvania,Lebanon,1
048L21A,United States,Arkansas,Russellville,1
052C21A,Canada,Ontario,Toronto,1
059E21A,United States,California,Bakersfield,1
062G20A,United States,Virginia,Ashburn,1
062H21A,Canada,Ontario,Toronto,1
062H21A,Canada,Quebec,Beloeil,1
068H21A,United States,Kansas,Hays,1
068H21A-MODERNA,United States,Kansas,Hays,1
070H21A,United States,Michigan,Fair Plain,1
070H21A,United States,Texas,Fort Worth,1
078C21A,United States,New York,New York,1
083J21A,United States,Arkansas,Russellville,1
083J21A,United States,Maryland,Rockville,1
092D21A,Canada,Quebec,(not set),1
092F21A,Spain,Community of Madrid,Madrid,1
