# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231008-20231012
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,21730,Grand total
#004M20A,Netherlands,(not set),(not set),1
#039K20A,Netherlands,(not set),(not set),1
#041A21A,United States,Pennsylvania,Shamokin,1
#EN6198,United States,California,West Sacramento,1
#EN6198,United States,Florida,Davenport,1
#EN6204,United States,Connecticut,Watertown,1
#ER2613,United States,California,Cupertino,1
#ER8731,United States,New Jersey,Holland Township,1
#XD974,Germany,Hessen,Frankfurt,1
(not set),Australia,Queensland,Gladstone,1
(not set),Canada,British Columbia,Prince George,1
(not set),Canada,British Columbia,Salmon Arm,1
(not set),Canada,Ontario,Arnprior,1
(not set),Canada,Prince Edward Island,Charlottetown,1
(not set),Egypt,Cairo Governorate,Cairo,1
(not set),Germany,Thuringia,Neuhaus am Rennweg,1
(not set),Portugal,Madeira,Funchal,1
(not set),United States,Alabama,Florence,1
(not set),United States,Arkansas,Cabot,1
(not set),United States,California,Etna,1
(not set),United States,Florida,Davenport,1
(not set),United States,Florida,Daytona Beach,1
(not set),United States,Florida,Niceville,1
(not set),United States,Georgia,Homerville,1
(not set),United States,Idaho,Bonners Ferry,1
(not set),United States,Indiana,French Lick,1
(not set),United States,Indiana,Wabash,1
(not set),United States,Kentucky,Jackson,1
(not set),United States,Massachusetts,Fitchburg,1
(not set),United States,Michigan,Grayling,1
(not set),United States,Michigan,Mesick,1
(not set),United States,Michigan,Munising,1
(not set),United States,Missouri,Caruthersville,1
(not set),United States,Nevada,Eureka,1
(not set),United States,North Carolina,Huntersville,1
(not set),United States,Oklahoma,Elk City,1
(not set),United States,Oregon,Reedsport,1
(not set),United States,Pennsylvania,Erie,1
(not set),United States,Pennsylvania,Slippery Rock,1
(not set),United States,Rhode Island,Woonsocket,1
(not set),United States,Texas,Bowie,1
(not set),United States,Texas,Dilley,1
(not set),United States,Texas,Eastland,1
(not set),United States,Washington,Friday Harbor,1
(not set),United States,West Virginia,Morgantown,1
00/A2/A,Germany,Baden-Wurttemberg,Tubingen,1
000001A,Germany,Hamburg,Hamburg,1
000014A,Italy,Liguria,Genoa,1
000014A,United States,(not set),(not set),1
000014A,United States,Washington,Napavine,1
000022A,United States,(not set),(not set),1
000030A,Italy,Tuscany,Florence,1
000033A,Italy,Lombardy,Meda,1
000033A,Italy,Lombardy,Milan,1
000036A,United States,(not set),(not set),1
000060A,Australia,Victoria,Melbourne,1
000060A,Italy,Lombardy,Gallarate,1
000060A,Italy,Piedmont,Vercelli,1
000075A,United States,(not set),(not set),1
000076A,United States,(not set),(not set),1
000077A,Germany,Saxony,Meissen,1
000086A,Germany,Baden-Wurttemberg,Calw,1
000086A,Germany,Saarland,Neunkirchen,1
000086A,Switzerland,Ticino,Lugano,1
000087A,Germany,Baden-Wurttemberg,Calw,1
000087A,Germany,Lower Saxony,Stolzenau,1
000087A,Germany,Rhineland-Palatinate,Koblenz,1
000087A,Germany,Saxony-Anhalt,38899,1
000087A,Netherlands,(not set),(not set),1
000088A,United States,(not set),(not set),1
000095A,Spain,Andalusia,Seville,1
000110A,Germany,Baden-Wurttemberg,Ludwigsburg,1
000110A,Germany,Bavaria,(not set),1
000110A,Germany,Rhineland-Palatinate,Landau,1
000114A,Germany,Baden-Wurttemberg,Karlsruhe,1
000114A,Germany,Lower Saxony,Varel,1
000114A,Germany,North Rhine-Westphalia,(not set),1
000120A,Germany,Saarland,Neunkirchen,1
000121A,Netherlands,South Holland,(not set),1
000123A,Germany,Hamburg,Hamburg,1
000123A,United Kingdom,England,Ashford,1
000123A,United Kingdom,England,Grays,1
000124A,Germany,Schleswig-Holstein,Itzehoe,1
000125A,Germany,Schleswig-Holstein,Kiel,1
000128A,Germany,North Rhine-Westphalia,Dusseldorf,1
000130A,Germany,Schleswig-Holstein,Norderstedt,1
000132A,Germany,Baden-Wurttemberg,Karlsruhe,1
000132A,Switzerland,Ticino,Lugano,1
000133A,United States,(not set),(not set),1
000135A,Germany,Lower Saxony,Cuxhaven,1
000137A,Germany,Bavaria,Ansbach,1
000137A,Germany,Thuringia,Erfurt,1
000140A,Germany,Bavaria,(not set),1
000178A,Netherlands,North Holland,Haarlem,1
000190A,Belgium,Flanders,Antwerp,1
000190A,United Kingdom,England,Grimsby,1
000211A,Germany,Baden-Wurttemberg,Tubingen,1
000247ABS,Germany,Baden-Wurttemberg,Tubingen,1
000260A,Japan,Nara,Nara,1
000261A,Japan,Nara,Nara,1
0004M20A,Germany,Baden-Wurttemberg,Tubingen,1
001A21A,United States,Massachusetts,Boston,1
001C21A,Puerto Rico,San Juan,San Juan,1
0021221A,Germany,Bavaria,Penzberg,1
002A211A,United States,Georgia,Buchanan,1
002B21A,United States,Georgia,Americus,1
002B21A,United States,Pennsylvania,Wayne,1
002C21A,United States,Nebraska,Grand Island,1
002C21A,United States,Pennsylvania,(not set),1
002C21A,United States,Pennsylvania,Shamokin,1
002F21A,United States,Connecticut,Manchester,1
003A21A,United States,Georgia,Atlanta,1
003A21A,United States,Georgia,Conyers,1
003B21A,United States,Texas,Dallas,1
004D21A,United States,Arizona,Phoenix,1
004F21A,Puerto Rico,San Juan,San Juan,1
004M20A,United States,Tennessee,Lenoir City,1
005M21A-MODERNA,United States,Massachusetts,Boston,1
006C21A,United States,Minnesota,Fosston,1
006M20A,United States,Massachusetts,Wilmington,1
006O21A,United States,Texas,Palestine,1
007B21A,United States,Illinois,Chicago,1
007B21A,United States,Louisiana,Pineville,1
007D21A,Puerto Rico,San Juan,San Juan,1
007M20A,United States,Georgia,Buchanan,1
008B212A,United States,Texas,Van Horn,1
008B21A,United States,Indiana,New Castle,1
008C21A,United States,Tennessee,Fayetteville,1
010A21A,United States,Indiana,New Castle,1
010A21A,United States,Virginia,Spotsylvania Courthouse,1
010M20A,United States,Florida,Orlando,1
010M20A,United States,Louisiana,Pineville,1
010M20A,United States,New York,New York,1
010M2DA,United States,New York,New York,1
011A21A,Canada,Quebec,(not set),1
011A21A,United States,Florida,Melbourne Beach,1
011A21A,United States,Michigan,Grayling,1
011A21A,United States,North Carolina,Rockingham,1
011D21A,United States,Massachusetts,Wilmington,1
011F21A,United States,Missouri,Lamar,1
011H22A,United States,Michigan,Allen Park,1
011L20A,United States,Pennsylvania,Wayne,1
011L20A,United States,Texas,Wyldwood,1
011M20A,United States,Tennessee,Carthage,1
011M20A,United States,Texas,Georgetown,1
012A21A,United States,New York,New York,1
012B21A,United States,Louisiana,Tallulah,1
012F21A,United States,Virginia,Front Royal,1
012H1B,Australia,New South Wales,Sydney,1
012H1B,Belgium,Flanders,Meeuwen-Gruitrode,1
