# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231228-20231230
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,10570,Grand total
#025J20A,United States,Florida,Jacksonville,1
#041A21A,United States,New York,Windsor,1
#EN5318,United States,Ohio,Avon,1
#ER8731,United States,Texas,Dallas,1
(not set),Canada,Ontario,(not set),1
(not set),Canada,Ontario,Cornwall,1
(not set),Japan,Okayama,Tsuyama,1
(not set),Sweden,Vasterbotten County,(not set),1
(not set),United Kingdom,England,Nottingham,1
(not set),United States,Connecticut,New Milford,1
(not set),United States,Florida,Havana,1
(not set),United States,Georgia,Dalton,1
(not set),United States,Kansas,Council Grove,1
(not set),United States,Michigan,Onaway,1
(not set),United States,Mississippi,Pascagoula,1
(not set),United States,Missouri,Rogersville,1
(not set),United States,North Carolina,Franklin,1
(not set),United States,North Carolina,Roxboro,1
(not set),United States,Ohio,Reynoldsburg,1
(not set),United States,Tennessee,Crossville,1
(not set),United States,Texas,Honey Grove,1
(not set),United States,Washington,Olympia,1
(not set),United States,West Virginia,Lost City,1
000014A,United Kingdom,England,Sheffield,1
000020A,Germany,Baden-Wurttemberg,Tubingen,1
000033BA,Italy,Veneto,Venice,1
000040A,Germany,Baden-Wurttemberg,Tubingen,1
000049A,Japan,Tokyo,(not set),1
000054A,Germany,Baden-Wurttemberg,Tubingen,1
000057A,Belgium,Flanders,Leopoldsburg,1
000121ABS,Netherlands,North Brabant,'s-Hertogenbosch,1
000124A,United Kingdom,England,Norwich,1
000128A,Germany,Saxony,Zittau,1
000136A,Germany,Saxony,Zittau,1
000152A,Mauritius,Plaines Wilhems District,Vacoas-Phoenix,1
000155A,Mauritius,Plaines Wilhems District,Vacoas-Phoenix,1
000190A,Spain,Andalusia,Seville,1
00059A,Germany,Baden-Wurttemberg,Tubingen,1
000955XD,Germany,Baden-Wurttemberg,Tubingen,1
0011M20A,United States,Illinois,Chicago,1
001A21A,United States,California,Kingsburg,1
001A21A,United States,Florida,Orlando,1
001A21A,United States,Texas,Dallas,1
001B21A,United States,California,(not set),1
001CZ1A,United States,Texas,Austin,1
002B21A,United States,Georgia,Atlanta,1
003C21A,United States,Illinois,Chicago,1
003C21A,United States,Vermont,Hardwick,1
003F21A,United States,Washington,Seattle,1
003J212A,United States,Illinois,Chicago,1
