# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240420-20240422
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,10004,Grand total
,Canada,British Columbia,Trail,1
,Canada,Ontario,Kingsville,1
,Finland,Southwest Finland,Turku,1
,Finland,Uusimaa,Helsinki,1
,Germany,Bavaria,Landsberg am Lech,1
,Germany,Hessen,Kassel,1
,Germany,Saarland,Saarbrucken,1
,Germany,Saxony,Leipzig,1
,India,Punjab,Amritsar,1
,Iran,Tehran,Tehran,1
,Israel,Tel Aviv District,Tel Aviv-Yafo,1
,Japan,Saitama,Konosu,1
,Mexico,Baja California,Tijuana,1
,Switzerland,Solothurn,Olten,1
,United Kingdom,Wales,Cardiff,1
,United States,Alaska,,1
,United States,Arkansas,Brookland,1
,United States,California,Chicago Park,1
,United States,Florida,Daytona Beach,1
,United States,Georgia,Darien,1
,United States,Georgia,Eatonton,1
,United States,Georgia,Sylvania,1
,United States,Illinois,Harvard,1
,United States,Kansas,Smith Center,1
,United States,Massachusetts,Arlington,1
,United States,Mississippi,Raymond,1
,United States,Missouri,Brookfield,1
,United States,New York,Oswego,1
,United States,Pennsylvania,,1
,United States,Pennsylvania,State College,1
,United States,South Carolina,Laurens,1
,United States,Tennessee,LaFollette,1
,United States,Texas,Bastrop,1
,United States,Washington,Bridgeport,1
,United States,Washington,Lacey,1
,United States,Washington,Long Beach,1
#004M20A,United States,Texas,Hillsboro,1
#EN6204,United States,New York,Buffalo,1
#EP7534,United States,New York,New York,1
#ER8727,United States,New Mexico,Carlsbad,1
#EW0173,United States,California,Los Angeles,1
#FC3180,United States,Florida,(not set),1
(not set),Australia,South Australia,(not set),1
(not set),Canada,British Columbia,Hope,1
(not set),Canada,British Columbia,North Saanich,1
(not set),Canada,British Columbia,Prince George,1
(not set),Canada,Ontario,Mattawa,1
(not set),Canada,Quebec,Labelle,1
(not set),Germany,Hessen,Bensheim,1
(not set),Germany,Thuringia,Ilmenau,1
(not set),South Africa,Gauteng,Vereeniging,1
(not set),United Arab Emirates,Abu Dhabi,Abu Dhabi,1
(not set),United States,Arkansas,El Dorado,1
(not set),United States,Georgia,Cairo,1
(not set),United States,Illinois,Kankakee,1
(not set),United States,Missouri,Winona,1
(not set),United States,North Carolina,Plymouth,1
(not set),United States,Texas,Rusk,1
000006A,Germany,Baden-Wurttemberg,Tubingen,1
000014A,United Kingdom,England,Blackpool,1
000014A,United Kingdom,England,London,1
000022A,United Kingdom,England,(not set),1
000031A,Australia,South Australia,Adelaide,1
000057A,Japan,Shizuoka,Fuji,1
000087A,Germany,Baden-Wurttemberg,Rottenburg,1
000123A,United Kingdom,England,Norwich,1
000125A,Germany,Bavaria,Schwandorf,1
000140A,Germany,Hessen,Frankfurt,1
00059A,Germany,Baden-Wurttemberg,Tubingen,1
0026C21A,United States,Minnesota,Minneapolis,1
002C21A,United States,Michigan,Spring Arbor,1
002F21A,United States,Texas,Dallas,1
003821A,Italy,Lazio,Rome,1
0039B21A,United States,Indiana,Columbus,1
003C21A,United States,Florida,Oviedo,1
003H21A,United States,Georgia,Powder Springs,1
004M20A,United States,Illinois,Chicago,1
005C21A,United States,Pennsylvania,West Goshen,1
006B21A,United States,Indiana,Anderson,1
006B21A,United States,Oklahoma,Tulsa,1
006B21A,United States,Texas,Hewitt,1
006MZOA,United States,Texas,Manor,1
007J21-2A,United States,California,Los Angeles,1
008B21A,United States,Michigan,Spring Arbor,1
008B21A-2A,United States,Michigan,Spring Arbor,1
008G21A,Germany,North Rhine-Westphalia,Leverkusen,1
009C21A,United States,Indiana,Anderson,1
0112L0A,Mexico,Jalisco,Degollado,1
011D21A,United States,Maryland,Baltimore,1
011D21A,United States,Massachusetts,Boston,1
011F21A,United States,Texas,Dallas,1
011J20A,United States,Arizona,Scottsdale,1
011L20A,United States,Wisconsin,(not set),1
011M20A,United States,California,Lake Forest,1
011P21A,United States,Texas,Dallas,1
012L20A,Mexico,Coahuila,Piedras Negras,1
012L20A,United States,Texas,Hillsboro,1
012M20A,Australia,Victoria,Melbourne,1
012M20A,United States,Idaho,Nampa,1
012M20A,United States,New York,Canandaigua,1
012M2OA,United States,Illinois,Harvard,1
013L204,United States,West Virginia,Pineville,1
013L20A,United States,West Virginia,Pineville,1
013LZ0A,United States,West Virginia,Pineville,1
016B21A,Canada,Ontario,Ottawa,1
016B21A,United States,New York,Canajoharie,1
016BZ1A,United States,New York,Canajoharie,1
016C21A,Canada,Ontario,Ottawa,1
016C21A,United States,Florida,(not set),1
016C21A,United States,New York,Canajoharie,1
016C21A,United States,North Carolina,Mount Airy,1
016CZ1A,United States,New York,Canajoharie,1
017E21A,United States,Massachusetts,Boston,1
017G21A,Italy,Piedmont,Turin,1
017G21A,Italy,Veneto,Verona,1
018821A,United States,Missouri,Kansas City,1
020B211A,United States,Florida,(not set),1
020B21A,United States,Georgia,Homerville,1
021B21A,United States,Pennsylvania,Philadelphia,1
021B21A,United States,Pennsylvania,West Goshen,1
022J21A,United States,Maine,Charleston,1
022J21A,United States,Massachusetts,Boston,1
022M20A,United States,Missouri,Odessa,1
022M2OA,United States,Illinois,Chicago,1
023C21A,United States,California,Chicago Park,1
023C21A,United States,California,Los Angeles,1
023M20A,United States,Connecticut,Stamford,1
024M20A,United States,California,Long Beach,1
025L20A,United States,California,Los Angeles,1
025L20A,United States,Washington,East Wenatchee,1
026B21A,United States,California,Chicago Park,1
026L2OA,United States,Alabama,Birmingham,1
027H21B,United States,Massachusetts,Boston,1
027L20A,United States,California,Lake Forest,1
028A21A,Mexico,Nuevo Leon,Monterrey,1
028L20A,United States,Arizona,Scottsdale,1
028L20A,United States,Illinois,Chicago,1
029A21A,United States,Texas,Dallas,1
029L20A,United States,Ohio,Cincinnati,1
030H21B,United States,California,Chicago Park,1
030M20A,United States,Texas,Dallas,1
031L20A,United States,Florida,Niceville,1
032F21A,United States,Washington,,1
033821A,United States,Texas,Dallas,1
034721A,Italy,Piedmont,Boves,1
035C21A,United States,California,San Diego,1
036A21A,United States,North Carolina,(not set),1
036C21A,United States,Texas,Manor,1
037F21A,United States,Massachusetts,Boston,1
037K20A,United States,California,Long Beach,1
039F21A,United States,California,Long Beach,1
039K20A,Canada,Ontario,Ottawa,1
039K20A,United States,Ohio,Cincinnati,1
040B21A,United States,Texas,Hewitt,1
