# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240423-20240425
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,11138,Grand total
,Argentina,Buenos Aires Province,Lanus,1
,Argentina,Salta Province,Salta,1
,Australia,Queensland,,1
,Austria,Lower Austria,,1
,Canada,British Columbia,Cranbrook,1
,Germany,Baden-Wurttemberg,Waldkirch,1
,Germany,Bavaria,Ingolstadt,1
,Germany,Bavaria,Ruhstorf an der Rott,1
,Italy,Lombardy,,1
,Italy,Sicily,Caltanissetta,1
,Italy,Sicily,Catania,1
,Italy,Sicily,Palermo,1
,Mexico,Mexico City,Mexico City,1
,Mexico,State of Mexico,Naucalpan de Juarez,1
,Poland,Greater Poland Voivodeship,Swarzedz,1
,Suriname,,Paramaribo,1
,United Kingdom,England,Newcastle upon Tyne,1
,United States,Arizona,Tempe,1
,United States,Arizona,Yuma,1
,United States,California,San Francisco,1
,United States,Colorado,Brush,1
,United States,Illinois,Flora,1
,United States,Indiana,Bloomington,1
,United States,Indiana,Versailles,1
,United States,Iowa,Akron,1
,United States,Maryland,Chestertown,1
,United States,Michigan,Detroit,1
,United States,Minnesota,Baxter,1
,United States,Pennsylvania,East Norriton,1
,United States,Pennsylvania,Warminster,1
,United States,South Carolina,Ridgeville,1
,United States,Wisconsin,Portage,1
#EN6201,United States,California,San Francisco,1
#ER8731,United States,Texas,Sugar Land,1
(not set),Canada,Alberta,Drayton Valley,1
(not set),Chile,Santiago Metropolitan Region,(not set),1
(not set),Germany,Bavaria,Kitzingen,1
(not set),Germany,North Rhine-Westphalia,Senden,1
(not set),Italy,Sardinia,Cagliari,1
(not set),Italy,Sicily,Palermo,1
(not set),Mexico,Sonora,Navojoa,1
(not set),Netherlands,Drenthe,Coevorden,1
(not set),Sweden,Jonkoping County,(not set),1
(not set),United States,California,Mammoth Lakes,1
(not set),United States,Florida,North Port,1
(not set),United States,Georgia,Nashville,1
(not set),United States,Maryland,Easton,1
(not set),United States,Michigan,Marlette,1
(not set),United States,Missouri,Smithville,1
(not set),United States,North Carolina,New Bern,1
(not set),United States,Tennessee,Athens,1
(not set),United States,Virginia,Blackstone,1
(not set),United States,Wisconsin,Tomahawk,1
000022A,Germany,Baden-Wurttemberg,(not set),1
000029A,Germany,Baden-Wurttemberg,Kusterdingen,1
000029A,Germany,Baden-Wurttemberg,Tubingen,1
000063A,Australia,New South Wales,Sydney,1
000073A,Netherlands,North Holland,Purmerend,1
000075A,United Kingdom,England,London,1
000086A,Italy,Lombardy,Milan,1
000088A,United Kingdom,England,Loughborough,1
000105A,New Zealand,Manawatu-Whanganui,4810,1
000120A,Germany,Baden-Wurttemberg,Tubingen,1
000121A,United States,California,Sacramento,1
000123A,Vietnam,Ho Chi Minh City,Ho Chi Minh City,1
000125A,Germany,Bremen,Bremen,1
000241A,Japan,Ehime,Uwajima,1
000342A,Germany,Baden-Wurttemberg,(not set),1
000393A,United Kingdom,England,London,1
0006M20A,Germany,Baden-Wurttemberg,Tubingen,1
000955XD,Germany,Baden-Wurttemberg,Tubingen,1
001C21A,United States,Florida,Palm Harbor,1
0021221A,United Kingdom,England,Leicester,1
002B21A,United States,Massachusetts,Leominster,1
002M21A,United States,Michigan,Holland,1
003A21A,United States,Illinois,Crystal Lake,1
003B21A,United States,Washington,Marysville,1
003C21A,United States,Georgia,Brunswick,1
003C21A,United States,Illinois,Chicago,1
006D21A,United States,Alabama,Mobile,1
006D21A,United States,Florida,Fort Lauderdale,1
007C21A,United States,Illinois,Chicago,1
009C21A,United States,California,Los Angeles,1
011120A,United Kingdom,England,Leicester,1
011A21A,United States,Alabama,Bay Minette,1
011A21A,United States,California,Sacramento,1
011D21A,United States,Illinois,Chicago,1
011J20A,United States,Indiana,Paoli,1
011J2OA,United States,Indiana,Paoli,1
011L20A,United States,Nevada,Las Vegas,1
012220A,Vietnam,Ho Chi Minh City,Ho Chi Minh City,1
012620A,United States,New York,New York,1
012A21A,United States,California,San Bernardino,1
012H21B-MODERNA,United States,Florida,Fort Lauderdale,1
012L20A,United States,South Carolina,Manning,1
012M20A,United States,Alabama,Bay Minette,1
012M20A,United States,Nevada,Las Vegas,1
013H21B,United States,California,Bakersfield,1
013L20A,Austria,Salzburg,Burmoos,1
013M20A,United States,Texas,Dallas,1
013M20A,United States,Washington,Wenatchee,1
013M2OA,United States,California,San Bernardino,1
013MZOA,United States,California,San Bernardino,1
015M20A,Peru,Lima Province,(not set),1
015M20A,United States,Florida,North Port,1
016B21A,United States,Illinois,Chicago,1
016B21A,United States,Ohio,Canton,1
016B21A,United States,Texas,Dallas,1
016C21A,Italy,Lazio,Rome,1
016E21A,Canada,British Columbia,Cordova Bay,1
016M20A,United States,North Carolina,Raleigh,1
017021A,Italy,Sicily,Catania,1
017B22A-MODERNA,Sweden,Vastmanland County,Vasteras,1
017E21A,United States,Alabama,Bay Minette,1
01921A,United States,California,Los Angeles,1
019B21A,Italy,Veneto,Padua,1
020621A,United States,New York,New York,1
020F21A,United States,Alabama,Mobile,1
021L20A,United States,California,Sacramento,1
0222M20A,United States,Tennessee,Athens,1
022D21A,Argentina,Buenos Aires Province,Pilar Centro,1
022M20A,United States,Alabama,Marion,1
022M20A,United States,Missouri,Smithville,1
023C21A,Italy,Veneto,Padua,1
023C21A,United States,Nevada,Ely,1
023C21A,United States,Washington,Marysville,1
025120A,United States,Ohio,Xenia,1
025C21A,United States,Texas,Dallas,1
025L20A,United States,Washington,Wenatchee,1
026A21A,United States,Indiana,Scottsburg,1
026C20A,United States,Illinois,Chicago,1
026L20A,Germany,Baden-Wurttemberg,Balingen,1
027B21A,United States,Texas,Houston,1
027C21A,United States,Virginia,Newport News,1
027E22A,United States,Oklahoma,Tulsa,1
027H21A,United States,Washington,Tacoma,1
029A21A,United States,New York,New York,1
031B21A,United States,Tennessee,Morristown,1
031L20A,United States,New York,New York,1
031M20A,United States,Georgia,Nashville,1
032B21A,United States,Indiana,Scottsburg,1
032F21A,United States,California,San Bernardino,1
032F21A,United States,Florida,North Port,1
032H21A,United States,New York,New York,1
0331211/1808980,Macao,(not set),Macau,1
033F21A,United States,New York,Carmel Hamlet,1
033H21A,United States,Washington,Tacoma,1
036821A,United States,Tennessee,Madisonville,1
036A21A,Peru,Lima Province,(not set),1
036B21A,United States,Texas,Houston,1
036C21A,Canada,Quebec,Piopolis,1
036C21A,United States,Texas,Dallas,1
037A21B,United States,Ohio,Mason,1
037A21B,United States,Texas,Dallas,1
037B21A,United States,Michigan,Holland,1
037F21A,United States,Alabama,Bay Minette,1
037F21A,United States,Minnesota,Ulen,1
037K20A,United States,California,Bakersfield,1
038B21A,United States,Illinois,Chicago,1
038K20A,United States,Illinois,Chicago,1
038K20A,United States,Illinois,Crystal Lake,1
0391321A,Colombia,Antioquia,Medellin,1
039C21A,Puerto Rico,San Juan,San Juan,1
039K20A,United States,New York,New York,1
039K20A,United States,Ohio,Port Clinton,1
04021A,United States,California,Albany,1
040821A,United States,Virginia,Newport News,1
040A21A,United States,Illinois,Chicago,1
040A21A,United States,Ohio,Canton,1
040A21A,United States,Washington,Marysville,1
040C21A,United States,Missouri,West Plains,1
041B21A,United States,Idaho,Nampa,1
041H22A,United States,Ohio,Strongsville,1
041J21A,United States,Ohio,Strongsville,1
042021A,United States,Georgia,Warner Robins,1
042A21A,United States,Michigan,(not set),1
042A21A,United States,Missouri,St. Louis,1
042A21A,United States,Texas,Houston,1
042B21-2A,United States,New York,New York,1
042G21A,Austria,Lower Austria,Bruck an der Leitha,1
043421A,United States,Missouri,Smithville,1
043A21A,Austria,Salzburg,Burmoos,1
043A21A,United States,Indiana,(not set),1
043A21A;,Germany,Baden-Wurttemberg,(not set),1
043L20A,United States,Alabama,Marion,1
044A21A,United States,New York,Carmel Hamlet,1
045121A,Macao,(not set),Macau,1
045521A,Peru,Lima Province,(not set),1
045B21A,United States,California,Los Angeles,1
046CZ1A,United States,Alabama,Birmingham,1
047A21A,United States,Tennessee,Madisonville,1
048C21A,United States,Texas,Dallas,1
048L21A,United States,Texas,Fort Worth,1
049A21A,United States,Ohio,Canton,1
049C21A,United States,Michigan,Monroe Charter Township,1
049C21A,United States,Pennsylvania,Nanticoke,1
049C21A,United States,South Carolina,Ridgeville,1
04B21A,United States,New Hampshire,Manchester,1
050C21A,United States,California,Los Angeles,1
050C21A,United States,Texas,Dallas,1
052C21A,Canada,British Columbia,Maple Ridge,1
052C21A,Canada,Ontario,Windsor,1
055A22A,Colombia,Bogota,Bogota,1
059E21A,Canada,Quebec,Piopolis,1
059E21A,United States,Ohio,Wauseon,1
059H21A,United States,Nevada,Las Vegas,1
060A22A,United States,Alabama,Birmingham,1
060H21A-MODERNA,United States,New York,Canandaigua,1
066D21A,United States,California,Carson,1
067C21A,United States,California,Los Angeles,1
081F21A,Canada,British Columbia,Vancouver,1
085D21A,Canada,Ontario,Atikokan,1
085D21A,Canada,Ontario,Windsor,1
088D,United States,South Carolina,Lake City,1
088D21A,United States,California,Carson,1
091D21A,United States,Texas,Dallas,1
092D21A,Canada,Ontario,Angus,1
092D21A,Canada,Ontario,Toronto,1
093F21A,Italy,Tuscany,Florence,1
10XD975240,Macao,(not set),Macau,1
1111-20-ER8735,United States,California,Santa Monica,1
1111-20-EW0182,United States,Florida,(not set),1
1111-20-FC3180,Canada,Quebec,Piopolis,1
1111-20-FC3183,United States,Arizona,Phoenix,1
122204,Vietnam,Ho Chi Minh City,Ho Chi Minh City,1
1234,Czechia,Zlin Region,Zlin,1
1234,Romania,Caras-Severin County,Caransebes,1
1234,United States,Georgia,Mountain Park,1
12345,United States,Georgia,Mountain Park,1
1805020,United States,Alabama,Birmingham,1
1806029,United States,Florida,Jensen Beach,1
1808982,United States,Texas,Dallas,1
1821287,United States,New York,New York,1
1822809,United States,Kansas,Emporia,1
1822811,United States,Nevada,Boulder City,1
1822811,United States,New York,New York,1
1822811,United States,North Carolina,Lumberton,1
1855194,United States,Michigan,(not set),1
1C006A,Germany,Brandenburg,Brandenburg,1
1C009A,Germany,Baden-Wurttemberg,(not set),1
1C009A,Germany,Baden-Wurttemberg,Freiburg im Breisgau,1
1C009A,Germany,Brandenburg,,1
1C009A,Germany,North Rhine-Westphalia,Rees,1
1D012A,Germany,Hessen,Frankfurt,1
1D012A,Germany,Saxony-Anhalt,Magdeburg,1
1D012A,Germany,Schleswig-Holstein,Norderstedt,1
1D013A,Germany,Lower Saxony,Barssel,1
1D013A,Germany,North Rhine-Westphalia,Dusseldorf,1
1D015A,Germany,Hessen,Frankfurt,1
1D018A,Germany,North Rhine-Westphalia,Bottrop,1
1D020A,Germany,Baden-Wurttemberg,,1
1D020A,Germany,Baden-Wurttemberg,Schorndorf,1
1D020A,Germany,Hessen,Frankfurt,1
1D020A,Germany,Schleswig-Holstein,Itzehoe,1
1DO15A,Germany,Lower Saxony,Uetze,1
1E021A,Germany,Berlin,Berlin,1
1E021A,Germany,Schleswig-Holstein,Norderstedt,1
1E021A,Hungary,Somogy County,8725,1
1E024A,Germany,Brandenburg,Erkner,1
1E025A,Germany,Schleswig-Holstein,Norderstedt,1
1E026A,Germany,North Rhine-Westphalia,Dusseldorf,1
1E028A,Serbia,,Belgrade,1
1E029A,Germany,Schleswig-Holstein,Norderstedt,1
1F030A,Hungary,Somogy County,8725,1
1F036A,Germany,Hamburg,Hamburg,1
1F036A,Germany,Hessen,Bad Nauheim,1
1F1004A,Croatia,City of Zagreb,Zagreb,1
1F1005A,Italy,Tuscany,Florence,1
1F1006A,France,Grand Est,(not set),1
1F1015A,Spain,Galicia,A Coruna,1
1F1017A,Spain,Community of Madrid,Madrid,1
1F1019A,United States,Pennsylvania,New Castle,1
1F1021A,Germany,Berlin,Berlin,1
1F1021A,Germany,North Rhine-Westphalia,Iserlohn,1
1F1021A,Germany,Schleswig-Holstein,(not set),1
1F1021A,Indonesia,West Java,41172,1
1F1022A,Germany,Lower Saxony,Luneburg,1
1F1022A,Germany,Lower Saxony,Uetze,1
1F1022A,Germany,Saxony,Grimma,1
1F1023A,Germany,Baden-Wurttemberg,(not set),1
1F1023A,Germany,Baden-Wurttemberg,Freiburg im Breisgau,1
1F1023A,Germany,Hessen,Rodermark,1
1F1024A,Germany,Brandenburg,Pritzwalk,1
1F1024A,Germany,Lower Saxony,Helmstedt,1
1F1024A,Germany,North Rhine-Westphalia,Bottrop,1
1F1027A,Germany,Lower Saxony,Friesoythe,1
1F1027A,Germany,Lower Saxony,Uetze,1
1F1027A,Germany,Saxony,Schwarzenberg,1
1F1030A,Austria,Lower Austria,(not set),1
1F1042A,Germany,Lower Saxony,Friesoythe,1
1F1052A,Germany,North Rhine-Westphalia,(not set),1
1F1052A,Germany,Schleswig-Holstein,(not set),1
1F1060A,Germany,Hessen,Rodermark,1
1G047A,France,Nouvelle-Aquitaine,Brive-la-Gaillarde,1
1H048A,Germany,Bavaria,Munich,1
1H048A,Germany,Bremen,Bremen,1
1H049A,Germany,Bavaria,Augsburg,1
1H049A,Germany,Bremen,Bremen,1
1K078A,Malaysia,Kelantan,Ketereh,1
1K078A,Malaysia,Kelantan,Machang,1
