# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231022-20231025
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,22105,Grand total
#039K20A,United States,Florida,Sarasota,1
#039K20A,United States,Ohio,Dayton,1
#041A21A,United States,Arizona,Catalina Foothills,1
#041A21A,United States,New Jersey,Edison,1
#046A21A,United States,Arizona,Catalina Foothills,1
#EL9269,United States,California,Thousand Oaks,1
#EN6198,United States,Virginia,Ashburn,1
#EN6202,United Kingdom,England,Bridlington,1
#EN6202,United Kingdom,England,London,1
#EN6204,United States,South Carolina,Hampton,1
#EP6955,United States,California,(not set),1
#EW0173,United States,Illinois,(not set),1
#EW0187,United States,Connecticut,Bloomfield,1
#FC3180,United States,Arizona,Phoenix,1
(not set),Australia,Queensland,Cairns,1
(not set),Canada,British Columbia,Powell River,1
(not set),Canada,British Columbia,Salmon Arm,1
(not set),Canada,British Columbia,Smithers,1
(not set),Canada,Nova Scotia,Bridgewater,1
(not set),Germany,Hessen,Bad Soden-Salmunster,1
(not set),Germany,Hessen,Hanau,1
(not set),Peru,Loreto,Iquitos,1
(not set),Spain,Aragon,Zaragoza,1
(not set),Sweden,Vasternorrland County,Kramfors,1
(not set),Switzerland,Schwyz,Schwyz,1
(not set),United States,Arkansas,Wynne,1
(not set),United States,California,Esparto,1
(not set),United States,California,Willows,1
(not set),United States,Florida,Palm Bay,1
(not set),United States,Georgia,Bainbridge,1
(not set),United States,Georgia,Sandersville,1
(not set),United States,Indiana,Bedford,1
(not set),United States,Indiana,Salem,1
(not set),United States,Kansas,Clearwater,1
(not set),United States,Louisiana,Bunkie,1
(not set),United States,Massachusetts,Greenfield,1
(not set),United States,Michigan,Caro,1
(not set),United States,Michigan,Whitehall,1
(not set),United States,Minnesota,Warren,1
(not set),United States,Missouri,Winona,1
(not set),United States,Nebraska,Fairbury,1
(not set),United States,New York,Canajoharie,1
(not set),United States,New York,Newburgh,1
(not set),United States,North Carolina,Mooresville,1
(not set),United States,North Carolina,Wilson,1
(not set),United States,Ohio,Coshocton,1
(not set),United States,Ohio,Paulding,1
(not set),United States,Ohio,Troy,1
(not set),United States,South Carolina,Isle of Palms,1
(not set),United States,South Carolina,Murrells Inlet,1
(not set),United States,South Dakota,Hot Springs,1
(not set),United States,Tennessee,Chattanooga,1
(not set),United States,Texas,Van Horn,1
(not set),United States,Washington,Long Beach,1
(not set),United States,Washington,Lynden,1
0,New Zealand,Nelson,Nelson,1
000022A,Germany,North Rhine-Westphalia,(not set),1
000029A,Germany,North Rhine-Westphalia,(not set),1
000040A,United Kingdom,England,(not set),1
000043A,Italy,Marche,Ancona,1
000057A,Germany,Rhineland-Palatinate,Ober-Olm,1
000075A,United Kingdom,England,London,1
000076A,United Kingdom,England,London,1
000086A,Germany,Hamburg,Hamburg,1
000086A,United Kingdom,England,(not set),1
000088A,Germany,Baden-Wurttemberg,Stuttgart,1
000088A,United Kingdom,England,London,1
000105A,Germany,Bavaria,Geretsried,1
000109A,Australia,Tasmania,Tasman Council,1
000110A,Germany,Baden-Wurttemberg,Leonberg,1
000110A,Germany,Baden-Wurttemberg,Stuttgart,1
000112A,Canada,Quebec,Trois-Rivieres,1
000112A,Germany,North Rhine-Westphalia,(not set),1
000114A,Germany,North Rhine-Westphalia,(not set),1
000117A,Germany,North Rhine-Westphalia,Bochum,1
000120A,Germany,Schleswig-Holstein,Kiel,1
000123A,Austria,Vienna,Vienna,1
000123A,United Kingdom,England,Manchester,1
000124A,Austria,Vienna,Vienna,1
000125A,Germany,Baden-Wurttemberg,Ulm,1
000132A,Germany,Bavaria,Munich,1
000135A,Germany,Rhineland-Palatinate,(not set),1
000142ABS,Netherlands,North Brabant,Sleeuwijk,1
000221A,United States,North Carolina,Pittsboro,1
000225A,Japan,Tokyo,Shinjuku City,1
001A21A,United States,Washington,Long Beach,1
001C21A,United States,California,Fairfield,1
001L20A,United States,Utah,Salt Lake City,1
001M21A,United States,Florida,Lake Magdalene,1
001M21A,United States,Oregon,West Linn,1
002B21A,United States,Alabama,Hoover,1
002B21A,United States,Florida,(not set),1
002C21A,United States,Texas,Fort Worth,1
002M21A,United States,Arizona,Phoenix,1
0032B21A,United States,New York,New York,1
0039B21A,United States,Arizona,Phoenix,1
003AZIA,United States,California,Los Angeles,1
003C21A,United States,Pennsylvania,Philadelphia,1
003J21-2A,United States,Arizona,Phoenix,1
003J21-2A-MODER,United States,Arizona,Phoenix,1
003J212A,United States,Arizona,Phoenix,1
003J21A,United States,Arizona,Phoenix,1
004C21A,United States,New York,New York,1
004F21A,United States,Maryland,Towson,1
004F21A,United States,North Carolina,Pittsboro,1
005C21A,United States,Indiana,Martinsville,1
007D21A,United States,Mississippi,Pontotoc,1
007G21A,Germany,Berlin,Berlin,1
007M20A,United States,Alabama,Hoover,1
008B21-2A,Honduras,(not set),San Pedro Sula,1
008B21A,United States,California,Oceanside,1
008B21A,United States,Massachusetts,Winchendon,1
00F21A,United States,California,Los Angeles,1
010A21A,United States,Massachusetts,Winchendon,1
010M20A,United States,Alabama,Hoover,1
010M20A,United States,Florida,Alachua,1
010M20A,United States,Massachusetts,West Stockbridge,1
010M20A,United States,Texas,Pearland,1
0112L0A,Canada,Quebec,Trois-Rivieres,1
011A21A,United States,Washington,Long Beach,1
011J02A,United States,South Carolina,Loris,1
011J20A,Germany,Hamburg,Hamburg,1
011J20A,United States,Arizona,Phoenix,1
011J20A,United States,Kansas,Greensburg,1
011J20A,United States,Tennessee,Carthage,1
011L2OA,Canada,Quebec,(not set),1
011M20A,United Kingdom,England,London,1
011M20A,United States,Illinois,Glen Ellyn,1
011M20A,United States,North Dakota,Oakes,1
012H21B,United States,Florida,Princeton,1
012H21B-MODERNA,United States,Florida,Pompano Beach,1
012H21B-MODERNA,United States,Illinois,Villa Grove,1
012L20A,United States,Florida,Alachua,1
012M20A,United States,North Carolina,Pittsboro,1
013120A,Germany,Hessen,Morfelden-Walldorf,1
013A21A,United States,California,(not set),1
013A21A,United States,Massachusetts,West Stockbridge,1
013K20A,United States,Virginia,(not set),1
014H22A,United States,North Carolina,Pittsboro,1
015M20A,United States,Virginia,Ashburn,1
016021A,United States,Florida,Fort Myers,1
016B22A,United States,Maryland,Towson,1
016C21A,United States,California,San Luis Obispo,1
016C21A,United States,Florida,Lake Magdalene,1
016J21A,United States,Louisiana,Covington,1
016M20A,United States,Georgia,Atlanta,1
016M20A,United States,Pennsylvania,Mechanicsburg,1
016M2OA,United States,Montana,(not set),1
016MZ0A,United States,Georgia,Atlanta,1
017C21A,United States,Alabama,Heflin,1
017C21A,United States,Illinois,Chicago,1
017C21A,United States,Wisconsin,(not set),1
017C21A,United States,Wisconsin,Lake Mills,1
017E,United States,Illinois,Galesburg,1
018821A,United States,North Carolina,Wilmington,1
0191321A,Germany,Hessen,Morfelden-Walldorf,1
019B21A,United States,Georgia,Atlanta,1
019B21A,United States,New York,New York,1
019J21A,Canada,Ontario,Brampton,1
019J21A,Canada,Ontario,St. Catharines,1
020A21A,United States,Nevada,(not set),1
020B21A,United States,Texas,Fort Worth,1
020D21A,United States,Florida,Lake Magdalene,1
020E21A,United Kingdom,England,Pontefract,1
020J21A,Canada,Alberta,Red Deer,1
021B21A,United States,Colorado,(not set),1
021C21A,United States,California,Happy Camp,1
021C21A,United States,Tennessee,Mountain City,1
022C214,United States,California,Los Angeles,1
023M20A,United States,Georgia,Warner Robins,1
024C21A,Netherlands,South Holland,Naaldwijk,1
025B21A,Japan,Aichi,Nagoya,1
025B21A,Japan,Yamagata,Yamagata,1
025L20A,United States,Iowa,Le Mars,1
025L20A,United States,Oklahoma,Sapulpa,1
025LZ0A,United States,Texas,Waxahachie,1
026120A,Germany,Hessen,Morfelden-Walldorf,1
026D21A,United Kingdom,England,London,1
026L20A,Canada,Ontario,Kitchener,1
026L20A,Spain,Andalusia,(not set),1
026L20A,United States,New York,New York,1
027620A,United States,Arizona,Salome,1
027A21A,United States,New York,Oswego,1
027C21A,United States,Indiana,Salem,1
027C21A,United States,North Carolina,Waxhaw,1
027H2113,United States,California,Oceanside,1
027H21B,United States,Florida,Brandon,1
027L20A,United States,Montana,(not set),1
027L20A,United States,North Dakota,Oakes,1
027L20A,United States,Oregon,Halfway,1
027L21A,United States,Alaska,Nome,1
027L21A,United States,Massachusetts,Boston,1
028A21A,United States,California,Los Angeles,1
028A21A,United States,Louisiana,Bunkie,1
028A21A,United States,Michigan,Rochester Hills,1
028A21A,United States,Washington,LaCrosse,1
028A21A,United States,Wisconsin,(not set),1
028A21A,United States,Wisconsin,Lake Mills,1
028AZ1A,United States,Michigan,Rochester Hills,1
028K21A,United States,Florida,Tampa,1
028K21A,United States,New York,New York,1
