# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231125-20231130
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,27520,Grand total
,Canada,British Columbia,Gibsons,1
,Canada,New Brunswick,Fredericton,1
,Canada,Nova Scotia,Kentville,1
,Canada,Quebec,Riviere-du-Loup,1
,France,Ile-de-France,Choisy-le-Roi,1
,French Polynesia,,Papeete,1
,Germany,Baden-Wurttemberg,Offenburg,1
,Germany,Bavaria,Schwabach,1
,Germany,Hessen,Kassel,1
,Germany,Lower Saxony,Bassum,1
,Germany,North Rhine-Westphalia,Aachen,1
,Germany,North Rhine-Westphalia,Bielefeld,1
,Mexico,Coahuila,Piedras Negras,1
,Netherlands,North Holland,Nieuw-Vennep,1
,Netherlands,South Holland,The Hague,1
,South Africa,Western Cape,Cape Town,1
,United Kingdom,England,Colchester,1
,United States,California,Chico,1
,United States,California,Sonora,1
,United States,Connecticut,,1
,United States,Florida,Cape Coral,1
,United States,Georgia,Dahlonega,1
,United States,Iowa,Lamoni,1
,United States,Kansas,Eureka,1
,United States,Maryland,Glen Burnie,1
,United States,Missouri,Lamar,1
,United States,Nevada,,1
,United States,Nevada,Las Vegas,1
,United States,New Jersey,Warren,1
,United States,New Mexico,Dulce,1
,United States,New Mexico,Portales,1
,United States,New York,Nyack,1
,United States,Ohio,Nelsonville,1
,United States,Pennsylvania,Coudersport,1
,United States,Texas,Hillsboro,1
,United States,Virginia,Hot Springs,1
,United States,Washington,Ocean Park,1
,United States,Wyoming,Kemmerer,1
#003B21A,United States,California,Bakersfield,1
#003B21A,United States,Colorado,Highlands Ranch,1
#023M20A,United States,Texas,Euless,1
#027B21A,United States,Texas,Austin,1
#EK9231,Canada,British Columbia,Surrey,1
#EL3246,United States,Illinois,Chicago,1
#EN6201,United States,Florida,Orange City,1
#EN6203,United States,Florida,Orange City,1
#EN6204,United States,Montana,Libby,1
#ER2613,United States,South Carolina,Summerville,1
#EW0173,United States,Louisiana,New Orleans,1
#EW0187,United States,Missouri,Berkeley,1
#FC3180,United States,New York,Rochester,1
#XD974,Germany,Baden-Wurttemberg,Balingen,1
(not set),Brazil,State of Ceara,Aquiraz,1
(not set),Canada,British Columbia,Vanderhoof,1
(not set),Canada,Nova Scotia,New Glasgow,1
(not set),Canada,Ontario,Mattawa,1
(not set),Canada,Ontario,Parry Sound,1
(not set),Canada,Quebec,Bonaventure,1
(not set),Canada,Quebec,Lachute,1
(not set),France,Auvergne-Rhone-Alpes,01130,1
(not set),France,Centre-Val de Loire,Montargis,1
(not set),France,Normandy,Cherbourg-Octeville,1
(not set),Germany,Bavaria,Holzkirchen,1
(not set),Germany,Brandenburg,Neuenhagen,1
(not set),Germany,North Rhine-Westphalia,Meschede,1
(not set),Germany,Schleswig-Holstein,Eutin,1
(not set),Italy,Sicily,Palermo,1
(not set),Madagascar,(not set),Antananarivo,1
(not set),Slovakia,Trnava Region,(not set),1
(not set),South Africa,Gauteng,Benoni,1
(not set),United States,Alaska,(not set),1
(not set),United States,Arizona,Vail,1
(not set),United States,Arkansas,Huntsville,1
(not set),United States,Arkansas,Lake Village,1
(not set),United States,California,Adelanto,1
(not set),United States,California,Brawley,1
(not set),United States,California,Turlock,1
(not set),United States,California,Yreka,1
(not set),United States,Colorado,Florence,1
(not set),United States,Georgia,Reidsville,1
(not set),United States,Idaho,Nampa,1
(not set),United States,Illinois,Metropolis,1
(not set),United States,Kansas,Marion,1
(not set),United States,Kentucky,Hazard,1
(not set),United States,Maryland,Brooklyn Park,1
(not set),United States,Michigan,Kentwood,1
(not set),United States,Michigan,Reed City,1
(not set),United States,Minnesota,(not set),1
(not set),United States,Montana,Butte,1
(not set),United States,Nevada,Pioche,1
(not set),United States,Nevada,Sparks,1
(not set),United States,Ohio,Frankfort,1
(not set),United States,Oklahoma,Edmond,1
(not set),United States,Oregon,Medford,1
(not set),United States,South Carolina,Isle of Palms,1
(not set),United States,Texas,Athens,1
(not set),United States,Texas,Merkel,1
(not set),United States,Texas,West Columbia,1
(not set),United States,Virginia,Front Royal,1
(not set),United States,Washington,Entiat,1
(not set),United States,Washington,Long Beach,1
(not set),United States,Washington,Mount Vernon,1
(not set),United States,West Virginia,Spencer,1
(not set),United States,Wisconsin,Adams,1
(not set),United States,Wisconsin,Two Rivers,1
.025B21A,United States,North Dakota,Fargo,1
000013A,Canada,Ontario,Toronto,1
000014A,Australia,New South Wales,Central Coast,1
000014A,Austria,Vienna,Vienna,1
000014A,New Zealand,Otago,Dunedin,1
000014A,United Kingdom,England,Margate,1
000019A,France,Nouvelle-Aquitaine,Villenave-d'Ornon,1
