# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231002-20231003
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,5988,Grand total
,Austria,Upper Austria,,1
,Belgium,Flanders,Antwerp,1
,Canada,Nova Scotia,Halifax Regional Municipality,1
,Germany,Bavaria,Cham,1
,Germany,Hessen,Fulda,1
,Italy,Sicily,Catania,1
,Netherlands,Gelderland,,1
,United States,Alabama,Decatur,1
,United States,Maine,Charleston,1
,United States,New York,Buffalo,1
,United States,North Carolina,Rocky Mount,1
,United States,Ohio,Urbana,1
,United States,Oregon,,1
,United States,Washington,Seattle,1
#EN6201,United States,Florida,Doral,1
#EP7534,United States,Wisconsin,Tomahawk,1
#EW0172,United States,Rhode Island,Richmond,1
(not set),Canada,Alberta,Peace River,1
(not set),Canada,Nova Scotia,New Glasgow,1
(not set),Italy,Sardinia,Cagliari,1
(not set),United States,Arkansas,Lake Village,1
(not set),United States,Colorado,Cortez,1
(not set),United States,Georgia,Richmond Hill,1
(not set),United States,Michigan,Flint,1
(not set),United States,New York,Jamestown,1
(not set),United States,North Carolina,Murphy,1
(not set),United States,Oklahoma,Enid,1
(not set),United States,Oregon,Medford,1
(not set),United States,Wisconsin,Hudson,1
0000114A,Germany,Lower Saxony,Melle,1
000076A,United Kingdom,England,Wolverhampton,1
000086A,Germany,Berlin,Berlin,1
000120A,Germany,Bavaria,Munich,1
000124A,Czechia,,,1
000124A,Mexico,Jalisco,Guadalajara,1
000247A,United States,California,Visalia,1
001A21A,United States,Florida,Miami,1
001A21A,United States,New York,Jamestown,1
003A21A,United States,North Carolina,Rocky Mount,1
003B21A,United States,Florida,Jacksonville,1
003C21A,United States,Florida,Miami,1
005C21A,United States,South Carolina,Ridgeville,1
006821A,United States,Florida,Miami,1
006B21,United States,Georgia,Suwanee,1
006B214,United States,Georgia,Suwanee,1
006BZIA,United States,Georgia,Suwanee,1
006C21A,United States,Arizona,Phoenix,1
006G21A,United States,New York,Roslyn Heights,1
011A21A,Australia,Victoria,Melbourne,1
011A21A,United States,Florida,Miami,1
011A21A,United States,Georgia,Atlanta,1
011A21A,United States,Georgia,Hartwell,1
011A21A,United States,Wisconsin,Madison,1
011F21A,United States,Georgia,Buford,1
011M20A,United States,North Carolina,Rocky Mount,1
012A20A,United Kingdom,England,London,1
012H21B,United States,Nevada,Las Vegas,1
012L20A,United States,Georgia,Buford,1
012L20A,United States,Illinois,Rockford,1
012L20A,United States,New York,New York,1
013F21A,Puerto Rico,Caguas,Caguas,1
013L20A,United States,California,San Francisco,1
015M20A,United States,New York,New York,1
016B21A,Germany,Hessen,Frankfurt,1
016B21A,United States,Texas,Houston,1
016C21A,United States,New Hampshire,Keene,1
016E21A,Canada,British Columbia,Vancouver,1
017E21A,United States,Wisconsin,Hudson,1
017F21A,United States,Illinois,Rockford,1
019F21A,United States,Missouri,Farmington,1
019H22A,United States,Texas,Dalhart,1
020B21A,Australia,Victoria,Melbourne,1
020B21A,United States,Georgia,Atlanta,1
021B21A,United States,Virginia,Richmond,1
023C21A,United States,Indiana,Atlanta,1
023M20A,United States,California,San Francisco,1
026L20A,United States,Georgia,Buford,1
027C21A,United States,North Carolina,Rocky Mount,1
030L20A,United States,California,Selma,1
031H21A,United States,North Carolina,Oak Island,1
031L20A,United States,Pennsylvania,Wayne,1
034F21A,United States,Massachusetts,Boston,1
036A21A,United States,California,Selma,1
036A21A,United States,Virginia,Richmond,1
037A218,United States,Georgia,Suwanee,1
037A22B,United States,Georgia,Suwanee,1
037V20A,United States,Georgia,Suwanee,1
038A21A,United States,New York,Jamestown,1
038A21A,United States,New York,New York,1
038B12A,United States,Illinois,Chicago,1
039F21A,United States,Texas,Dallas,1
039K20A,Canada,British Columbia,Vernon,1
039K20A,United States,Virginia,(not set),1
040A21A,United States,Illinois,Rockford,1
040B21A,United States,New Hampshire,Keene,1
040C21A,United States,Texas,Dallas,1
040C21A,United States,Wisconsin,Hudson,1
041B21A,United States,Illinois,Chicago,1
041J21A,United States,Wisconsin,Sun Prairie,1
042A21A,United States,New York,Buffalo,1
042G21A,Germany,Berlin,Berlin,1
042J21A,United States,New York,Buffalo,1
043A21A,United States,California,(not set),1
046B21A,United States,Pennsylvania,Wayne,1
048F,United States,North Carolina,Oak Island,1
048F21A,United States,Missouri,Farmington,1
049E21A,Germany,North Rhine-Westphalia,(not set),1
050C21A,United States,Pennsylvania,Wayne,1
054A22A,United States,Minnesota,Minneapolis,1
054A22A,United States,Missouri,Maryland Heights,1
056A22A,United States,Missouri,Maryland Heights,1
062H21A,Canada,British Columbia,Merritt,1
064A22A,Germany,North Rhine-Westphalia,(not set),1
066A21A,United States,Georgia,Suwanee,1
067H21A,United States,Massachusetts,Boston,1
069F21A,United States,Florida,Winter Haven,1
069H21A,United States,Florida,Alachua,1
069HZ1A,United States,Florida,Alachua,1
077C218,United States,Oklahoma,Oklahoma City,1
090F21A,Poland,Kuyavian-Pomeranian Voivodeship,Torun,1
092D21A,Canada,Ontario,St. Catharines,1
093D21A,Romania,Bucharest,Bucharest,1
093F21A,Italy,Lombardy,Milan,1
1111-20-EN6201,United States,Florida,Doral,1
1111-20-FD0810,Canada,British Columbia,Vancouver,1
1111-20-FD0810,Canada,Ontario,Toronto,1
1273,Austria,Upper Austria,Sankt Florian am Inn,1
1808609,United States,California,Woodlake,1
1820095,United States,Montana,Great Falls,1
1821286,Canada,Alberta,Calgary,1
1822011,United States,Maryland,Gaithersburg,1
1822809,United States,Maryland,Gaithersburg,1
1822809 OR 211A,United States,Maryland,Gaithersburg,1
1822811,United States,North Carolina,Wake Forest,1
18228811,United States,Maryland,Gaithersburg,1
1: EW4815,Sweden,Ostergotland County,Norrkoping,1
1B002A,Hong Kong,(not set),(not set),1
1C007A,Germany,Bavaria,,1
1C007A,Germany,Bavaria,Lohr a. Main,1
1C009A,Germany,Baden-Wurttemberg,Stuttgart,1
1C009A,Germany,North Rhine-Westphalia,Hagen,1
1C009A,Germany,Saxony,Leipzig,1
1D012A,Czechia,,,1
1D013A,Germany,Rhineland-Palatinate,Trier,1
1D014A,Germany,Bavaria,Ruhstorf an der Rott,1
1D014A,Germany,Hessen,Fulda,1
1D015A,Germany,Hessen,Frankfurt,1
1D015A,Germany,Rhineland-Palatinate,Idar-Oberstein,1
1D015A,Germany,Rhineland-Palatinate,Koblenz,1
1D016A,Germany,Hessen,Frankfurt,1
1D016A,Germany,Rhineland-Palatinate,,1
1D016A,Germany,Rhineland-Palatinate,Koblenz,1
1D020A,Germany,Schleswig-Holstein,Norderstedt,1
1D020A,Germany,Thuringia,Saalfeld,1
1DO13A,Germany,Hamburg,Hamburg,1
1DO20A,Germany,Rhineland-Palatinate,Grunstadt,1
1E021A,Germany,Baden-Wurttemberg,(not set),1
1E021A,Germany,Saxony,Leipzig,1
1E026A,Germany,Bavaria,Nuremberg,1
1E026A,Germany,Hessen,Frankfurt,1
1E028A,Germany,Lower Saxony,Hanover,1
1F021A,Germany,Rhineland-Palatinate,Grunstadt,1
1F036A,Germany,Hessen,Frankfurt,1
1F036A,Germany,North Rhine-Westphalia,Warstein,1
1F1005A,France,Brittany,Brest,1
1F1005A,Italy,Lazio,Rome,1
1F1007A,Germany,Hamburg,Hamburg,1
1F1008A,Germany,Bavaria,(not set),1
1F1016A,Italy,Lazio,Rome,1
1F1020A,Czechia,Prague,Prague,1
1F1021A,France,Brittany,Brest,1
1F1021A,Germany,Rhineland-Palatinate,,1
1F1021A,Germany,Rhineland-Palatinate,Kirn,1
1F1021A,Germany,Rhineland-Palatinate,Trier,1
1F1021A,Germany,Saxony,Wurzen,1
1F1022A,Germany,Bavaria,(not set),1
1F1023A,Germany,Hessen,Fulda,1
1F1023A,Germany,Rhineland-Palatinate,Ludwigshafen,1
1F1023A,Germany,Schleswig-Holstein,Norderstedt,1
1F1024A,Germany,Bavaria,(not set),1
1F1024A,Germany,Bavaria,Pfaffenhofen an der Ilm,1
