# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231001-20231001
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,5008,Grand total
(not set),Canada,Manitoba,Winkler,1
(not set),Canada,Manitoba,Winnipeg,1
(not set),Canada,Ontario,Chatham-Kent,1
(not set),Canada,Quebec,Roberval,1
(not set),Germany,Lower Saxony,Luneburg,1
(not set),Germany,Mecklenburg-Vorpommern,Greifswald,1
(not set),Germany,North Rhine-Westphalia,Hamm,1
(not set),Germany,North Rhine-Westphalia,Siegen,1
(not set),Germany,Saxony,Grimma,1
(not set),Germany,Saxony,Hoyerswerda,1
(not set),Germany,Schleswig-Holstein,(not set),1
(not set),Japan,Kanagawa,Yokohama,1
(not set),Sweden,Dalarna County,Ludvika,1
(not set),United States,California,Cottonwood,1
(not set),United States,California,Morgan Hill,1
(not set),United States,Michigan,Ann Arbor,1
(not set),United States,South Carolina,Charleston,1
(not set),United States,Virginia,Petersburg,1
(not set),United States,Washington,Centralia,1
(not set),United States,Washington,Quincy,1
(not set),United States,West Virginia,Petersburg,1
000007A,Japan,Tokyo,(not set),1
000014A,United States,Oregon,Pendleton,1
000057A,United States,Oregon,Pendleton,1
000088A,United States,Oregon,Pendleton,1
000114A,Portugal,Santarem District,Fatima,1
000127A,Japan,Aomori,Aomori,1
000155A,France,Ile-de-France,Paris,1
000190A,Poland,Masovian Voivodeship,Grodzisk Mazowiecki,1
000190A,Poland,Masovian Voivodeship,Warsaw,1
000190A,Poland,Silesian Voivodeship,Katowice,1
000214A,Japan,Aomori,Aomori,1
0011D21A,United States,Georgia,Atlanta,1
001321A,United States,New York,Oswego,1
001B21A,United States,Colorado,Pueblo,1
002C21A,United States,Georgia,Atlanta,1
005C21A,United States,Michigan,Detroit,1
005C21A,United States,Michigan,Holland,1
005C21A,United States,New Hampshire,Keene,1
007CZ1A,United States,Virginia,Courtland,1
010H22A,United States,Michigan,Clinton Township,1
012M20A,United States,Florida,Miami,1
013A21A,United States,South Carolina,Charleston,1
013A21A,United States,West Virginia,Petersburg,1
013L20A,United States,Maine,Dover-Foxcroft,1
013M20A,United States,Michigan,Clinton Township,1
015M20A,United States,Maine,Dover-Foxcroft,1
016821A,United States,Colorado,Colorado Springs,1
016B21A,Canada,Quebec,Laval,1
018B21A,United States,Georgia,Atlanta,1
018B21A,United States,Ohio,East Liverpool,1
018B21A,United States,Virginia,Ashburn,1
01DE,Germany,Thuringia,Erfurt,1
024A21A,United States,Michigan,Clinton Township,1
025520A,United States,West Virginia,Spencer,1
025B21A,United States,Pennsylvania,Bloomsburg,1
025J20-2A,United States,Colorado,(not set),1
025L21B,United States,Texas,Dallas,1
028A21A,United States,Georgia,Atlanta,1
028D21A,United States,Michigan,Clinton Township,1
028L20A,United States,Georgia,Rincon,1
028L2OA,United States,Georgia,Rincon,1
030A21A,United States,Pennsylvania,Bloomsburg,1
