# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231212-20231222
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,48601,Grand total
#013L20A,United States,Florida,Doral,1
#016B21A,United States,California,Granite Bay,1
#016B21A,United States,Missouri,Bonne Terre,1
#016B21A,United States,Washington,Kent,1
#016B21A,United States,Wisconsin,Hartford,1
#025J20A,United States,Florida,Doral,1
#030L20A,United States,Florida,Doral,1
#036A21A,United States,New York,New York,1
#EK4176,United States,Florida,Doral,1
#EK9231,United States,Florida,Doral,1
#EL3248,United States,Florida,Doral,1
#EL9265,United States,Florida,Doral,1
#EL9269,United States,Florida,Doral,1
#EL9269,United States,Missouri,Wildwood,1
#EN5318,United States,Florida,Doral,1
#EN5318,United States,Hawaii,Kailua,1
#EN6198,United States,Georgia,Atlanta,1
#EN6199,Canada,British Columbia,Vancouver,1
#EN6199,Germany,Hamburg,Hamburg,1
#EN6199,United States,New York,New York,1
#EN6199,United States,Ohio,Finneytown,1
#EN6201,New Zealand,Auckland,Auckland,1
#EN6204,United States,Texas,Austin,1
#EN6204,United States,Texas,Dallas,1
#EN6204,United States,Texas,Houston,1
#EN6204,United States,Utah,Logan,1
#EN6204,United States,Vermont,Charlotte,1
#ER2613,United States,Ohio,Columbus,1
#ER8737,United States,New York,New York,1
#EW0173,United States,Georgia,(not set),1
#EW0187,United States,California,Los Angeles,1
#EW0187,United States,Colorado,Englewood,1
#EW0187,United States,Connecticut,Stamford,1
#FC3180,United States,Florida,Doral,1
#FC3180,United States,Georgia,Cornelia,1
(not set),Australia,New South Wales,Albury,1
(not set),Canada,British Columbia,Duncan,1
(not set),Canada,British Columbia,Powell River,1
(not set),Canada,Ontario,Athens,1
(not set),Canada,Ontario,Forest,1
(not set),Canada,Ontario,Petawawa,1
(not set),Canada,Ontario,Port Colborne,1
(not set),Canada,Quebec,Gaspe,1
(not set),Canada,Quebec,Joliette,1
(not set),France,Bourgogne-Franche-Comte,Le Creusot,1
(not set),France,Normandy,Coutances,1
(not set),Germany,Bavaria,Neuburg an der Donau,1
(not set),Germany,Brandenburg,Brieselang,1
(not set),Hungary,Pest County,Dabas,1
(not set),South Africa,Free State,Welkom,1
(not set),Switzerland,Grisons,Saint Moritz,1
(not set),United States,Alabama,Selma,1
(not set),United States,Alaska,Seward,1
(not set),United States,Arizona,Prescott Valley,1
(not set),United States,Arkansas,El Dorado,1
(not set),United States,California,Twain Harte,1
(not set),United States,Georgia,Savannah,1
(not set),United States,Georgia,Washington,1
(not set),United States,Idaho,Meridian,1
(not set),United States,Idaho,Rigby,1
(not set),United States,Indiana,Kendallville,1
(not set),United States,Kansas,Baxter Springs,1
(not set),United States,Kentucky,Central City,1
(not set),United States,Kentucky,Georgetown,1
(not set),United States,Maine,Augusta,1
(not set),United States,Michigan,Caro,1
(not set),United States,Michigan,Houghton,1
(not set),United States,Michigan,Sandusky,1
(not set),United States,Missouri,Centralia,1
(not set),United States,Missouri,Warsaw,1
(not set),United States,New York,Livingston,1
(not set),United States,New York,Oswego,1
(not set),United States,North Carolina,Dunn,1
(not set),United States,Ohio,Galion,1
(not set),United States,Ohio,Ottawa,1
(not set),United States,Oklahoma,Antlers,1
(not set),United States,Oklahoma,Coalgate,1
(not set),United States,Oklahoma,Grove,1
(not set),United States,Oklahoma,Weatherford,1
(not set),United States,Oregon,Coquille,1
(not set),United States,Pennsylvania,Bradford,1
(not set),United States,Pennsylvania,Millersburg,1
(not set),United States,Tennessee,Newbern,1
