# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231115-20231118
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,17542,Grand total
#003B21A,United States,Missouri,Kansas City,1
#004M20A,United States,Maine,Auburn,1
#028L20A,United States,Georgia,Atlanta,1
#039K20A,United States,Texas,Austin,1
#EK9231,United States,Virginia,(not set),1
#EL9262,United States,Alabama,Clanton,1
#EL9262,United States,Connecticut,Greenwich,1
#EL9262,United States,Texas,Galveston,1
#EN6204,United States,Arkansas,El Dorado,1
#EP6955,United States,Arkansas,El Dorado,1
#EW0187,United States,Pennsylvania,(not set),1
(not set),Australia,New South Wales,Griffith,1
(not set),Australia,South Australia,Mount Gambier,1
(not set),Canada,Alberta,Lethbridge,1
(not set),Canada,Ontario,Dryden,1
(not set),Canada,Quebec,Chibougamau,1
(not set),Canada,Quebec,La Malbaie,1
(not set),Canada,Quebec,Roberval,1
(not set),Denmark,North Denmark Region,Hjallerup,1
(not set),Finland,South Savo,Mikkeli,1
(not set),France,Normandy,Coutances,1
(not set),Germany,Bavaria,Landsberg am Lech,1
(not set),Germany,Lower Saxony,Soltau,1
(not set),Germany,Thuringia,Jena,1
(not set),Italy,Piedmont,Chieri,1
(not set),New Zealand,Waikato,(not set),1
(not set),United States,Connecticut,Clinton,1
(not set),United States,Florida,Brandon,1
(not set),United States,Florida,Bunnell,1
(not set),United States,Florida,Winter Haven,1
(not set),United States,Indiana,Batesville,1
(not set),United States,Michigan,Lawton,1
(not set),United States,Michigan,Manistique,1
(not set),United States,Minnesota,Hector,1
(not set),United States,Nevada,Lovelock,1
(not set),United States,New Hampshire,Berlin,1
(not set),United States,New York,Fredonia,1
(not set),United States,North Carolina,Lincolnton,1
(not set),United States,Ohio,Chardon,1
(not set),United States,Oklahoma,Coalgate,1
(not set),United States,Oregon,Brookings,1
(not set),United States,Pennsylvania,York,1
(not set),United States,South Carolina,Isle of Palms,1
(not set),United States,South Dakota,Mobridge,1
(not set),United States,Tennessee,Pulaski,1
(not set),United States,Texas,Dalhart,1
(not set),United States,Wisconsin,Baldwin,1
(not set),United States,Wisconsin,Chilton,1
(not set),United States,Wisconsin,Hartford,1
000005A,Japan,Nagano,Azumino,1
0000114A,Paraguay,Boqueron department,(not set),1
000014A,Germany,Saxony,Dresden,1
000014A,Japan,Kanagawa,Yamato,1
000014A,United Kingdom,England,(not set),1
000022A,United Kingdom,England,London,1
000060ABS,Netherlands,Friesland,Drachten,1
000075A,United Kingdom,England,London,1
000077A,Germany,Baden-Wurttemberg,Karlsruhe,1
000077A,Germany,North Rhine-Westphalia,(not set),1
000077A,Paraguay,Boqueron department,(not set),1
000086A,Germany,Baden-Wurttemberg,(not set),1
000086A,Paraguay,Boqueron department,(not set),1
000087A,Germany,Baden-Wurttemberg,(not set),1
000087A,Germany,North Rhine-Westphalia,Paderborn,1
000088A,United Kingdom,England,London,1
000088A,United Kingdom,England,Stoke-on-Trent,1
000089A,United Kingdom,England,London,1
000105A,Germany,Schleswig-Holstein,Lubeck,1
000109A,Germany,Berlin,Berlin,1
000114A,Paraguay,Boqueron department,(not set),1
000120A,Germany,North Rhine-Westphalia,(not set),1
000124A,Paraguay,Boqueron department,(not set),1
000125A,Germany,North Rhine-Westphalia,Mechernich,1
000125A,Germany,Saxony-Anhalt,38899,1
000128A,Paraguay,Boqueron department,(not set),1
000132A,Italy,Campania,Naples,1
000132A,Paraguay,Boqueron department,(not set),1
000141A,Germany,North Rhine-Westphalia,Dortmund,1
000141A,Germany,North Rhine-Westphalia,Ludenscheid,1
000221A,Japan,Kanagawa,Yamato,1
0004M20A,United States,Maine,Auburn,1
001A21A,United States,Ohio,Solon,1
001A21A,United States,Washington,Chewelah,1
001B21A,United States,Illinois,Grayslake,1
0022B21A,United States,Washington,Chewelah,1
002A21A,United States,Florida,(not set),1
002A21A,United States,Washington,Seattle,1
002B21A,United States,Idaho,Bonners Ferry,1
002B21A,United States,Washington,Chewelah,1
002C21A,United States,Texas,Dallas,1
002C21A,United States,Wisconsin,West Allis,1
003B21A,United States,Minnesota,Mankato,1
003C21,United States,New York,New York,1
003C21A,United States,New York,New York,1
003K21A,United States,Washington,Chewelah,1
004M20A,United States,Texas,Dallas,1
004M20A,United States,Virginia,Ashburn,1
004M20A,United States,Washington,Chewelah,1
004M21A,United States,Missouri,St. Louis,1
004M2OA,United States,Maine,Auburn,1
005C21A,United States,Georgia,Eatonton,1
005C21A,United States,New Jersey,Ridgewood,1
005C21A,United States,New York,New York,1
005M21A,United States,Florida,Jacksonville Beach,1
006021A,United States,Texas,Canyon,1
006M20A,United States,Illinois,Grayslake,1
007B12A,United States,Michigan,Hancock,1
008B2121A,United States,Tennessee,Mountain City,1
008B212A,United States,Tennessee,Mountain City,1
008G21A,France,Auvergne-Rhone-Alpes,Lyon,1
009C21A,United States,Georgia,Atlanta,1
009C21A,United States,Vermont,Woodstock,1
010M20A,United States,Florida,Dade City,1
011120A,Poland,Masovian Voivodeship,Warsaw,1
011A21A,United States,Idaho,Bonners Ferry,1
011A21A,United States,Massachusetts,Melrose,1
011AZIA,United States,Idaho,Bonners Ferry,1
011F21A,United States,Oregon,Coos Bay,1
011F21A,United States,Pennsylvania,Wexford,1
011J20A,Germany,Berlin,Berlin,1
011J20A,United States,California,Los Angeles,1
011J20A,United States,Indiana,Bloomington,1
011J20A,United States,North Carolina,Murphy,1
011J20A,United States,Virginia,Reston,1
011L20A,United States,Ohio,Springboro,1
012A21A,United States,Texas,Dallas,1
012L20A,United States,New York,New York,1
012M20A,United States,New York,Lancaster,1
012M20A,United States,North Carolina,Murphy,1
012M20A,United States,Pennsylvania,Philadelphia,1
013H22A,United States,New Jersey,Brick Township,1
013L20A,United States,New Hampshire,Whitefield,1
013L20A,United States,New York,New York,1
014B22A,United States,Iowa,Decorah,1
014B22A-MODERNA,United States,Maine,Auburn,1
014C21A,United States,Florida,Homestead,1
014F21A,United States,Oregon,Coos Bay,1
015H22A,United States,Massachusetts,Taunton,1
015M20A,United States,Pennsylvania,Nanticoke,1
016B22A,United States,Missouri,St. Louis,1
017B22A,United States,Iowa,Decorah,1
017C21A,United States,Wisconsin,West Allis,1
017G21A,Italy,Lazio,Rome,1
017G21A,Italy,Lombardy,Milan,1
017G21A,Italy,Piedmont,Turin,1
018J21A,Netherlands,South Holland,Roelofarendsveen,1
019B21A,United States,Arizona,(not set),1
019J21A,Canada,Quebec,Drummondville,1
01DE,Germany,Saxony-Anhalt,Magdeburg,1
020G21A,Japan,Tokyo,(not set),1
020G21A,Philippines,Metro Manila,Quezon City,1
020J21A,Canada,Ontario,Brantford,1
020J21A,Canada,Ontario,Peterborough,1
021B21A,United States,Nevada,Lovelock,1
021C21A,United States,Arizona,Bullhead City,1
022B21A,United States,Colorado,Englewood,1
022B21A,United States,New Jersey,Brick Township,1
022B21A,United States,Pennsylvania,Wexford,1
022J21A-MODERNA,United States,Pennsylvania,Masontown,1
022M20A,France,Auvergne-Rhone-Alpes,Lyon,1
023C21A,United States,Pennsylvania,Maple Glen,1
023H22A,United States,Maine,Bangor,1
023M20A,United States,New York,Lancaster,1
024M20A,Japan,Saitama,Kawaguchi,1
024M20A,United States,Pennsylvania,Philadelphia,1
024M20A,United States,Texas,Coppell,1
025020-2A,United States,Oregon,Coos Bay,1
025120A,Canada,British Columbia,Vancouver,1
025121B,Canada,British Columbia,Vancouver,1
025A21A,United States,Missouri,Dexter,1
025J20-2A,United States,Wisconsin,(not set),1
025J20A,Canada,British Columbia,Vancouver,1
025J20A,United States,Michigan,Lowell charter Township,1
025L20A,United States,Washington,Seattle,1
025L21B,United States,Massachusetts,Taunton,1
026A21A,United States,Florida,North Miami,1
026B21A,United States,Pennsylvania,Wexford,1
026L20A,Germany,(not set),(not set),1
027A21A,United States,Arkansas,Pocahontas,1
027CZ1A,United States,Virginia,Alexandria,1
027H21B,United States,North Carolina,Hendersonville,1
027L20A,United States,Washington,Mount Vernon,1
028A21A,United States,New York,Cornwall,1
028L20A,Japan,Saitama,Kawaguchi,1
028L20A,United States,Florida,(not set),1
028L2DA,United States,Michigan,Lowell charter Township,1
030G21A,Italy,Piedmont,Turin,1
030H21B,United States,Pennsylvania,Philadelphia,1
030L20A,United States,Wisconsin,(not set),1
030M20A,United States,New York,Ulster Park,1
031A21A,United States,Texas,Coppell,1
031B21A,United States,Georgia,Eatonton,1
031H21A,United States,Illinois,Grayslake,1
032B21A,United States,North Carolina,Oxford,1
032L20A,United States,New York,New York,1
032M20A,United States,California,San Diego,1
033C21A,Switzerland,Basel City,Basel,1
033F21A,United States,Pennsylvania,Philadelphia,1
033H21A,United States,Georgia,Atlanta,1
033H21A,United States,New Jersey,Brick Township,1
034F21A,United States,New York,New York,1
035C21A,Switzerland,Basel City,Basel,1
035C21A,United States,New York,New York,1
036B21A,United States,Florida,Homestead,1
036B21A,United States,Michigan,Hancock,1
036C21A,United States,Wisconsin,Columbus,1
037A21B,United States,Ohio,Solon,1
037C21A,United States,New Hampshire,Whitefield,1
037F21A,United States,Florida,Ocoee,1
037F21A,United States,Oregon,Astoria,1
037K2OA,Canada,British Columbia,Vancouver,1
038A21A,United States,North Carolina,Oxford,1
038C21A,United States,Colorado,Englewood,1
038D21A,Croatia,(not set),(not set),1
038D21A,Germany,Hamburg,Hamburg,1
039D21A,United States,Washington,(not set),1
039D21A,United States,West Virginia,Parkersburg,1
039K20A,United States,Florida,(not set),1
039K20A,United States,South Carolina,Isle of Palms,1
039K20A,United States,Texas,San Marcos,1
039K20A,United States,Virginia,Ashburn,1
040B21A,United States,Vermont,Woodstock,1
040B21A,United States,Virginia,(not set),1
042A21A,Puerto Rico,(not set),San Sebastian,1
042A21A,United States,New Mexico,Roswell,1
042A21A,United States,North Carolina,Huntersville,1
042A21A,United States,Washington,Kennewick,1
042A27A,United States,North Carolina,Huntersville,1
042B21A,United States,Nevada,Lovelock,1
042G21A,Germany,Lower Saxony,Hann. Munden,1
042G21A,Paraguay,Boqueron department,(not set),1
043A21A,United States,California,Los Angeles,1
043A21A,United States,North Carolina,Oxford,1
043D21A,Canada,Alberta,Lloydminster,1
043D21A,Canada,British Columbia,Vancouver,1
043L20A,United States,Washington,Mount Vernon,1
044B21A,United States,New York,Cornwall,1
044G21ABS,Netherlands,Friesland,Drachten,1
045B21A,United States,Tennessee,Mountain City,1
045G21ABS,Germany,Saxony,Dresden,1
046021A,Canada,Ontario,Mississauga,1
046621A,Philippines,Cagayan Valley,(not set),1
047B21A,United States,Arizona,Bullhead City,1
047B21A,United States,Minnesota,Mankato,1
048821A,Finland,Uusimaa,Helsinki,1
048A21A,United States,Pennsylvania,Nanticoke,1
048B21A,United States,New York,New York,1
048L21A,United States,New York,New York,1
048M21A_1110427,United States,Pennsylvania,Maple Glen,1
049C21A,United States,Virginia,(not set),1
050C21A,Canada,Ontario,Windsor,1
050C21A,United States,Pennsylvania,Maple Glen,1
052E21A,United States,California,Los Angeles,1
052E21A,United States,Georgia,Atlanta,1
052E21A,United States,Oregon,Astoria,1
053C21A,Australia,Western Australia,Perth,1
053C21A,Croatia,(not set),(not set),1
053C21A,Germany,Hamburg,Hamburg,1
053E21A,United States,South Carolina,Pawleys Island,1
057G20A,Canada,British Columbia,Vancouver,1
059E21A,United States,South Dakota,Parker,1
