# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240429-20240505
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,25846,Grand total
,Canada,Alberta,Hinton,1
,Canada,Ontario,Georgina,1
,Canada,Quebec,Nicolet,1
,Chile,Santiago Metropolitan Region,Santiago,1
,France,Occitanie,Beziers,1
,Germany,Baden-Wurttemberg,Ludwigsburg,1
,Germany,Bavaria,Erlangen,1
,Germany,North Rhine-Westphalia,Greven,1
,Germany,Saxony,Plauen,1
,Germany,Saxony-Anhalt,Magdeburg,1
,Indonesia,Central Java,Semarang,1
,Italy,Trentino-South Tyrol,Bolzano,1
,New Zealand,Canterbury,Christchurch,1
,Sweden,Gavleborg County,,1
,Sweden,Vastra Gotaland County,Gothenburg,1
,Switzerland,Zug,Zug,1
,United States,Alabama,Mobile,1
,United States,California,Dorris,1
,United States,California,Orland,1
,United States,Massachusetts,Westminster,1
,United States,Montana,Glendive,1
,United States,New Hampshire,Newmarket,1
,United States,Ohio,Piqua,1
,United States,Oklahoma,Antlers,1
,United States,Pennsylvania,Slippery Rock,1
,United States,Texas,Eastland,1
,United States,West Virginia,Welch,1
(not set),Australia,Queensland,Rockhampton,1
(not set),Australia,Victoria,Geelong,1
(not set),Canada,Quebec,Stanstead,1
(not set),Czechia,Central Bohemian Region,Kladno,1
(not set),Finland,Uusimaa,Vantaa,1
(not set),Germany,Baden-Wurttemberg,Calw,1
(not set),Germany,Baden-Wurttemberg,Schwetzingen,1
(not set),Germany,Bavaria,Kitzingen,1
(not set),Germany,North Rhine-Westphalia,Bad Oeynhausen,1
(not set),Italy,Lombardy,Brescia,1
(not set),Malaysia,Selangor,Klang,1
(not set),Mexico,Nayarit,Tepic,1
(not set),Thailand,Loei,(not set),1
(not set),United States,Alabama,Springville,1
(not set),United States,Arizona,Prescott Valley,1
(not set),United States,Arizona,Tuba City,1
(not set),United States,California,Exeter,1
(not set),United States,Georgia,Americus,1
(not set),United States,Illinois,Anna,1
(not set),United States,Indiana,Clinton,1
(not set),United States,Indiana,North Vernon,1
(not set),United States,Louisiana,Winnsboro,1
(not set),United States,Massachusetts,Holyoke,1
(not set),United States,Missouri,Warrenton,1
(not set),United States,Nebraska,Diller,1
(not set),United States,Nevada,Silver Springs,1
(not set),United States,New Mexico,Farmington,1
(not set),United States,New York,Holtsville,1
(not set),United States,Ohio,Middlefield,1
(not set),United States,Oregon,Lakeside,1
(not set),United States,Oregon,Roseburg,1
(not set),United States,Pennsylvania,Clarion,1
(not set),United States,Tennessee,Bristol,1
(not set),United States,Vermont,Brattleboro,1
(not set),United States,Vermont,South Burlington,1
(not set),United States,Wisconsin,Waukesha,1
0000014A,United Kingdom,England,Sheffield,1
000002A,Japan,Tokyo,(not set),1
000004A,Italy,Lombardy,Saronno,1
000009A,Germany,Baden-Wurttemberg,Tubingen,1
000010A,Italy,Lombardy,Milan,1
000014A,United Kingdom,England,London,1
000014A,United Kingdom,England,Norwich,1
000014A,United Kingdom,Wales,Wrexham,1
000015A,Japan,Tokyo,(not set),1
000019A,France,Nouvelle-Aquitaine,Talence,1
000020A,Italy,Lombardy,Milan,1
000021A,Germany,Hamburg,Hamburg,1
000029A,United Kingdom,England,London,1
000030A,Italy,Lombardy,Milan,1
000031A,Australia,Victoria,Melbourne,1
000033BA,United States,Wisconsin,Marinette,1
000040A,United Kingdom,England,Worcester,1
000063A,Germany,Baden-Wurttemberg,Reutlingen,1
000071A,United Kingdom,England,Blackburn,1
000073A,Germany,Berlin,Berlin,1
000081A,United Kingdom,England,London,1
000086A,Argentina,Mendoza Province,Mendoza,1
000086A,Germany,Lower Saxony,Hanover,1
000088A,Argentina,Mendoza Province,Mendoza,1
000105A,Germany,Hamburg,Hamburg,1
000109A,United States,Arizona,Phoenix,1
000114A,Germany,Bremen,Bremen,1
000121ABS,Netherlands,Gelderland,(not set),1
000123A,Mexico,Baja California,Tijuana,1
