# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240907-20240912
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,19460,Grand total
(not set),Canada,Prince Edward Island,Charlottetown,1
(not set),Poland,Lesser Poland Voivodeship,Krakow,1
(not set),South Korea,Daejeon,Daejeon,1
(not set),Tanzania,Mara Region,(not set),1
(not set),Tunisia,Tunis Governorate,Tunis,1
(not set),United Kingdom,England,Exeter,1
(not set),United Kingdom,England,Nottingham,1
(not set),United States,Alabama,Bay Minette,1
(not set),United States,Alaska,Kotzebue,1
(not set),United States,Hawaii,Kahului,1
(not set),United States,Hawaii,Kaunakakai,1
(not set),United States,Idaho,Nampa,1
(not set),United States,Indiana,Pendleton,1
(not set),United States,Louisiana,Winnsboro,1
(not set),United States,Missouri,Lesterville,1
(not set),United States,Missouri,Maryville,1
(not set),United States,New Mexico,Portales,1
(not set),United States,Ohio,Gallipolis,1
(not set),United States,Texas,Lake Jackson,1
(not set),United States,Texas,Weatherford,1
(not set),United States,Texas,Wyldwood,1
(not set),United States,Virginia,Covington,1
000004A,Italy,Lombardy,(not set),1
000004A,Italy,Veneto,(not set),1
000013A,Germany,Saxony-Anhalt,Magdeburg,1
000014A,Canada,Ontario,Gravenhurst,1
000014A,United Kingdom,England,(not set),1
000014A,United Kingdom,England,London,1
000022A,United Kingdom,England,London,1
000033BA,Italy,Marche,Tolentino,1
000035A,Austria,Upper Austria,Sankt Georgen an der Gusen,1
000040A,United Kingdom,England,Newcastle upon Tyne,1
000077A,Germany,Hessen,Frankfurt,1
000086A,Germany,Hessen,Frankfurt,1
000088A,Germany,Baden-Wurttemberg,Tubingen,1
000102A,Germany,North Rhine-Westphalia,Dusseldorf,1
000120A,Germany,Saxony,Chemnitz,1
000132A,Germany,Bavaria,Bad Neustadt an der Saale,1
000132A,Germany,Hessen,Frankfurt,1
000136A,Germany,Hessen,Frankfurt,1
000141A,Germany,North Rhine-Westphalia,Solingen,1
000190A,United States,New Jersey,Manasquan,1
000247A,Netherlands,North Holland,Amsterdam,1
0009C21A,United States,North Carolina,Shelby,1
0011A21A,United States,Virginia,Norfolk,1
001A21A,United States,(not set),(not set),1
001C21A,United States,(not set),(not set),1
001C21A,United States,Texas,Dallas,1
0021221A,United States,New York,New York,1
0021B21A,Canada,British Columbia,Richmond,1
002A21A,United States,Florida,(not set),1
002B,Taiwan,Kaohsiung City,(not set),1
002C21A,United States,Wisconsin,Madison,1
002M21A,United States,New York,New York,1
003421A,Austria,Upper Austria,Sankt Georgen an der Gusen,1
003B21A,United States,Mississippi,Pearl,1
0044B21A,United States,Texas,Houston,1
004C21A,United States,Maryland,Jessup,1
004F21A,United States,California,Los Angeles,1
004F21A,United States,Washington,Mountlake Terrace,1
005C21A,United Kingdom,(not set),(not set),1
005C21A,United States,Virginia,Purcellville,1
005M21A-MODERNA,United States,Florida,Orlando,1
006DZ1A,United States,Florida,Orlando,1
006M20A,United States,Illinois,McLeansboro,1
006M20A,United States,Wisconsin,Madison,1
007C21A,United States,Virginia,Ashburn,1
007H21A,Philippines,Metro Manila,Manila,1
007J212A,United States,Louisiana,New Orleans,1
007M20A,United States,Florida,(not set),1
008B212A,United States,Tennessee,Murfreesboro,1
008B21A,United States,District of Columbia,Washington,1
008B21A,United States,Florida,Winter Haven,1
008B21A,United States,West Virginia,Glenville,1
008C21A,United States,California,Los Angeles,1
008C21A,United States,Illinois,Chicago,1
008D21A,United States,Alabama,Fort Payne,1
009C21A,United States,Virginia,Purcellville,1
010421A,United States,Alabama,Montevallo,1
010A21A,United States,California,San Jose,1
010A21A,United States,Utah,Salt Lake City,1
010M20A,United States,(not set),(not set),1
010M20A,United States,Texas,San Antonio,1
010MZ0A,United States,(not set),(not set),1
010MZ0A,United States,Georgia,Homerville,1
011A21A,United States,Washington,Bremerton,1
011A21A.,United States,Florida,Orlando,1
011F21A,United States,Illinois,Park Ridge,1
011L20A,United States,North Carolina,Lincolnton,1
012020A,Pakistan,Punjab,Lahore,1
012020A,United States,Idaho,Rupert,1
0123L20A,Czechia,Prague,Prague,1
012H21B-MODERNA,United States,New York,New York,1
012L2020A,United States,Idaho,Rupert,1
012L20A,United States,Massachusetts,Boston,1
012M20A,United States,California,San Jose,1
013A21A,United States,New York,New York,1
013A21A,United States,Texas,(not set),1
013F21A,United States,(not set),(not set),1
013H22A,United States,Michigan,Township of Northville,1
013M20A,United States,Michigan,Detroit,1
013M20A,United States,Texas,(not set),1
013M2OA,United States,Texas,(not set),1
016B21A,United States,North Carolina,Hendersonville,1
016C21A,United States,North Carolina,Lillington,1
016CZIA,United States,Maryland,Odenton,1
016G21A,Spain,Canary Islands,(not set),1
016J21A,United States,Virginia,Norfolk,1
016M20A,United States,Massachusetts,Boston,1
017B21A,United States,Missouri,Appleton City,1
017B21A,United States,Oklahoma,Tuttle,1
017C21A,United States,California,Hermosa Beach,1
018B21A,United States,Pennsylvania,Lemoyne,1
018J21A,Netherlands,North Holland,Haarlem,1
01A21A,United States,Iowa,Davenport,1
01DE,Germany,North Rhine-Westphalia,Bielefeld,1
01DE,Germany,Saxony-Anhalt,38899,1
01DE,Germany,Thuringia,Eisenach,1
020B21A,United States,Montana,Livingston,1
020B21A,United States,North Carolina,Lillington,1
021B21A,Philippines,Metro Manila,Manila,1
021B21A,United States,New York,New York,1
021B21A,United States,Ohio,New Lexington,1
022321A,United States,New Jersey,Vernon Township,1
022C21A,United Kingdom,(not set),(not set),1
022D21A,El Salvador,San Salvador Department,San Salvador,1
022N20A,United States,Colorado,Arvada,1
023C21A,United States,California,Chino,1
023C21A,United States,Virginia,Bon Air,1
023D21A,United States,Georgia,Atlanta,1
023M20A,United States,Michigan,Grand Rapids,1
024C21A,Mexico,Baja California,Tijuana,1
024D21A,El Salvador,San Salvador Department,San Salvador,1
025B21A,United States,Georgia,Atlanta,1
025B21A,United States,Virginia,Bon Air,1
025J20A,United States,Indiana,Plainfield,1
025L20A,United States,Illinois,Chicago,1
026A21A,United States,New York,New York,1
026B21A,United States,Wisconsin,Madison,1
026D21A,United States,Georgia,Atlanta,1
026D21A,United States,New York,Brighton,1
026D21A,United States,New York,Fairport,1
026D21A,United States,Virginia,Ashburn,1
026L20A,United States,Illinois,Chicago,1
026L20A,United States,New York,Fairport,1
026L20A,United States,New York,New York,1
026L20A,United States,Virginia,Ashburn,1
027A21A,United States,Ohio,New Lexington,1
027B21A,United States,California,Los Angeles,1
027C21A,United States,North Carolina,Shelby,1
027E22A,United States,Indiana,Columbia City,1
027H21B,United States,New York,New York,1
028421A,United States,California,Hermosa Beach,1
028A21A,United States,New York,New York,1
028D21A,Sri Lanka,Central Province,Kandy,1
028K21A,United States,Iowa,Davenport,1
028K21A,United States,Virginia,Ashburn,1
028K21A-MODERNA,United States,Iowa,Davenport,1
028K21A-MODERNA,United States,Virginia,Ashburn,1
028L20A,United States,New York,New York,1
030B21A ,United States,Texas,El Paso,1
030M20A,United States,Arizona,Tempe,1
031A21A,United States,Alabama,Dothan,1
031A21A,United States,Arizona,Vail,1
031A21A,United States,Iowa,Ackley,1
031B21A,United States,Delaware,Bridgeville,1
031B21A,United States,North Carolina,Hope Mills,1
031B21A,United States,Virginia,Richmond,1
031H21A,United States,Texas,Houston,1
031L20A,United States,Michigan,Grand Rapids,1
032B21A,United States,Texas,Dallas,1
032L2OA,United States,Georgia,Cairo,1
032L2OA,United States,Kentucky,Louisville,1
032M20A,United States,Oklahoma,Tuttle,1
033B21A,United States,Virginia,Ashburn,1
033C21A,Puerto Rico,San Juan,San Juan,1
033F21A,United States,Virginia,Glen Allen,1
033K21-2A,United States,Alaska,Anchorage,1
034C21A,United States,Maryland,Odenton,1
036C21A,Philippines,Davao Region,Davao City,1
036C21A,Philippines,Metro Manila,Taguig,1
036C21A,United States,Alabama,Opp,1
036C21A,United States,Iowa,Ida Grove,1
036C21A,United States,Kansas,Smith Center,1
036C21A,United States,Louisiana,Winnsboro,1
036C21A,United States,Minnesota,Emily,1
036C21A,United States,Missouri,Lesterville,1
036C21A,United States,Pennsylvania,(not set),1
036C21A,United States,Tennessee,Rockvale,1
036C21A,United States,Texas,Robstown,1
037F21A,United States,Illinois,Chicago,1
038A21A,United States,Washington,Bremerton,1
038B21A,United States,California,Chino,1
038B21A,United States,Washington,Mountlake Terrace,1
038K20A,United States,Illinois,Chicago,1
039F21A,United States,New Jersey,Bridgeton,1
039K20A,France,Pays de la Loire,Saint-Sebastien-sur-Loire,1
039K20A,United States,Utah,Salt Lake City,1
039K20A,United States,Washington,Port Angeles,1
040A21A,United States,Florida,Miami,1
040A21A,United States,Illinois,McLeansboro,1
040A21A,United States,Texas,Houston,1
040A21A,United States,Utah,Salt Lake City,1
040B21A,United States,Illinois,McLeansboro,1
040C21A,United States,Illinois,McLeansboro,1
040D21A,United States,Illinois,McLeansboro,1
040H21A,United States,Illinois,McLeansboro,1
040L21A,United States,Illinois,McLeansboro,1
041A21A,United States,Texas,Anna,1
041B21A,United States,California,Los Angeles,1
041C21A,United States,Virginia,Ashburn,1
041L20A,United States,Arizona,Tempe,1
042B21A,United States,New York,New York,1
042B21A,United States,Texas,Dallas,1
042D21A,Canada,Ontario,Carleton Place,1
042D21A,Canada,Ontario,Toronto,1
042G21A,Germany,Schleswig-Holstein,Trittau,1
043A21A,United States,Michigan,Elmwood Charter Township,1
043A21A,United States,Washington,Tacoma,1
043B21A,Philippines,Metro Manila,Manila,1
043B21A,United States,North Carolina,Monroe,1
043D21A,Canada,British Columbia,Osoyoos,1
045A21A,United States,Ohio,Cincinnati,1
045A21A,United States,Ohio,Dayton,1
045A21A,United States,Texas,Dallas,1
045B21A,United States,North Carolina,Greensboro,1
045B21A,United States,Pennsylvania,Lemoyne,1
045D21A,Canada,Saskatchewan,(not set),1
046421A,Australia,Queensland,Cairns,1
046A21A,United States,Alabama,Dothan,1
046A21A,United States,Texas,Lewisville,1
046B21A,United States,Florida,Tampa,1
046L21A,United States,Arizona,Tempe,1
048A21A,United States,Florida,Orlando,1
048B21A,United States,New York,Warwick,1
048F21A,United States,New Jersey,Clifton,1
048M21A_1110509,United States,Florida,Ocala,1
049C21A,United States,Texas,Muenster,1
049E21A,United States,Colorado,Montrose,1
050C21A,United States,New Jersey,Vernon Township,1
050C21A,United States,New York,New York,1
050C21A,United States,Pennsylvania,Nazareth,1
050F21A,Taiwan,Kaohsiung City,(not set),1
051B22A,United States,Wyoming,Torrington,1
051D22A,United States,California,Chino,1
052C21A,Canada,Ontario,Windsor,1
052C21A,United States,Arizona,Phoenix,1
052C21A,United States,Pennsylvania,(not set),1
052C21A,United States,Washington,Seattle,1
053C21A,United States,Maryland,Jessup,1
053E21A,United States,Montana,Hardin,1
056M21A,United States,New York,Brighton,1
056M21A,United States,New York,Fairport,1
058E21A,United States,California,(not set),1
058E21A,United States,California,Los Angeles,1
058F21A,United States,California,Chino,1
059E,United States,California,Los Angeles,1
059F22A,United States,New York,Brighton,1
059F22A,United States,New York,Fairport,1
059H21A,Japan,Tokyo,(not set),1
059H21A,United States,South Carolina,Aiken,1
061E21A,United States,Florida,Miami,1
062E21A,United States,Alabama,Fort Payne,1
062H21A,Canada,Nova Scotia,Dartmouth,1
063H21A,Canada,Ontario,Toronto,1
063K21A,United Kingdom,England,London,1
065F21A,United States,California,Arnold,1
065F21A,United States,Virginia,Cape Charles,1
066D21A,Sri Lanka,Central Province,Kandy,1
066D21A,United States,New Jersey,Clifton,1
066H21A,United States,Mississippi,Pearl,1
066H21A,United States,North Carolina,Shelby,1
067F21A-MODERNA,United States,Florida,Miami,1
069H21A,Puerto Rico,San Juan,San Juan,1
071F21A,United States,Virginia,Norfolk,1
085D21A,Canada,Ontario,Windsor,1
092D21A,Canada,Ontario,Carleton Place,1
093D21A,Canada,Nova Scotia,Eastern Passage,1
093D21A,Canada,Saskatchewan,(not set),1
094F21A,Italy,Trentino-South Tyrol,Rovereto,1
094F21A,Norway,Akershus,Asker Municipality,1
094F21A,Norway,Trondelag,Trondheim Municipality,1
