# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240301-20240406
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,142787,Grand total
#003B21A,United States,New Mexico,Truth or Consequences,1
#003B21A,United States,Texas,San Antonio,1
#006B21A,United States,Virginia,Richlands,1
#011A21A,United States,Missouri,Webster Groves,1
#017B21A,Australia,New South Wales,Sydney,1
#017B21A,United States,Illinois,(not set),1
#030M20A,United States,Texas,Littlefield,1
#032L20A,United States,Maryland,Potomac,1
#039K20A,United States,Florida,Miami,1
#039K20A,United States,Florida,Orlando,1
#046A21A,United States,Washington,Bothell,1
#EK4176,United States,California,Cupertino,1
#EL3246,United States,Florida,(not set),1
#EL3246,United States,Florida,Doral,1
#EL3246,United States,Indiana,Lawrence,1
#EL3248,United States,Missouri,Peculiar,1
#EL9262,United States,Florida,Doral,1
#EL9262,United States,Michigan,Livonia,1
#EL9262,United States,New York,New York,1
#EL9265,United States,Iowa,New Hampton,1
#EL9265,United States,Pennsylvania,(not set),1
#EM9810,United States,California,Los Angeles,1
#EN6199,United States,California,Los Angeles,1
#EN6202,United States,Michigan,Detroit,1
#EN6203,United States,California,El Cajon,1
#EN6203,United States,Maine,Windham,1
#EN6203,United States,Virginia,Petersburg,1
#EN6203,United States,West Virginia,Philippi,1
#EN6204,Mexico,Sonora,San Luis Rio Colorado,1
#EN6204,United States,Colorado,Englewood,1
#EN6204,United States,Georgia,Atlanta,1
#EN6204,United States,Kentucky,Shelbyville,1
#EN6204,United States,Washington,Aberdeen,1
#EP6955,United States,Texas,(not set),1
#EP7534,New Zealand,Auckland,Auckland,1
#EP7534,United States,California,El Cajon,1
#EP7534,United States,California,Long Beach,1
#ER2613,United States,Washington,Seattle,1
#ER8727,Australia,South Australia,Adelaide,1
#ER8727,Canada,Alberta,Edmonton,1
#ER8727,United States,Florida,Miami,1
#ER8727,United States,New York,New York,1
#ER8727,United States,Texas,Fort Worth,1
#ER8727,United States,Texas,Frisco,1
#ER8731,United States,California,Los Angeles,1
#ER8731,United States,Illinois,Wheaton,1
#ER8737,United States,Indiana,Indianapolis,1
#EW0173,United States,Florida,Miami,1
#EW0173,United States,Florida,Spring Hill,1
#EW0173,United States,Virginia,Herndon,1
#EW0173,United States,Washington,Anacortes,1
#EW0187,Japan,Okinawa,Onna,1
#EW0187,United States,California,Brisbane,1
#EW0187,United States,Oregon,Beaverton,1
#FC3180,United States,Alabama,Rainsville,1
#FC3180,United States,California,Los Angeles,1
(not set),Belgium,Wallonia,Gembloux,1
(not set),Canada,Alberta,Lacombe,1
(not set),Canada,Ontario,Athens,1
(not set),Canada,Quebec,Baie-Saint-Paul,1
(not set),Canada,Quebec,Nicolet,1
(not set),Canada,Quebec,Saint-Anselme,1
(not set),Canada,Quebec,Sept-Iles,1
(not set),Germany,Lower Saxony,Gifhorn,1
(not set),Hungary,Pest County,Torokbalint,1
(not set),Indonesia,North Sumatra,21213,1
(not set),Japan,Hokkaido,Hakodate,1
(not set),Japan,Kyoto,Fukuchiyama,1
(not set),Mexico,Nayarit,Tepic,1
(not set),Mexico,Zacatecas,Fresnillo,1
(not set),Sweden,Jonkoping County,Gislaved,1
(not set),Sweden,Vasterbotten County,Umea,1
(not set),Switzerland,Basel-Landschaft,Reinach,1
(not set),United States,California,Crescent City,1
(not set),United States,California,Hesperia,1
(not set),United States,California,Susanville,1
(not set),United States,California,Weed,1
(not set),United States,Colorado,Hotchkiss,1
(not set),United States,Colorado,Towaoc,1
(not set),United States,Florida,Gulf Gate Estates,1
(not set),United States,Florida,Spring Hill,1
(not set),United States,Florida,Trenton,1
(not set),United States,Georgia,Albany,1
(not set),United States,Georgia,Conyers,1
(not set),United States,Georgia,Union Point,1
(not set),United States,Illinois,Benton,1
(not set),United States,Illinois,Effingham,1
(not set),United States,Indiana,Paoli,1
(not set),United States,Indiana,Plymouth,1
(not set),United States,Iowa,Hawarden,1
(not set),United States,Iowa,Humeston,1
(not set),United States,Iowa,Mediapolis,1
(not set),United States,Iowa,Sioux Center,1
(not set),United States,Kansas,Abilene,1
(not set),United States,Kansas,Independence,1
(not set),United States,Kentucky,Leitchfield,1
(not set),United States,Maine,Bridgton,1
(not set),United States,Maine,Charleston,1
(not set),United States,Maryland,Hancock,1
(not set),United States,Michigan,Douglas,1
(not set),United States,Minnesota,Mounds View,1
(not set),United States,Mississippi,Magee,1
(not set),United States,Mississippi,Natchez,1
(not set),United States,Missouri,Appleton City,1
(not set),United States,Missouri,King City,1
(not set),United States,Nebraska,Crete,1
(not set),United States,New Mexico,Deming,1
(not set),United States,New York,Ticonderoga,1
(not set),United States,North Carolina,Albemarle,1
(not set),United States,North Carolina,Burnsville,1
(not set),United States,North Carolina,Elizabeth City,1
(not set),United States,North Carolina,Lumberton,1
(not set),United States,North Carolina,Tarboro,1
(not set),United States,North Dakota,Bowman,1
(not set),United States,Ohio,Sylvania,1
(not set),United States,Ohio,Wooster,1
(not set),United States,Oklahoma,Edmond,1
(not set),United States,Oklahoma,Fairfax,1
(not set),United States,South Carolina,Laurens,1
(not set),United States,South Dakota,Pine Ridge,1
(not set),United States,Tennessee,Harrogate,1
(not set),United States,Texas,Carthage,1
(not set),United States,Texas,Dalhart,1
(not set),United States,Texas,Gardendale,1
(not set),United States,Texas,Graham,1
(not set),United States,Texas,Seagoville,1
(not set),United States,Texas,Tahoka,1
(not set),United States,Texas,Windthorst,1
(not set),United States,Utah,Ephraim,1
(not set),United States,Utah,Green River,1
(not set),United States,Virginia,Hot Springs,1
(not set),United States,Virginia,South Boston,1
(not set),United States,Washington,Forks,1
(not set),United States,Washington,Long Beach,1
(not set),United States,Washington,Port Angeles,1
(not set),United States,Washington,Taholah,1
(not set),United States,West Virginia,Princeton,1
(not set),United States,Wyoming,Torrington,1
.025B21A,United States,New York,New York,1
0,Netherlands,North Holland,Haarlem,1
0,United States,Maine,Bangor,1
000001A,United States,Maine,Bangor,1
000002A,Australia,New South Wales,Central Coast,1
000002A,Australia,Victoria,Shepparton - Mooroopna,1
000002A,United States,Maine,Bangor,1
000004A,Germany,Baden-Wurttemberg,Tubingen,1
000004A 19/03/2,United States,Maine,Bangor,1
000008A,Australia,(not set),(not set),1
000009A,Japan,Miyagi,Sendai,1
000014A,Australia,New South Wales,Bathurst,1
000014A,Australia,Western Australia,Kalgoorlie - Boulder,1
000014A,Austria,Vienna,Vienna,1
000014A,Germany,Hessen,Bad Schwalbach,1
000014A,Germany,North Rhine-Westphalia,Bielefeld,1
000014A,Indonesia,Jakarta,Jakarta,1
000014A,Mexico,Jalisco,Puerto Vallarta,1
000014A,Panama,(not set),Panama City,1
000014A,United Kingdom,England,Bridlington,1
000014A,United Kingdom,England,Luton,1
000014A,United Kingdom,England,Plymouth,1
000014A,United States,Georgia,Atlanta,1
000014A,United States,Maine,Bangor,1
000014A,United States,Pennsylvania,Devault,1
000014A,United States,Tennessee,Nashville,1
000014N,United Kingdom,England,London,1
000014N,United States,Maine,Bangor,1
000015A,Australia,Western Australia,Kalgoorlie - Boulder,1
000018A,Japan,Kanagawa,Yokohama,1
