# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231013-20231014
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,7846,Grand total
#013L20A,United States,Ohio,Middlefield,1
(not set),Australia,New South Wales,(not set),1
(not set),Brazil,State of Rio Grande do Sul,(not set),1
(not set),Brazil,State of Santa Catarina,Braco do Norte,1
(not set),Canada,Alberta,Olds,1
(not set),Germany,Hessen,Hanau,1
(not set),Germany,Hessen,Kassel,1
(not set),Mexico,Tabasco,Villahermosa,1
(not set),United States,California,California City,1
(not set),United States,Florida,Havana,1
(not set),United States,Illinois,Kankakee,1
(not set),United States,Louisiana,Jena,1
(not set),United States,Louisiana,Winnsboro,1
(not set),United States,Maine,Rumford,1
(not set),United States,Michigan,Pentwater,1
(not set),United States,Minnesota,Pequot Lakes,1
(not set),United States,Montana,Miles City,1
(not set),United States,Oklahoma,Stillwater,1
(not set),United States,Oregon,(not set),1
(not set),United States,Oregon,Coos Bay,1
(not set),United States,Oregon,Pendleton,1
(not set),United States,Tennessee,Loretto,1
(not set),United States,Texas,McCamey,1
(not set),United States,Wisconsin,Madison,1
000002A,Australia,Queensland,Brisbane,1
000004A,Italy,Piedmont,Turin,1
000014A,France,Pays de la Loire,Les Sables-d'Olonne,1
000028A,Germany,North Rhine-Westphalia,Dusseldorf,1
000030A,France,Pays de la Loire,Les Sables-d'Olonne,1
000060A,Netherlands,Gelderland,Aalten,1
000077A,Germany,Mecklenburg-Vorpommern,(not set),1
000109A,Germany,Saxony,Leipzig,1
000110A,Germany,Bavaria,Berg,1
000121ABS,Netherlands,South Holland,Rotterdam,1
000125A,Canada,Saskatchewan,Big Arm No. 251,1
001C21A,United States,Wisconsin,Two Rivers,1
001M21A,United States,New York,Norwich,1
006C21A,United States,Illinois,Burr Ridge,1
008B211A,United States,Texas,Austin,1
008C21A,United States,Texas,McCamey,1
008G21A,France,Pays de la Loire,Les Sables-d'Olonne,1
011A21A,United States,Oklahoma,Tulsa,1
011M20A,United States,Illinois,Oswego,1
012A21A,United States,North Carolina,(not set),1
012A21A,United States,South Carolina,Isle of Palms,1
012H21B,United States,New Jersey,Bridgewater,1
013L20A,United States,Connecticut,New Haven,1
013L20A,United States,Maine,Portland,1
013L2OA,United States,Ohio,Middlefield,1
014C211A,United States,South Carolina,Rock Hill,1
015M20A,United States,North Carolina,(not set),1
016E21A,Canada,New Brunswick,Bathurst,1
016E21A,Canada,Ontario,Cobourg,1
016E21A,Canada,Ontario,Toronto,1
017G21A,Italy,Lombardy,Milan,1
017G21A,Italy,Veneto,Castelfranco Veneto,1
018J21A,Netherlands,North Brabant,Eindhoven,1
019J21A,Canada,Ontario,Ottawa,1
021B21A,United States,New Jersey,Bridgewater,1
022M20A,United States,Florida,Williamsburg,1
023C21A,United States,Florida,Williamsburg,1
025520-2A,United States,Oklahoma,Tulsa,1
025J20A,United States,Louisiana,Tallulah,1
025J20A,United States,Wisconsin,Two Rivers,1
026L20A,United States,Connecticut,New Haven,1
026L20A,United States,Pennsylvania,Willow Grove,1
027821A,United States,Georgia,Union Point,1
027C21A,Germany,Rhineland-Palatinate,Kaiserslautern,1
027C21A,United States,New York,(not set),1
027H21B,United States,Massachusetts,Great Barrington,1
028A21A,United States,South Carolina,Isle of Palms,1
028L20A,United States,Illinois,Chicago,1
030G21A,Italy,Piedmont,Turin,1
030L20A,United States,Wisconsin,Two Rivers,1
030M2A,United States,Pennsylvania,Willow Grove,1
032B21A,United States,Illinois,Chicago,1
033C21A,United States,Illinois,Chicago,1
033F21A,United States,Indiana,Columbus,1
033H21A,United States,New York,New York,1
035C21A,United States,Georgia,Atlanta,1
038B12A,United States,New York,Hicksville,1
038B21A,United States,New York,Hicksville,1
038C21A,United States,Georgia,Atlanta,1
039K20-2A,United States,Illinois,Chicago,1
039K20A,United States,Connecticut,New Haven,1
040B21A,United States,Illinois,Burr Ridge,1
040B21A,United States,New York,(not set),1
040C21A,United States,New York,(not set),1
042621A,Germany,North Rhine-Westphalia,Kranenburg,1
042B21A,United States,New York,Hicksville,1
043421A,Switzerland,Canton of Lucerne,Malters,1
043A21A,United States,Massachusetts,Great Barrington,1
043D21A,Canada,British Columbia,Vancouver,1
045D21A,Canada,Alberta,St. Albert,1
045D21A,Canada,Nova Scotia,Halifax Regional Municipality,1
047A21A,United States,South Carolina,Rock Hill,1
047B21A,United States,Texas,Austin,1
048F21A,United States,Michigan,Houghton,1
049D22A,United States,New York,New York,1
051C21A,United States,New York,(not set),1
052C21A,Canada,Quebec,Saint-Cesaire,1
058F21A,United States,Connecticut,Watertown,1
058FZ1A,United States,California,Fremont,1
059HZ1A,United States,Georgia,Atlanta,1
061E21A,United States,Indiana,Columbus,1
063H21A,Canada,British Columbia,Vancouver,1
066K21A,United States,Michigan,Carney,1
067F,United States,Pennsylvania,(not set),1
067F21A-MODERNA,United States,Pennsylvania,(not set),1
076C21A,United States,Connecticut,Watertown,1
082B22A,United States,New York,Norwich,1
088D21A,United States,Arizona,Phoenix,1
092F21A,Germany,Bavaria,Munich,1
092F21A,Germany,North Rhine-Westphalia,Monchengladbach,1
093D21A,Canada,Quebec,Saint-Cesaire,1
093F21ABS,Netherlands,Gelderland,Apeldoorn,1
094F21A,Netherlands,South Holland,(not set),1
10808980,United States,Louisiana,New Orleans,1
10808980,United States,Missouri,Jefferson City,1
10XE393240,Germany,Hessen,Buseck,1
10XE423240,Germany,Hessen,Frankfurt,1
1111-20-EL9262,United States,Arizona,Phoenix,1
1111-20-ER8735,United States,Montana,Miles City,1
1111-20-EW0176,United States,Texas,Dallas,1
123456,Germany,Saxony-Anhalt,38899,1
162B2-MRNA,Germany,Baden-Wurttemberg,Heidenheim,1
1805031,United States,Texas,Coleman,1
1808982,United States,Massachusetts,Deerfield,1
1822811,United States,Kentucky,Flemingsburg,1
1C006A,Germany,Bavaria,Munich,1
1C006A,Germany,Bremen,Bremen,1
1C007A,Germany,North Rhine-Westphalia,Hamm,1
1C008A,Germany,Bremen,Bremen,1
1C008A,Germany,Lower Saxony,Brunswick,1
1C008A,Germany,North Rhine-Westphalia,Bielefeld,1
1C009A,Germany,Hessen,Viernheim,1
1C009A,Germany,Schleswig-Holstein,Norderstedt,1
1D013A,Germany,Hamburg,Hamburg,1
1D013A,Germany,Mecklenburg-Vorpommern,Schwerin,1
1D013A,Germany,Schleswig-Holstein,Lubeck,1
1D014A,Germany,Saxony,Dresden,1
1D015A,Denmark,North Denmark Region,Hjallerup,1
1D015A,Germany,Berlin,Berlin,1
1D015A,Germany,North Rhine-Westphalia,Bielefeld,1
1D015A,Germany,Rhineland-Palatinate,Kaiserslautern,1
1D015A,Germany,Rhineland-Palatinate,Worth am Rhein,1
1D016A,Germany,Bavaria,Munich,1
1D018A,Germany,Hamburg,Hamburg,1
1D020A,Germany,Hessen,Frankfurt,1
1D020A,Germany,Mecklenburg-Vorpommern,(not set),1
1D020A,Germany,Saxony,Leipzig,1
1DO13A,Germany,Schleswig-Holstein,Lubeck,1
1DO20A,Germany,Hessen,Frankfurt,1
1E021A,Brazil,State of Para,(not set),1
1E021A,Germany,Bavaria,Schwabach,1
1E021A,Germany,North Rhine-Westphalia,Euskirchen,1
1E021A,Germany,Rhineland-Palatinate,Kirchheimbolanden,1
1E029A,Germany,(not set),(not set),1
1E029A,Germany,Bavaria,(not set),1
1E029A,Germany,Hamburg,Hamburg,1
1E029A,Germany,Hessen,Gross-Zimmern,1
1F036A,Germany,Hamburg,Hamburg,1
1F1004A,Germany,Baden-Wurttemberg,Bad Mergentheim,1
1F1004A,Germany,Bavaria,Schwabach,1
1F1009A,Italy,Lombardy,Milan,1
1F1010A,Germany,Bavaria,Dachau,1
1F1013A,Netherlands,Gelderland,Aalten,1
1F1020A,Italy,Lazio,Rome,1
1F1021A,Germany,North Rhine-Westphalia,Dusseldorf,1
1F1022A,Germany,Baden-Wurttemberg,Stuttgart,1
1F1022A,Germany,North Rhine-Westphalia,Dortmund,1
1F1023A,Germany,Baden-Wurttemberg,Stuttgart,1
1F1023A,Germany,Baden-Wurttemberg,Weinsberg,1
1F1023A,Germany,Rhineland-Palatinate,Worth am Rhein,1
