# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20241101-20241206
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,144732,Grand total
,Austria,Vorarlberg,Weiler,1
,France,Brittany,Vern-sur-Seiche,1
,Germany,Baden-Wurttemberg,Offenburg,1
,Germany,Baden-Wurttemberg,Pfedelbach,1
,Germany,Bavaria,Regensburg,1
,Germany,Hessen,Frankenberg (Eder),1
,Germany,Hessen,Heppenheim,1
,Germany,Lower Saxony,Meppen,1
,Germany,Lower Saxony,Rastede,1
,Hungary,Somogy County,7563,1
,Japan,Tochigi,Utsunomiya,1
,Mexico,Nuevo Leon,Monterrey,1
,Thailand,Prachuap Khiri Khan,Ko Lak,1
,United Kingdom,England,Lydiate,1
,United Kingdom,England,Milton Keynes,1
,United States,California,Chico,1
,United States,Colorado,Hotchkiss,1
,United States,Indiana,Monticello,1
,United States,Michigan,Lansing,1
,United States,Minnesota,Blue Earth,1
,United States,Texas,Houston,1
,United States,Washington,Seattle,1
,United States,Wisconsin,Madison,1
(not set),Australia,New South Wales,Young,1
(not set),Canada,Alberta,Cochrane,1
(not set),Canada,British Columbia,Invermere,1
(not set),Canada,British Columbia,Kimberley,1
(not set),Canada,British Columbia,Terrace,1
(not set),Canada,British Columbia,Ucluelet,1
(not set),Canada,British Columbia,West Kelowna,1
(not set),Canada,New Brunswick,Bathurst,1
(not set),Canada,New Brunswick,Saint-Quentin,1
(not set),Canada,Nova Scotia,Antigonish,1
(not set),Canada,Quebec,Louiseville,1
(not set),Egypt,(not set),(not set),1
(not set),France,Hauts-de-France,Clermont,1
(not set),France,Normandy,Le Havre,1
(not set),Germany,North Rhine-Westphalia,Wegberg,1
(not set),India,Delhi,New Delhi,1
(not set),Japan,Hokkaido,Ebetsu,1
(not set),Japan,Tochigi,Oyama,1
(not set),Netherlands,Overijssel,7468,1
(not set),United Kingdom,England,Trowbridge,1
(not set),United States,Alabama,Luverne,1
(not set),United States,Alaska,Kenai,1
(not set),United States,Alaska,Seward,1
(not set),United States,Arkansas,Cabot,1
(not set),United States,California,Cazadero,1
(not set),United States,California,Delano,1
(not set),United States,California,Shafter,1
(not set),United States,Florida,Dade City,1
(not set),United States,Florida,Havana,1
(not set),United States,Hawaii,Kahului,1
(not set),United States,Illinois,Palos Heights,1
(not set),United States,Kansas,Stockton,1
(not set),United States,Kentucky,Georgetown,1
(not set),United States,Louisiana,Franklin,1
(not set),United States,Massachusetts,Brookfield,1
(not set),United States,Michigan,Carney,1
(not set),United States,Michigan,Ludington,1
(not set),United States,Nebraska,(not set),1
(not set),United States,New Hampshire,Colebrook,1
(not set),United States,New Hampshire,Rochester,1
(not set),United States,New Mexico,Dulce,1
(not set),United States,New Mexico,Taos,1
(not set),United States,New York,Hornell,1
(not set),United States,New York,Oswego,1
(not set),United States,North Carolina,Jacksonville,1
(not set),United States,Oklahoma,Wagoner,1
(not set),United States,Oregon,Hillsboro,1
(not set),United States,Pennsylvania,Franklin,1
(not set),United States,South Carolina,Orangeburg,1
(not set),United States,Texas,Castroville,1
(not set),United States,Texas,Kaufman,1
(not set),United States,Texas,Riviera,1
(not set),United States,Texas,Trinity,1
(not set),United States,Texas,Weslaco,1
(not set),United States,Texas,Woodsboro,1
(not set),United States,Utah,Ivins,1
(not set),United States,Utah,Vernal,1
(not set),United States,Virginia,Duffield,1
(not set),United States,Washington,Morton,1
(not set),United States,West Virginia,Glenville,1
(not set),United States,Wisconsin,Ladysmith,1
(not set),United States,Wisconsin,Sparta,1
(not set),United States,Wyoming,Torrington,1
000001A,Australia,New South Wales,Sydney,1
000001A,Australia,Western Australia,Perth,1
000004A,Italy,Campania,(not set),1
000004A,Italy,Veneto,San Giovanni Lupatoto,1
0000073A,Japan,Osaka,Osaka,1
000013A,Germany,Brandenburg,Muhlenbecker Land,1
000014A,Austria,Vienna,Vienna,1
000014A,Canada,Alberta,Didsbury,1
000014A,Denmark,Region Zealand,Solrod Strand,1
000014A,France,Ile-de-France,Paris,1
000014A,France,Occitanie,Cornebarrieu,1
000014A,Germany,Baden-Wurttemberg,(not set),1
000014A,Germany,Berlin,Berlin,1
000014A,Malta,(not set),(not set),1
000014A,Serbia,(not set),Belgrade,1
000014A,United Kingdom,England,(not set),1
000017A,Japan,Hokkaido,Sapporo,1
000022A,Australia,Queensland,Brisbane,1
