# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20231223-20231227
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,18536,Grand total
#023M20A,United States,California,Sunnyvale,1
#028L20A,United States,Massachusetts,Boston,1
#046A21A,United States,California,(not set),1
#EK9231,United States,Nevada,Las Vegas,1
#EL3248,United States,Florida,Boca Raton,1
#EN6198,United States,Tennessee,Nashville,1
#EN6204,United States,Indiana,Madison,1
#EN6204,United States,Pennsylvania,Valley Green,1
#ER2613,United States,Georgia,Roswell,1
#EW0173,United States,California,Los Angeles,1
#EW0173,United States,Hawaii,Honolulu,1
#FC3180,United States,Arizona,Bullhead City,1
(not set),Australia,New South Wales,Bathurst,1
(not set),Canada,British Columbia,Fernie,1
(not set),Canada,Ontario,Hawkesbury,1
(not set),Germany,Bavaria,Bad Neustadt an der Saale,1
(not set),Japan,Fukushima,Iwaki,1
(not set),Mexico,Coahuila,Saltillo,1
(not set),Sweden,Varmland County,Sunne,1
(not set),Sweden,Vastra Gotaland County,Lysekil,1
(not set),Thailand,Roi Et,(not set),1
(not set),Ukraine,Kharkiv Oblast,Kharkiv,1
(not set),United States,California,Palmdale,1
(not set),United States,Colorado,Fruita,1
(not set),United States,Colorado,Haxtun,1
(not set),United States,Delaware,Bridgeville,1
(not set),United States,Georgia,Eatonton,1
(not set),United States,Georgia,Rochelle,1
(not set),United States,Indiana,Oakland City,1
(not set),United States,Indiana,Winamac,1
(not set),United States,Iowa,Lamoni,1
(not set),United States,Iowa,Pella,1
(not set),United States,New Hampshire,Keene,1
(not set),United States,New Jersey,Pennsville Township,1
(not set),United States,North Carolina,Mount Olive,1
(not set),United States,Oregon,Brookings,1
(not set),United States,Tennessee,Bristol,1
(not set),United States,Texas,Amarillo,1
(not set),United States,Texas,Henderson,1
(not set),United States,Vermont,Hardwick,1
(not set),United States,Virginia,Hot Springs,1
(not set),United States,West Virginia,Princeton,1
0000014A,United Kingdom,England,London,1
000014A,United Kingdom,England,London,1
000018A,Japan,Tokyo,Shibuya City,1
000025A,Japan,Tochigi,Oyama,1
000050A,New Zealand,Auckland,Auckland,1
