# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240515-20240521
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,26411,Grand total
(not set),Australia,Victoria,Sale,1
(not set),Canada,Alberta,Okotoks,1
(not set),Canada,New Brunswick,Saint-Quentin,1
(not set),Canada,Ontario,Brantford,1
(not set),Georgia,Tbilisi,Tbilisi,1
(not set),Germany,Lower Saxony,Weyhe,1
(not set),Germany,North Rhine-Westphalia,Siegen,1
(not set),Germany,Schleswig-Holstein,Flensburg,1
(not set),Japan,Gifu,Nakatsugawa,1
(not set),Spain,Basque Country,Bilbao,1
(not set),Spain,Valencian Community,Valencia,1
(not set),United States,Arkansas,El Dorado,1
(not set),United States,California,Arcata,1
(not set),United States,Georgia,Union Point,1
(not set),United States,Illinois,Campton Hills,1
(not set),United States,Illinois,Sparta,1
(not set),United States,Indiana,Sheridan,1
(not set),United States,Kansas,Abilene,1
(not set),United States,Maine,Bath,1
(not set),United States,Massachusetts,Holyoke,1
(not set),United States,Michigan,Mancelona,1
(not set),United States,Minnesota,Chokio,1
(not set),United States,Mississippi,Brookhaven,1
(not set),United States,Nevada,(not set),1
(not set),United States,Nevada,Eureka,1
(not set),United States,New York,Livingston,1
(not set),United States,New York,Middletown,1
(not set),United States,North Carolina,Eden,1
(not set),United States,Ohio,East Liverpool,1
(not set),United States,Ohio,Jefferson,1
(not set),United States,Oklahoma,Antlers,1
(not set),United States,Pennsylvania,Allentown,1
(not set),United States,Tennessee,Lebanon,1
(not set),United States,Texas,Hewitt,1
(not set),United States,Texas,Jefferson,1
(not set),United States,Utah,Salt Lake City,1
(not set),United States,Virginia,West Point,1
(not set),United States,Washington,Othello,1
(not set),United States,Wisconsin,(not set),1
(not set),United States,Wisconsin,Ladysmith,1
(not set),United States,Wyoming,Torrington,1
000002A,Canada,Alberta,Calgary,1
000002A,United States,Massachusetts,Needham,1
000004A,Italy,Lombardy,Milan,1
000014A,France,Provence-Alpes-Cote d'Azur,Istres,1
000014A,Germany,Baden-Wurttemberg,Stuttgart,1
000014A,Morocco,Casablanca-Settat,Casablanca,1
000014A,United Kingdom,England,(not set),1
000021A,Canada,British Columbia,Richmond,1
000022A,Morocco,Casablanca-Settat,Casablanca,1
000022A,United Kingdom,England,Farnham,1
000030A,United States,Georgia,Atlanta,1
000033A,Croatia,City of Zagreb,Zagreb,1
000050A,Guernsey,Saint Peter Port,(not set),1
000054A,Italy,Lombardy,Milan,1
000054A,Italy,Sardinia,(not set),1
000075A,Germany,Baden-Wurttemberg,Stuttgart,1
000075A,Morocco,Casablanca-Settat,Casablanca,1
000076A,Morocco,Casablanca-Settat,Casablanca,1
000086A,Switzerland,Nidwalden,Stans,1
000088A,Germany,Baden-Wurttemberg,Tubingen,1
000089A,United States,Pennsylvania,Erie,1
000102A,Germany,Baden-Wurttemberg,Mannheim,1
000103A,Germany,Lower Saxony,Salzgitter,1
000105A,Germany,North Rhine-Westphalia,Monchengladbach,1
000106A,Germany,Bavaria,Munich,1
000106A,Germany,Berlin,Berlin,1
000109A,Germany,Baden-Wurttemberg,Stuttgart,1
000109A,Germany,Berlin,Berlin,1
000114A,Germany,Hessen,Wiesbaden,1
000117A,Germany,North Rhine-Westphalia,Schmallenberg,1
000123A,Argentina,Catamarca Province,Catamarca,1
000123A,Australia,Western Australia,Perth,1
000124A,United Kingdom,England,London,1
000128A,Germany,North Rhine-Westphalia,Dusseldorf,1
000128A,Germany,North Rhine-Westphalia,Recklinghausen,1
000128A,Germany,Saxony,Grimma,1
000132A,Germany,North Rhine-Westphalia,Neukirchen-Vluyn,1
000140A,United States,Texas,Dallas,1
00069-2377-10,United States,Texas,Austin,1
001A21A,United States,Washington,Kennewick,1
001B21A,United States,Colorado,Denver,1
001B21A,United States,Florida,Jupiter,1
001B21A,United States,Florida,Miami,1
001B21A,United States,Iowa,Burlington,1
001C21A,United States,California,Los Angeles,1
001C21A,United States,Illinois,Chicago,1
001C21A,United States,Pennsylvania,Bethlehem,1
001M21A,United States,Georgia,Atlanta,1
0021B21A,United States,New York,(not set),1
