# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230809-20230810
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,42176,Grand total
#041A21A,United States,1
#EW0173,United States,1
#XD974,Austria,1
000009A,Germany,1
0000114A,Germany,1
0000114A,United States,1
000011A,United States,1
000014A,Italy,1
000022A,United Kingdom,1
000029A,Malaysia,1
000030A,Germany,1
000033A,Italy,1
000058A,Belgium,1
000059A,Austria,1
000061A,Germany,1
000063A,Germany,1
000075A,Germany,1
000075A,United Kingdom,1
000076A,Germany,1
000084A,Germany,1
000088A,Germany,1
000089A,Germany,1
000092A,Germany,1
000105A,Germany,1
000106A,Germany,1
000109A,Belgium,1
000110A,United States,1
000110ACINE,Germany,1
000110ACINE,United States,1
000112A,United States,1
000114A,United States,1
000116A,United States,1
000117A,Germany,1
000117A,United States,1
000128A,Germany,1
000132A,Germany,1
000135A,Germany,1
000136A,Germany,1
000139A,Germany,1
000141A,Germany,1
000190A,Germany,1
0004M20A,Austria,1
0011321A,United States,1
0011A,United States,1
0011A21A,United States,1
0011D21A,United States,1
0011J20A,United States,1
0011L20A,United States,1
001B21A,United States,1
001J21-2A,United States,1
002C21A,United States,1
002F21A,United States,1
002M21A,United States,1
003421A,Germany,1
003821A,United States,1
0039B21A,United States,1
003B21A,United States,1
0044B21A,United States,1
005C21S,United States,1
0063B22A,United States,1
006621A,United States,1
006D21A,United States,1
007BZ1A,United States,1
007G21A,Brazil,1
007G21A,Germany,1
008021A,United States,1
008821-2A,United States,1
009C21A,El Salvador,1
009CZ1A,El Salvador,1
0101M20A,United States,1
010M20A,United States,1
011J20A,Germany,1
011J2OA,Germany,1
012220A,United Kingdom,1
012620A,Germany,1
012H21B-MODERNA,Germany,1
013A21A,United States,1
013H22A,United States,1
014822A,United States,1
016B22A,United States,1
016E21A,Canada,1
017B211A,United States,1
017B214,United States,1
017B22A,United States,1
017F21A,United States,1
018F21A,United States,1
018J21A,Netherlands,1
019B21A,United States,1
019F21A,United States,1
019H22A,United States,1
020F21A,United States,1
020J21A,Canada,1
022M20A,United States,1
023C21A,United States,1
023M20A,United States,1
024C21A,United States,1
025B21A,United States,1
025J20-2A,United States,1
026120A,Canada,1
026120A,United States,1
026B21A,Paraguay,1
026L204,Australia,1
027A21A,United States,1
027AZ1A,United States,1
027H21A,United States,1
029K20A,United States,1
029L20A,United States,1
02BL20A,United States,1
0303M20A,United States,1
030421A,United States,1
030421B,United States,1
030B21A,United States,1
030M20A,United States,1
031420A,United States,1
031421A,United States,1
031H21A,United States,1
031L20A,United States,1
0321321A,Germany,1
032G21A,United States,1
033B21,United States,1
033B214,United States,1
033B21A,United States,1
033C21A,United States,1
034F,United States,1
034F21A,United States,1
036B21A,United States,1
037A21B,Paraguay,1
037C21A,United States,1
038021A,United States,1
039K20A,El Salvador,1
039K20A,Italy,1
040A21A,United States,1
040C21A,United States,1
041620A,United States,1
041A214,United States,1
041A2A,United States,1
041AZ1A,United States,1
041AZIA,United States,1
041B21A,United States,1
041C21A,United States,1
041J21A,Germany,1
041J21A,United States,1
042J21A,United States,1
0431321A,Switzerland,1
043220A,Germany,1
043421A,Germany,1
043C20A,United States,1
043D21A,Canada,1
044A21A,United States,1
045321A,Germany,1
045621A,Germany,1
045821A,Germany,1
045C22A,Argentina,1
045J21A,United States,1
046A21A,United States,1
046B,United States,1
046H22A,United States,1
046L21A,United States,1
047A21A,United States,1
047B12A,United States,1
048021A,United States,1
048821A,United States,1
048B21A,United States,1
049C21A,United States,1
050C21A,United States,1
053C21A,Brazil,1
053M21A,Argentina,1
054C21A,United States,1
056A224,United States,1
056A22A,United States,1
058E21A,United States,1
059H21A,United States,1
060H21A,United States,1
062H21A,Canada,1
063K21A,Thailand,1
064H21A,United States,1
065K21A,United States,1
066D21A,United States,1
066K21A,United States,1
067F21A-MODERNA,United States,1
067H21A-MODERNA,United States,1
068H21A,Canada,1
069F21A,United States,1
076CZ1A,United States,1
078C21A,United States,1
078J21A,United States,1
079F21A,France,1
088021A,United States,1
090F21A,Germany,1
092D21A,Canada,1
093D21A,Canada,1
100030215,Germany,1
100031184,Germany,1
10038077727399,United States,1
105286103255487,Indonesia,1
10XD975240,Austria,1
10XE423240,Germany,1
1111-20-30130BA,United States,1
1111-20-EN6201,Germany,1
1111-20-EP6955,United States,1
1111-20-ER8734,United States,1
1111-20-ER8735,Germany,1
1111-20-EW0161,United States,1
1111-20-EW0171,Germany,1
1111-20-EW0182,United States,1
1111-20-FC3184,United States,1
1111-20-FE3592,Germany,1
1111-20-FF2593,Canada,1
1111-20-FF2593,Germany,1
1111-FJ1611,United States,1
1234,Austria,1
1234,United States,1
12345,United States,1
123456,Austria,1
123456,United States,1
126001,United States,1
128001,Philippines,1
1802068JJ,United States,1
1805020,United States,1
1805031,United States,1
1808069,United States,1
180980,(not set),1
1822809,United States,1
1855191,United States,1
1855194,United States,1
1855833,Germany,1
1: EW4815,Austria,1
1C005A,Germany,1
1C005A,Malaysia,1
1C008A,Italy,1
1D013A,Indonesia,1
1D015A,Italy,1
1D016A,Italy,1
1DO12A,Germany,1
1DO13A,Germany,1
1E023-1A,Germany,1
1E023A,Germany,1
1E028A,Netherlands,1
1F003A,Germany,1
1F036A,Luxembourg,1
1F039A,Germany,1
1F1003A,Austria,1
1F1008A,Germany,1
1F1008A,Netherlands,1
1F1010,Germany,1
1F1010,Switzerland,1
1F1016A,Germany,1
1F101A,Germany,1
1F101OA,Germany,1
1F1021A,Austria,1
1F1021A,Canada,1
1F1023A,Austria,1
1F1024A,Austria,1
1F1025A,Germany,1
1F1027A,Italy,1
1F1027A,Poland,1
1F1027A,Switzerland,1
1F102A,Austria,1
1F1042A,Brazil,1
1F1042A,Hungary,1
1F1046A,Austria,1
1F1046A,Germany,1
1F1046A,Sweden,1
1F1050A,Germany,1
1F1051A,Austria,1
1F1060A,Germany,1
1F1062A,Austria,1
1FF016A,Austria,1
