# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240513-20240514
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,9624,Grand total
(not set),Canada,Quebec,Saint-Cesaire,1
(not set),Canada,Saskatchewan,Estevan,1
(not set),Germany,Lower Saxony,Goslar,1
(not set),Germany,North Rhine-Westphalia,Euskirchen,1
(not set),Germany,Saarland,Sankt Wendel,1
(not set),Mexico,Aguascalientes,Calvillo,1
(not set),United Kingdom,England,Croydon,1
(not set),United Kingdom,England,Farnham,1
(not set),United States,Alabama,Heflin,1
(not set),United States,Alabama,Marion,1
(not set),United States,Arizona,Bullhead City,1
(not set),United States,California,Ceres,1
(not set),United States,California,Copperopolis,1
(not set),United States,Colorado,Akron,1
(not set),United States,Colorado,Englewood,1
(not set),United States,Kentucky,Irvine,1
(not set),United States,Kentucky,Lebanon,1
(not set),United States,Michigan,Caro,1
(not set),United States,Michigan,Greenville,1
(not set),United States,Tennessee,Dickson,1
(not set),United States,Tennessee,Livingston,1
(not set),United States,West Virginia,Morgantown,1
000003A,United States,Texas,Houston,1
000004A,Italy,Emilia-Romagna,Bologna,1
000009A,Germany,Baden-Wurttemberg,Tubingen,1
000023A,Czechia,Prague,Prague,1
00002A,United States,Texas,Houston,1
000031A,Australia,Victoria,Melbourne,1
000071A,United Kingdom,England,London,1
000077A,Germany,Bavaria,Munich,1
000081A,United Kingdom,England,London,1
000084A,United Kingdom,England,(not set),1
000088A,United Kingdom,England,(not set),1
000095A,Spain,Community of Madrid,Madrid,1
000103A,Germany,Brandenburg,Grossbeeren,1
000110A,Germany,Rhineland-Palatinate,Kirchheimbolanden,1
000110A,Germany,Thuringia,Eisenach,1
000124A,Switzerland,Basel City,Basel,1
000133A,Germany,Bavaria,(not set),1
000241A,Japan,Chiba,Inzai,1
000247A,Netherlands,South Holland,(not set),1
001321A,United States,Illinois,Chicago,1
001A21A,United States,Florida,Miami,1
001B21A,United States,California,San Diego,1
001C21A,United States,Nevada,Spanish Springs,1
0022M20A,United States,California,Nipomo,1
002C21A,United States,Iowa,Sumner,1
00321A,United States,Pennsylvania,Corry,1
003A21A,United States,Missouri,(not set),1
004C21A,United States,Georgia,Atlanta,1
004M20A,United States,Colorado,Georgetown,1
004M20A,United States,Georgia,Commerce,1
006821A,United States,Illinois,Chicago,1
006B21A,United States,Massachusetts,Wellesley,1
006B21A,United States,Ohio,Louisville,1
006M20A,United States,Ohio,Sandusky,1
