# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20240710-20240716
# ----------------------------------------

Clicked Batchcode,Country,Region,City,Event count
,,,,20661,Grand total
(not set),Australia,New South Wales,Central Coast,1
(not set),Australia,Victoria,Colac,1
(not set),Canada,Alberta,Camrose,1
(not set),France,Bourgogne-Franche-Comte,Le Creusot,1
(not set),France,Hauts-de-France,Wattrelos,1
(not set),France,Pays de la Loire,Nantes,1
(not set),Germany,Bavaria,Mombris,1
(not set),Germany,Lower Saxony,Soltau,1
(not set),Germany,Rhineland-Palatinate,Worms,1
(not set),Germany,Saxony,Plauen,1
(not set),Indonesia,South Sulawesi,Basse Sangtempe,1
(not set),Mexico,State of Mexico,Naucalpan de Juarez,1
(not set),Mexico,Veracruz,Orizaba,1
(not set),Portugal,Lisbon,(not set),1
(not set),United Kingdom,Wales,Cardiff,1
(not set),United States,Alabama,Montevallo,1
(not set),United States,Alabama,Selma,1
(not set),United States,Arizona,Tempe,1
(not set),United States,Colorado,Limon,1
(not set),United States,Connecticut,Norwich,1
(not set),United States,Georgia,Pine Mountain,1
(not set),United States,Indiana,Versailles,1
(not set),United States,Kansas,Junction City,1
(not set),United States,Michigan,Mesick,1
(not set),United States,Michigan,Midland,1
(not set),United States,Missouri,Sullivan,1
(not set),United States,Oklahoma,Miami,1
(not set),United States,Oregon,Springfield,1
(not set),United States,Pennsylvania,Clarion,1
(not set),United States,Pennsylvania,Nanticoke,1
(not set),United States,South Dakota,Eagle Butte,1
(not set),United States,Texas,Baytown,1
(not set),United States,Utah,Vernal,1
(not set),United States,Virginia,Front Royal,1
(not set),United States,Virginia,Kilmarnock,1
000004A 19/03/2,Italy,Sicily,Catania,1
000022A,Germany,Baden-Wurttemberg,Tubingen,1
000057A,Germany,Baden-Wurttemberg,Tubingen,1
000060A,Italy,Tuscany,Florence,1
000073A,Germany,Mecklenburg-Vorpommern,(not set),1
000074A,Germany,Hessen,Frankfurt,1
000088A,United Kingdom,England,(not set),1
000105A,Germany,Bavaria,Passau,1
000110A,United States,Wisconsin,Milwaukee,1
000117A,Sweden,Vasterbotten County,Vilhelmina,1
000125A,Germany,Baden-Wurttemberg,Nagold,1
000128A,Germany,North Rhine-Westphalia,Wuppertal,1
000130A,Germany,Schleswig-Holstein,Molln,1
000132A,Germany,North Rhine-Westphalia,(not set),1
000142A,Germany,North Rhine-Westphalia,Cologne,1
000241A,Japan,Chiba,Inzai,1
000241A,Japan,Tokyo,(not set),1
0009C21A,United States,Colorado,Englewood,1
001B21A,United States,California,San Jose,1
001B21A,United States,Illinois,Chicago,1
001C21A,United States,New York,Albany,1
002021A,Switzerland,Aargau,Baden,1
002B21A,United States,California,Huntington Beach,1
002F21A,Austria,Upper Austria,Vocklabruck,1
002F21A,United States,Georgia,Wrens,1
002F21A,United States,Indiana,Columbus,1
003C21A,United States,Georgia,Fayetteville,1
004CZ1A,India,Tamil Nadu,Chennai,1
004M20A,United States,Louisiana,New Orleans,1
004M20A,United States,New Jersey,Westampton,1
004M20A,United States,Texas,Dallas,1
005K21A,Philippines,Calabarzon,Binangonan,1
007C21A,United States,California,Kenwood,1
007C21A,United States,California,Los Angeles,1
007C21A,United States,New York,New York,1
007C21A,United States,Washington,Seattle,1
007G21A,Germany,North Rhine-Westphalia,Essen,1
007J212A,Germany,Bavaria,Kitzingen,1
007M2OA,United States,Illinois,Chicago,1
008021A,Switzerland,Aargau,Baden,1
008C21A,United States,Washington,Kirkland,1
009C21A,United States,Colorado,Englewood,1
009C21A,United States,New Jersey,Somerville,1
00B21A,United States,North Carolina,Oxford,1
0101A21A,Germany,Hessen,Marburg,1
010421A,Denmark,Region of Southern Denmark,Odense,1
010A21A,Canada,Saskatchewan,Estevan,1
010A21A,United States,New York,East Aurora,1
011520A,France,Ile-de-France,Athis-Mons,1
011520A,France,Ile-de-France,Paris,1
011A21A,Romania,Giurgiu County,(not set),1
011F21A,United States,New York,New York,1
011J20A,United States,Louisiana,New Orleans,1
011J20A,United States,Texas,Fort Worth,1
011L20A,United States,Alaska,Palmer,1
011M20A,United States,California,Huntington Beach,1
012120A,United Kingdom,England,Oxford,1
012A21A,United States,Texas,(not set),1
012L20A,United States,Maryland,Columbia,1
012M20A,United States,Illinois,Chicago,1
013A21A,United States,Florida,Pembroke Pines,1
013F21A,United States,Washington,East Wenatchee,1
013H21B,United States,New York,New York,1
013L20A,Japan,Tokyo,Setagaya City,1
013L20A,United States,Florida,Kings Point,1
013M2014,United States,Nebraska,Broken Bow,1
013M201A,United States,Nebraska,Broken Bow,1
013M20A,United States,California,San Diego,1
013M20A,United States,Texas,Dallas,1
013M2OA,United States,California,San Jose,1
014C21A,United States,Pennsylvania,Clarion,1
014M20A,United States,Arizona,Phoenix,1
015M20A,United States,Alaska,Palmer,1
016C21A,United States,Washington,Seattle,1
016E21A,Canada,British Columbia,Grand Forks,1
016E21A,Canada,Nova Scotia,(not set),1
017B21A,United States,Florida,(not set),1
017B21A,United States,New York,New York,1
017C21A,Australia,New South Wales,Sydney,1
017C21A,United States,Wisconsin,Merton,1
017F211A,Canada,Ontario,Toronto,1
017F21A,Canada,Ontario,Toronto,1
017G21A,Italy,Sicily,Catania,1
017G21A,Italy,Tuscany,Florence,1
019B21,United States,Texas,Dallas,1
019B21A,United States,New York,New York,1
019B21A,United States,Texas,Dallas,1
0211A21A,United States,Illinois,Chicago,1
021B21A,United States,New York,East Aurora,1
021B21A,United States,New York,New York,1
022021A,Australia,Queensland,Rockhampton,1
022C21A,United States,New York,New York,1
022J21A-MODERNA,United States,New York,New York,1
023F21A,Denmark,Central Denmark Region,Aarhus,1
023M20A,United States,New York,New York,1
023M20A,United States,Texas,Dallas,1
023M20A,United States,Virginia,Ashburn,1
023M2OA,United States,Texas,Dallas,1
024M20A,United Arab Emirates,Sharjah,Sharjah,1
024MZ0A,United States,Florida,Miami,1
025A21A,United States,Washington,East Wenatchee,1
025C21A,United States,California,San Francisco,1
025D21A,Canada,Ontario,Ottawa,1
025L20A,Japan,Tokyo,(not set),1
025L20A,Netherlands,North Holland,Haarlem,1
025L20A,United States,California,San Diego,1
026A21A,United States,Florida,Miami,1
026A21A,United States,Georgia,Atlanta,1
026A21A,United States,Kentucky,Lawrenceburg,1
026L20A,United States,Virginia,Hampton,1
027A21A,United States,New York,New York,1
027A21A,United States,Texas,Dallas,1
027B21A,United States,California,Encinitas,1
027H21B,Canada,Saskatchewan,Estevan,1
027H21B,United States,Arizona,Phoenix,1
027H21B,United States,Illinois,Chicago,1
027L201A,United States,Iowa,Le Mars,1
027L2OA,United States,Texas,Mesquite,1
028K21A,United States,Florida,(not set),1
028K21A-MODERNA,United States,Massachusetts,Wellesley,1
028K21A-MODERNA,United States,Texas,Dallas,1
028L20A,United States,Ohio,(not set),1
029A21A,United States,California,San Jose,1
029A21A,United States,Florida,Pembroke Pines,1
029AZ1A,United States,Illinois,Chicago,1
029AZ1A,United States,Texas,(not set),1
02AL20A,United States,Georgia,Conyers,1
03/04/2021,Germany,Thuringia,Sondershausen,1
031A21A,United States,Missouri,Sullivan,1
031A21A,United States,Washington,Seattle,1
031B21A,United States,New York,New York,1
031H21A,United States,Illinois,Chicago,1
031H21A,United States,Missouri,Sullivan,1
031H21H,United States,California,San Francisco,1
031L20A,United States,Washington,East Wenatchee,1
031M20A,United States,Washington,Seattle,1
032B21A,United States,Georgia,Fayetteville,1
032F21A,United States,Alaska,Palmer,1
032F21A,United States,New Hampshire,Walpole,1
032H21A,United States,Texas,Boerne,1
032M20A,United States,Arizona,Phoenix,1
032M20A,United States,New Jersey,Westampton,1
033C21A,United States,Georgia,Atlanta,1
033F21A,United States,Florida,Pembroke Pines,1
034C21A,United States,Washington,Seattle,1
036C21A,United States,Texas,(not set),1
