# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230501-20230531
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,219623,Grand total
#004M20A,United States,1
#006B21A,United States,1
#013L20A,United States,1
#016B21A,United States,1
#023M20A,United States,1
#028L20A,United States,1
#041A21A,United States,1
#EK9231,United States,1
#EL3248,United States,1
#EL9262,Norway,1
#EN6201,United States,1
#EN6203,Poland,1
#ER8727,United States,1
#ER8731,United States,1
#EW0172,Singapore,1
#FC3180,France,1
#XD974,Poland,1
0,Poland,1
0000014A,United Kingdom,1
000003A,France,1
000004A,Germany,1
000005A,Australia,1
000006A,Australia,1
000008A,United Kingdom,1
000014A,Italy,1
000014A,Netherlands,1
000014A,Poland,1
000014A,United States,1
000019A,Switzerland,1
000021A,United States,1
000022A,Germany,1
000026A,Japan,1
000029A,United Kingdom,1
000033A,Germany,1
000033BA,Italy,1
000038A,Germany,1
000038A,Italy,1
000043A,Ireland,1
000043A,Italy,1
000048A,Australia,1
000048A,United States,1
000049A,Japan,1
000054A,United States,1
000057A,Australia,1
000057A,Germany,1
000057A,United States,1
000058A,Belgium,1
000071A,United Kingdom,1
000073A,Indonesia,1
000073A,United States,1
000081A,Germany,1
000082A,Malta,1
000082A,United Kingdom,1
000085A,Germany,1
000095A,Australia,1
000095A,Spain,1
000103A,Germany,1
000103A,Singapore,1
000105A,Poland,1
000109A,Poland,1
000116A,Thailand,1
000123A,Germany,1
000123A,Honduras,1
000123A,Hungary,1
000123A,Netherlands,1
000123A,United States,1
000124A,Germany,1
000127A,Japan,1
000132A,Canada,1
000135A,Canada,1
000136A,Germany,1
000137A,Switzerland,1
000144A,Germany,1
0001A21A,United States,1
000204A,Japan,1
000211A,Japan,1
000214A,Japan,1
000227A,Finland,1
000232A,Germany,1
000243A,Germany,1
000342A,Germany,1
0009C21A,United States,1
0011321A,United States,1
0011D21A,United States,1
001321A,United States,1
001BZ1A,United States,1
001D21A,United States,1
001J21-2A,United States,1
0021221A,Japan,1
0021221A,United States,1
0021B21A,United States,1
002821A,United States,1
0028L20A,United States,1
002B,United States,1
0032B21A,United States,1
003321A,Australia,1
003621A,United States,1
003AZIA,United States,1
003CZ1A,United States,1
003D21A,Honduras,1
003J21-2A-MODER,Romania,1
003K21-2A,United States,1
004021A,United States,1
004D21A,Canada,1
004FZ1A,United States,1
004M2DA,United States,1
005C21A,United Kingdom,1
005C21S,United States,1
005K21A,United States,1
006021A,United States,1
006821A,United States,1
006A21A,United States,1
006C21A,Germany,1
006C21A,Mexico,1
006CZ1A,United States,1
007021A,United States,1
00721A,United States,1
007320A,Netherlands,1
007B12A,United States,1
007B211A,United States,1
007B21A,Denmark,1
007C,United States,1
007C21A,Australia,1
007CZIA,United States,1
007D21A,United States,1
007G21A,Austria,1
007M20,United States,1
007M204,United States,1
007M2OA,Denmark,1
007M2OA,United States,1
007MA20A,United States,1
007MZ0A,United States,1
007MZOA,United States,1
0081321A,United States,1
008B21A,Italy,1
008B21A,Mexico,1
008BZ1A,United States,1
008C214,United States,1
008C21A,Portugal,1
008CZ1A,United States,1
00C21A,United States,1
00D21A,United States,1
00ZB21A,Denmark,1
010A214,Puerto Rico,1
010A21A,Italy,1
010H22A,United States,1
010M21A,United States,1
010M2OA,United States,1
010MZ0A,United States,1
010MZOA,United States,1
011120A,Malaysia,1
011120A,United States,1
0111J20A,United States,1
01120A,United States,1
011320A,United States,1
011520A,Portugal,1
011520A,United States,1
011620A,Thailand,1
011620A,United States,1
011AZ1A,United States,1
011C20A,United States,1
011D,United States,1
011D21A,Canada,1
011DZ1A,United States,1
011F,United States,1
011H22A,Australia,1
011I20A,United States,1
011J20A,Brazil,1
011J20A,Canada,1
011J20A.,France,1
011J20A.,Hungary,1
011J2OA,United States,1
011JZ0A,United States,1
011L20A,Italy,1
011LZ0A,United States,1
011M201A,United States,1
011M20A,Puerto Rico,1
011MZ0A,United States,1
011T20A,United States,1
012120A,Israel,1
012220A,United States,1
012420A,Canada,1
012421B,Canada,1
012421B,Mexico,1
012421B,United Kingdom,1
012A21,Spain,1
012A21A,Spain,1
012F,United States,1
012FZ1A,United States,1
012H21B,United Kingdom,1
012H21B-MODERNA,Switzerland,1
012H21B-MODERNA,United Kingdom,1
012LZOA,United States,1
012M20A,Israel,1
01320A,United States,1
013421A,United States,1
013720A,Germany,1
013821A,Netherlands,1
013A21A,Poland,1
013B22A,United States,1
013L20A,Ireland,1
013L20A,Israel,1
013L2OA,Ireland,1
013L2OA,United States,1
013M20A,Germany,1
013M2OA,United States,1
014420A,United States,1
014822A,United States,1
014B21A,United States,1
014B224,United States,1
014CZIA,United States,1
014E21A,Canada,1
014H22A,United States,1
014M20A,Indonesia,1
014M20A,Mexico,1
015B22A,United States,1
015H22A,United States,1
016021A,Australia,1
016821A,United States,1
016B214,United States,1
016G21A (27/04/,Spain,1
016M2014,United States,1
016M20A,Ireland,1
016M2OA,United States,1
0171321A,United States,1
017821A,United States,1
017B21A,Poland,1
017C21A,Japan,1
017CZ1A,United States,1
017CZIA,United States,1
017E,Puerto Rico,1
017E,United States,1
017EZ1A,Puerto Rico,1
017F211A,Canada,1
017F21A,Israel,1
017G21A,United Kingdom,1
018BZ1A,United States,1
018F21A,United States,1
018G21A,France,1
018J21A,Netherlands,1
019821A,United States,1
019B21A,United Kingdom,1
019G21A_1101115,Australia,1
019G21A_1101115,Germany,1
019G21A_1101115,United States,1
019G21A_1101121,United States,1
019J21A,United States,1
01B21A,United States,1
01DA21A,United Kingdom,1
0205A21A,United States,1
020621A,United States,1
020821A,United Kingdom,1
020821A,United States,1
020B21,United States,1
020B21A,Japan,1
020J21A,United States,1
020K21A,United States,1
0211A21A,United States,1
021321A,United States,1
021821A,United States,1
021B21A-1,United States,1
021C21A,Germany,1
021M20A,United States,1
022021A,United States,1
0221321A,United States,1
0222M20A,United States,1
022321A,New Zealand,1
022C1A,United States,1
022C21A,Canada,1
022D21A,Argentina,1
022F21A,Mexico,1
022J21A,United Kingdom,1
022M20A,Australia,1
022M20A,Canada,1
023C214,United States,1
023D21A,Japan,1
023L20A,United States,1
023M21A,United States,1
023M2OA,United States,1
024C21C,United States,1
024L20A,United States,1
024M020A,United States,1
024M2OA,Hungary,1
024MZ0A,United States,1
024MZOA,United States,1
025020-2A,Singapore,1
025220A,United States,1
025320-2A,Germany,1
025620A,United States,1
025621A,United States,1
025821A,Australia,1
025B21A,Canada,1
025B21A,United Kingdom,1
025BZ1A,United States,1
025D21A,United States,1
025J20-2A / 025,Germany,1
025J20A,Brazil,1
025L20A,Italy,1
025L20A,United Kingdom,1
025L2OA,United States,1
025LZOA,United States,1
025M20A,United States,1
026220A,United States,1
026620A,United States,1
026821A,United States,1
026A21,United States,1
026A21A,Costa Rica,1
026A21A,United Kingdom,1
026AZ1A,United States,1
026D,United States,1
026L20A,Czechia,1
026L20A,Germany,1
026L20A,Switzerland,1
026L2A,United States,1
026L2OA,Canada,1
026L2OA,Croatia,1
026LZOA,United States,1
027621A,Indonesia,1
027A21A,Israel,1
027A21B,United States,1
027B21A,Costa Rica,1
027B21A,South Korea,1
027BZ1A,South Korea,1
027E22A,Canada,1
027H2113,United States,1
027L2OA,United States,1
027LZ0A,United States,1
027LZOA,United States,1
027M21B,United States,1
0281A21A,Honduras,1
028220A,United States,1
028620A,United States,1
028K214,United States,1
028KZIA,United States,1
028L204,United States,1
028LZOA,United States,1
029120A,Poland,1
029H21B,Brazil,1
029L20-A,United States,1
02A21A,United States,1
02AL20A,United States,1
02C21A,United States,1
02SJ202A,United States,1
02UM20A,United States,1
030421A,Australia,1
030421A,Austria,1
030421B,Australia,1
030620A,United States,1
030G21A,Germany,1
030G22B,United States,1
030LZ0A,United States,1
030M02A,United States,1
030M204,United States,1
030M20A,Australia,1
030M20A,Israel,1
030M20A,United Kingdom,1
030MZ0A,United States,1
031120A,United States,1
031620A,United States,1
031A211A,United States,1
031A21A,Australia,1
031F21A,United States,1
031G21A,Spain,1
031H2A,United States,1
031HZ1A,United States,1
031LZOA,United States,1
031M20,United States,1
031M201A,United States,1
031M2OA,United States,1
031MZOA,United States,1
0321L20A,United States,1
032321A,United Kingdom,1
032B,United States,1
032F21A,United Kingdom,1
032H20A,United States,1
032H21A,United Kingdom,1
032H251A,United States,1
032HZ1A,United States,1
032L 20A,United States,1
032MZ0A,United States,1
032MZOA,United States,1
033021A,United Kingdom,1
03321A,New Zealand,1
033321A,Australia,1
033F22A,United States,1
033FZ1A,United States,1
033K212A,United States,1
034721A,Germany,1
034B21A,United States,1
034C21A,Honduras,1
034C21A,Puerto Rico,1
034F21H,United States,1
034FZ1A,United States,1
035C21A,Germany,1
035C21A,Iran,1
035CZ1A,Puerto Rico,1
036A2IA,United States,1
036AZ1A,United States,1
036B21A,Switzerland,1
036C21A,Puerto Rico,1
036CC21A,Puerto Rico,1
036CC21A,United States,1
036L20A,United States,1
03720A,United States,1
03721A,United States,1
037620A,United States,1
037A22B,United States,1
037AZ1B,United States,1
037BZ1A,Canada,1
037C214,United States,1
037FZIA,United States,1
037K2014,United States,1
037K2DA,United States,1
037KZOA,United States,1
037V20A,United States,1
038A22A,United States,1
038K2OA,United States,1
0391A21A,Germany,1
039721A,United Kingdom,1
039821A,Germany,1
039A21A,Australia,1
039A21A,Czechia,1
039A21A,Finland,1
039A21A,Poland,1
039A21A,Singapore,1
039A21A,Spain,1
039AZIA,Portugal,1
039C21A,Puerto Rico,1
039K20-A,United States,1
039K20A,Germany,1
039K20A,Sweden,1
039K20A,Switzerland,1
039K20A,United Kingdom,1
03AB21A,United Kingdom,1
03AB21A,United States,1
03K20A,United States,1
0401321A,Germany,1
040A121A,France,1
040C21,United States,1
04120A,United States,1
041321A,United States,1
041521A,United States,1
041A,United States,1
041A21A,Netherlands,1
041H22A,United States,1
041J21A,Kuwait,1
041JZ1A,United States,1
041M20A,United States,1
042021A,Canada,1
042021A,Germany,1
042021A,United States,1
042621A,Germany,1
042A01A,United States,1
042A214,Canada,1
042A21A,Canada,1
042A2IA,Canada,1
042AZIA,United States,1
042B21A-2A,United States,1
042BZ1A,United States,1
042L2OA,Switzerland,1
043021A,Canada,1
043620A,Qatar,1
043821A,United States,1
